"Sample.ID","TA","Mass"
"20190121_1B",2005.96755906093,59.7625
"20190121_2B",2000.38414771809,59.4236
"20190121_3B",1990.35673548003,60.0577
"20190121_4B",1961.11265148664,60.4811
"20190121_5B",2002.05674412519,60.9668
"20190121_6B",1992.23783207822,60.7604
