mVTris,TTris
-84.9,9.212
-84.4,9.633
-84.2,10.231
-83.9,10.46
-83.3,10.81
-83,11.148
-82.8,11.469
-82.2,12.137
-81.8,12.708
-80.9,13.47
-80.3,14.1
-79.7,14.835
-79.1,15.25
