mVTris,TTris
-87.6,9.903
-87,10.408
-86.5,10.91
-86.2,11.204
-85.9,11.505
-85.5,11.746
-85.2,12.026
-84.8,12.383
-84.3,12.91
-83.9,13.185
-83.5,13.547
-83.2,13.804
-82.7,14.09
