mVTris,TTris
-88.2,8.342
-87.8,9.192
-87.4,9.511
-87,9.914
-86.5,10.284
-86.2,10.715
-85.9,10.983
-85,11.58
-84.6,12.008
-84.2,12.353
-83.9,12.654
-83.4,13.02
-82.8,13.535
