mVTris,TTris
-87.8,9.852
-87.2,10.202
-86.6,10.56
-86,11.098
-85.4,11.606
-84.9,12.086
-84.4,12.427
-84.1,12.728
-83.7,13.042
-83.3,13.352
-82.9,13.681
-82.5,13.972
-82.1,14.313
