mVTris,TTris
-90.7,8.214
-90.5,8.478
-90.1,8.719
-89.2,9.357
-88.7,9.827
-88.3,10.048
-87.9,10.394
-87.3,10.703
-86.7,11.344
-86.1,11.877
-85.8,12.137
-85.5,12.433
-84.9,12.754
-84.4,13.084
-84.1,13.391
-83.8,13.537
-83.5,13.752
