mVTris,TTris
-88.9,9.625
-88.7,9.906
-88.3,10.243
-88,10.472
-87.8,10.658
-87.6,10.874
-87.3,11.07
-87.1,11.222
-86.8,11.439
-86.5,11.702
-85.9,12.142
,
,
