mVTris,TTris
-87.4,10.508
-87.1,10.991
-86.9,11.193
-86.6,11.536
-86.1,11.942
-85.7,12.295
-85.3,12.623
-85.1,12.81
-84.8,13.136
-84.4,13.448
-84,13.66
-83.8,14.03
-83.5,14.386
