mVTris,TTris
-85.8,10.342
-85,11.047
-84.8,11.444
-84.1,12.216
-83.5,12.57
-83.3,12.872
-83,13.044
-82.6,13.497
-82.2,13.976
-81.7,14.265
-81.4,14.789
-81.1,14.903
-80.4,15.736
