mVTris,TTris
-90.1,8.69
-89.7,9.168
-89.4,9.433
-88.9,9.772
-88.5,10.126
-87.9,10.579
-87.5,10.934
-87.1,11.252
-86.7,11.624
-86.1,12.06
-85.5,12.466
-85.1,12.81
-84.7,13.182
-84.3,13.476
-84,13.657
-83.4,14.204
