mVTris,TTris
-87.5,9.186
-87,9.613
-86.6,9.965
-86.1,10.327
-85.8,10.658
-85.4,11.093
-85,11.344
-84.6,11.667
-84.1,11.953
-83.5,12.49
-83.1,12.837
-82.9,13.108
-82.6,13.631
-81.8,13.911
-81.7,14.084
