mVTris,TTris
-88.5,9.747
-87.8,10.544
-87.4,11.03
-86.4,11.639
-85.9,12.024
-85.4,12.456
-85,12.846
-84.4,13.252
-84.1,13.557
-83.7,13.996
-83.4,14.288
