mVTris,TTris
-87.3,9.501
-86.8,9.904
-86.3,10.331
-86,10.767
-85.6,11.005
-85.1,11.428
-84.8,11.696
-84.4,11.98
-84.1,12.225
-83.8,12.446
-83.4,12.851
-83,13.21
-82.3,14.026
-82,14.351
-80.7,15.464
-80.4,15.77
