mVTris,TTris
-87.2,9.169
-86.9,9.4
-86.5,9.691
-85.8,10.205
-85.5,10.566
-85,10.932
-84.8,11.201
-84.5,11.365
-84.1,12.128
-83.6,12.334
-82.9,12.729
-82.4,13.212
-82,13.581
