mVTris,TTris
-84.6,11.722
-83.9,12.666
-83.2,13.671
-82.3,14.671
-81.9,15.144
-81.1,15.797
-80.4,16.398
-79.7,17.04
-78.4,17.903
-77.8,18.436
-76.9,19.3
-76,20.092
-75.2,20.702
-74.4,21.409
-73.2,22.309
