mVTris,TTris
-89.3,9.276
-88.8,9.868
-88.5,10.27
-88.2,10.536
-86.5,11.971
-86,12.265
-85.6,12.854
-85.4,13.1
-85,13.305
-84.6,13.809
-84.4,13.955
-83.6,14.487
