mVTris,TTris
-87.5,10.288
-87.2,10.697
-87,10.933
-85.6,11.889
-85.4,12.249
-85,12.453
-84.6,12.73
-84.4,13.027
-83.9,13.222
-83.6,13.59
-83.4,13.947
-82.8,14.246
