mVTris,TTris
-88.1,9.485
-87.3,9.993
-86.9,10.472
-86.6,10.724
-86.1,11.102
-85.6,11.671
-85,12.063
-84.7,12.374
-84.2,12.669
-83.9,13.02
-83.5,13.429
-83.1,13.781
-82.5,14.061
