mVTris,TTris
-87.6,9.89
-87,10.248
-86.5,10.465
-86.1,10.765
-85.7,11.041
-85,11.593
-84.4,12.101
-84,12.447
-83.2,13.14
-82.4,13.674
-81.6,14.403
-81.1,14.973
-80.7,15.277
