mVTris,TTris
-88.5,9.801
-88.1,10.29
-87.7,10.683
-87.3,11.061
-87,11.366
-86.6,11.565
-86.2,11.85
-85.6,12.354
-85,12.708
-84.3,13.266
-83.9,13.728
-83.6,14.165
