mVTris,TTris
-89.5,8.618
-88.5,9.526
-87.7,10.202
-87.2,10.711
-86.6,11.207
-85.9,11.838
-85.1,12.48
-84.3,13.091
-83.8,13.551
-83.1,14.117
-82.6,14.554
-82,15.05
