mVTris,TTris
-88.9,9.221
-88.4,9.403
-88,9.83
-87.5,10.272
-87.1,10.646
-86.4,11.307
-85.9,11.639
-85.5,11.979
-85.2,12.29
-84.9,12.614
-84.4,12.882
-84.2,13.168
-84,13.364
-83.4,13.708
-83.1,14.143
