mVTris,TTris
-88.6,9.28
-88.3,9.713
-87.9,10.115
-87.6,10.467
-87.2,10.786
-86.7,11.169
-86.5,11.413
-86,11.843
-85.7,12.11
-85.1,12.59
-84.8,12.849
-84.3,13.384
-83.8,13.719
-83.4,14.023
