mVTris,TTris
-86.7,10.716
-86.3,11.117
-86,11.464
-85.8,11.884
-85.5,12.056
-85,12.4
-84.7,12.725
-84.2,13.022
-83.9,13.318
-83.6,13.577
-83.2,13.887
