mVTris,TTris
-87.2,10.072
-86.8,10.496
-86.4,10.876
-86,11.269
-85.4,11.641
-85.1,11.987
-84.8,12.312
-84.2,12.684
-83.6,13.268
-83.3,13.605
-82.9,13.85
-82.4,14.219
