mVTris,TTris
-88.5,8.351
-88,8.883
-87.8,9.182
-87.3,9.456
-87,9.729
-86.6,10.079
-86.1,10.417
-85.5,10.839
-85.1,11.207
-84.6,11.672
-84.3,11.982
-83.9,12.42
-83.4,12.825
-82.9,13.263
-82.7,13.527
-82.4,13.698
