mVTris,TTris
-87.8,9.27
-86.5,10.676
-86.1,11.16
-85.7,11.568
-85.2,12.015
-84.9,12.359
-84.6,12.712
-84.2,13.001
-83.8,13.406
-83.5,13.692
-83.1,13.962
-82.7,14.261
