mVTris,TTris
-89.5,8.84
-88.9,9.737
-88.3,10.098
-88,10.492
-87.8,10.884
-86.1,11.964
-85.7,12.325
-85.1,12.744
-84.7,13.22
-84.3,13.536
-83.9,13.86
