Measurement Name :,20190204_resp_larvae_T1,,Generated On :,"04/02/2019, 18:01:38",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
04.02.19 16:57:51,20.65,284.21,277.42,294.72,275.16,279.68,276.97,280.58,278.32,272.91,271.56,269.32,268.87,271.11,269.77,267.53,257.29,271.56,267.53,271.56,257.73,269.32,267.53,264.85,259.51,,13,968,28,12.7,
04.02.19 16:58:06,20.9,281.49,281.94,288.77,277.42,278.77,280.13,277.42,276.97,272.46,271.11,270.22,266.19,270.22,268.42,270.22,256.41,268.87,266.64,270.22,257.29,269.77,267.53,267.53,258.62,,13,968,28,12.7,
04.02.19 16:58:22,21.17,277.87,285.58,292.43,274.26,274.71,279.23,279.23,273.36,271.56,271.11,267.08,267.98,268.42,269.32,271.11,258.62,267.98,267.53,270.67,254.64,268.87,267.98,267.98,258.62,,13,968,28,12.7,
04.02.19 16:58:37,21.42,281.94,286.95,294.72,274.71,279.23,281.94,282.4,275.16,272.46,271.11,267.53,265.74,268.42,269.32,268.42,255.08,265.74,267.53,270.22,257.73,270.67,268.87,266.64,257.29,,13,968,28,12.72,
04.02.19 16:58:52,21.67,280.13,280.58,288.31,276.06,279.23,279.23,277.87,274.71,270.67,268.87,270.67,268.42,269.77,267.98,271.11,256.85,268.42,267.98,269.77,254.2,268.87,267.98,265.3,258.18,,13,968,28,12.72,
04.02.19 16:59:07,21.92,283.76,282.4,291.51,273.36,283.76,278.32,277.42,275.61,270.22,272.01,269.32,270.22,270.67,267.53,270.22,255.52,268.42,266.64,268.87,256.41,269.32,268.42,268.42,259.95,,13,968,28,12.72,
04.02.19 16:59:22,22.17,283.76,285.58,293.35,277.42,279.68,279.68,275.16,276.06,272.91,272.46,270.22,267.53,271.11,268.87,269.77,258.18,269.77,266.64,271.56,257.29,269.77,268.87,266.64,259.06,,13,968,28,12.72,
04.02.19 16:59:37,22.42,285.58,280.58,288.77,276.06,279.23,276.97,278.32,276.06,272.01,271.56,270.22,271.11,272.91,267.53,270.22,255.08,266.19,266.64,270.22,254.64,270.22,267.98,266.64,257.73,,13,968,28,12.72,
04.02.19 16:59:52,22.67,286.03,279.23,285.58,275.61,276.52,279.68,281.94,277.42,273.81,271.56,265.74,266.64,272.46,269.77,271.56,257.29,268.87,266.64,272.91,255.96,270.22,267.53,266.64,259.06,,13,968,28,12.72,
04.02.19 17:00:07,22.92,285.58,288.77,289.23,272.46,276.06,281.49,281.04,278.32,272.46,269.77,269.32,266.19,269.77,268.42,269.32,257.73,268.87,266.64,272.01,257.73,270.22,269.32,266.64,258.62,,13,968,28,12.72,
04.02.19 17:00:22,23.17,283.31,281.94,288.31,276.06,277.42,281.94,280.13,276.52,272.46,267.08,268.42,267.53,270.67,268.42,271.56,255.08,267.53,266.19,271.56,254.64,269.32,269.32,266.19,258.62,,13,968,28,12.73,
04.02.19 17:00:38,23.43,281.49,280.13,291.51,276.52,277.42,276.52,276.97,273.81,272.46,272.46,268.42,269.32,272.01,267.98,267.53,258.18,268.42,266.19,268.87,255.96,268.87,269.32,266.19,259.51,,13,968,28,12.72,
04.02.19 17:00:53,23.68,279.68,283.76,293.35,273.36,280.58,279.23,277.87,276.52,272.46,273.36,270.22,269.77,273.81,269.32,268.42,257.29,266.19,267.08,270.22,257.73,270.22,270.22,267.53,259.51,,13,968,28,12.72,
04.02.19 17:01:08,23.93,281.94,283.76,289.68,276.52,276.52,280.58,277.87,276.97,269.77,271.11,268.42,270.67,270.67,267.98,269.32,256.41,267.53,266.64,272.91,254.64,269.77,268.87,267.08,258.62,,13,968,28,12.73,
04.02.19 17:01:23,24.18,283.76,288.77,289.68,274.71,279.23,281.94,278.32,270.67,272.01,270.67,269.77,271.11,271.56,270.22,268.87,255.08,268.87,267.08,272.01,256.41,270.67,268.42,267.53,260.4,,13,968,28,12.75,
04.02.19 17:01:38,24.43,281.49,281.94,294.72,278.77,277.87,276.97,276.06,269.32,273.36,269.77,269.77,270.22,272.01,268.42,270.67,254.64,270.22,267.08,269.77,257.73,270.67,267.98,266.64,256.85,,13,968,28,12.74,
04.02.19 17:01:53,24.68,283.76,283.76,293.8,274.71,277.87,272.91,278.77,275.16,272.46,268.87,268.87,268.87,270.67,267.98,270.22,257.73,270.22,266.64,270.67,255.52,269.32,268.42,267.53,258.62,,13,968,28,12.73,
04.02.19 17:02:08,24.93,280.13,285.58,297.02,275.61,273.36,280.58,277.42,276.52,271.11,269.77,269.77,267.53,271.11,268.42,269.77,256.41,267.08,267.08,270.67,255.96,269.32,268.42,267.08,258.18,,13,968,28,12.73,
