sample,mass,salinity,Sample.ID,Type, Notes
20190204_T2,59.5442,28.37,T2,conical,
20190204_T1,59.5693,28.39,T1,conical,
20190204_T0,59.3245,28.41,T0,conical,
20190204_T3,60.2932,28.34,T3,conical,
20190129_T3,59.824,28.95,T3,conical,
20190129_T2,59.393,28.95,T2,conical,
20190130_T0,60.9407,29.13,T0,conical,
20190130_T2,60.4197,28.99,T2,conical,
