"Sample.ID","TA","Mass"
"20190204_T2",1990.45035861069,59.5442
"20190204_T1",1984.4896320376,59.5693
"20190204_T0",1985.63291079819,59.3245
"20190204_T3",1983.17499167201,60.2932
"20190129_T3",2019.1191083113,59.824
"20190129_T2",2015.63747022022,59.393
"20190130_T0",2012.44292505219,60.9407
"20190130_T2",2012.20544502411,60.4197
