sample,mass,salinity,Sample.ID,Type, Notes
20190201_JUNK,59.997,28,JUNK,JUNK,
20190201_CRM1,59.7003,33.782,CRM1,CRM,Bottle #178-1157
20190201_CRM2,59.0668,33.782,CRM2,CRM,Bottle #178-1094
