"","Date.Time","TMP_T0","pH_T0","Sal","TMP_T2","pH_T2","TMP_T1","pH_T1","TMP_T3","pH_T3"
"4",2019-01-24 13:30:00,"14.2","6.81","0.0","14.2","7.74","14.6","6.95","6.2","2.40"
"5",2019-01-24 13:40:00,"14.2","6.81","0.0","14.2","7.74","14.6","6.95","28.0","3.07"
"6",2019-01-24 13:50:00,"14.2","6.82","0.0","14.2","7.74","14.6","6.95","14.2","4.34"
"7",2019-01-24 14:00:00,"14.2","10.0","0.0","14.2","7.74","14.6","6.95","14.2","5.16"
"8",2019-01-24 14:10:00,"14.2","6.86","0.0","14.2","7.74","14.6","7.15","14.2","5.82"
"9",2019-01-24 14:20:00,"14.2","6.81","0.0","14.2","7.74","14.6","6.93","14.2","5.50"
"10",2019-01-24 14:30:00,"14.2","6.80","0.0","14.2","7.74","14.6","6.92","14.2","5.90"
"11",2019-01-24 14:40:00,"14.3","6.80","0.0","14.2","7.47","14.6","6.92","14.2","7.86"
"12",2019-01-24 14:50:00,"14.3","6.81","0.0","14.2","7.64","14.6","6.92","14.2","8.20"
"13",2019-01-24 15:00:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.91","14.2","8.49"
"14",2019-01-24 15:10:00,"14.3","6.81","0.0","14.2","7.64","14.6","6.91","14.2","8.69"
"15",2019-01-24 15:20:00,"14.3","6.82","0.0","14.2","7.64","14.6","6.91","14.2","8.86"
"16",2019-01-24 15:30:00,"14.3","6.81","0.0","14.2","7.64","14.6","6.91","14.2","9.00"
"17",2019-01-24 15:40:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.90","14.2","9.12"
"18",2019-01-24 15:50:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.89","14.2","9.21"
"19",2019-01-24 16:00:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.89","14.2","9.29"
"20",2019-01-24 16:10:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.89","14.2","9.08"
"21",2019-01-24 16:20:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.89","14.2","8.98"
"22",2019-01-24 16:30:00,"14.3","6.79","0.0","14.2","7.64","14.6","6.89","14.2","8.98"
"23",2019-01-24 16:40:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.88","14.2","9.07"
"24",2019-01-24 16:50:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.88","14.2","9.10"
"25",2019-01-24 17:00:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.88","14.2","9.21"
"26",2019-01-24 17:10:00,"14.3","6.81","0.0","14.2","7.64","14.6","6.88","14.2","9.22"
"27",2019-01-24 17:20:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.88","14.2","9.17"
"28",2019-01-24 17:30:00,"14.3","6.82","0.0","14.2","7.64","14.6","6.87","14.2","9.18"
"29",2019-01-24 17:40:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.87","14.2","9.48"
"30",2019-01-24 17:50:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.87","14.2","9.49"
"31",2019-01-24 18:00:00,"14.3","6.82","0.0","14.2","7.64","14.6","6.87","14.2","9.50"
"32",2019-01-24 18:10:00,"14.3","6.81","0.0","14.2","7.64","14.6","6.87","14.2","9.51"
"33",2019-01-24 18:20:00,"14.3","6.81","0.0","14.2","7.64","14.6","6.86","14.2","9.52"
"34",2019-01-24 18:30:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.86","14.2","9.52"
"35",2019-01-24 18:40:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.86","14.2","9.54"
"36",2019-01-24 18:50:00,"14.2","6.81","0.0","14.2","7.64","14.6","6.86","14.2","9.54"
"37",2019-01-24 19:00:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.86","14.2","9.54"
"38",2019-01-24 19:10:00,"14.2","6.81","0.0","14.2","7.64","14.6","6.86","14.2","9.55"
"39",2019-01-24 19:20:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.86","14.2","9.55"
"40",2019-01-24 19:30:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.86","14.2","9.55"
"41",2019-01-24 19:40:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.86","14.2","9.55"
"42",2019-01-24 19:50:00,"14.2","6.82","0.0","14.2","7.64","14.6","6.85","14.2","9.57"
"43",2019-01-24 20:00:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.57"
"44",2019-01-24 20:10:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.57"
"45",2019-01-24 20:20:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.57"
"46",2019-01-24 20:30:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.57"
"47",2019-01-24 20:40:00,"14.2","6.81","0.0","14.2","7.64","14.6","6.85","14.2","9.58"
"48",2019-01-24 20:50:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.58"
"49",2019-01-24 21:00:00,"14.2","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.58"
"50",2019-01-24 21:10:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.57"
"51",2019-01-24 21:20:00,"14.3","6.80","0.0","14.2","7.64","14.6","6.85","14.2","9.57"
"52",2019-01-24 21:30:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.85","14.2","9.58"
"53",2019-01-24 21:40:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.85","14.2","9.58"
"54",2019-01-24 21:50:00,"14.3","6.79","0.0","14.2","7.64","14.6","6.84","14.2","9.58"
"55",2019-01-24 22:00:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"56",2019-01-24 22:10:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"57",2019-01-24 22:20:00,"14.3","6.79","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"58",2019-01-24 22:30:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"59",2019-01-24 22:40:00,"14.3","6.82","0.0","14.2","7.63","14.6","6.84","14.2","9.60"
"60",2019-01-24 22:50:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.84","14.2","9.60"
"61",2019-01-24 23:00:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"62",2019-01-24 23:10:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"63",2019-01-24 23:20:00,"14.3","6.79","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"64",2019-01-24 23:30:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"65",2019-01-24 23:40:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.84","14.2","9.59"
"66",2019-01-24 23:50:00,"14.3","6.79","0.0","14.2","7.63","14.6","6.83","14.2","9.59"
"67",2019-01-25 00:00:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.83","14.2","9.59"
"68",2019-01-25 00:10:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.83","14.2","9.59"
"69",2019-01-25 00:20:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.83","14.2","9.59"
"70",2019-01-25 00:30:00,"14.3","6.80","0.0","14.2","7.63","14.6","6.83","14.2","9.60"
"71",2019-01-25 00:40:00,"14.3","6.82","0.0","14.2","7.63","14.6","6.83","14.2","9.60"
"72",2019-01-25 00:50:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.83","14.2","9.62"
"73",2019-01-25 01:00:00,"14.3","6.79","0.0","14.2","7.63","14.6","6.83","14.2","9.62"
"74",2019-01-25 01:10:00,"14.3","6.81","0.0","14.2","7.63","14.6","6.83","14.2","9.62"
"75",2019-01-25 01:20:00,"14.3","6.80","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"76",2019-01-25 01:30:00,"14.3","6.81","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"77",2019-01-25 01:40:00,"14.3","6.82","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"78",2019-01-25 01:50:00,"14.3","6.81","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"79",2019-01-25 02:00:00,"14.3","6.80","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"80",2019-01-25 02:10:00,"14.3","6.81","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"81",2019-01-25 02:20:00,"14.3","6.80","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"82",2019-01-25 02:30:00,"14.3","6.80","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"83",2019-01-25 02:40:00,"14.3","6.81","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"84",2019-01-25 02:50:00,"14.3","6.81","0.0","14.3","7.63","14.6","6.83","14.2","9.62"
"85",2019-01-25 03:00:00,"14.3","6.79","0.0","14.3","7.63","14.7","6.83","14.2","9.62"
"86",2019-01-25 03:10:00,"14.3","6.81","0.0","14.3","7.63","14.7","6.83","14.2","9.62"
"87",2019-01-25 03:20:00,"14.3","6.80","0.0","14.3","7.63","14.7","6.83","14.3","9.62"
"88",2019-01-25 03:30:00,"14.3","6.79","0.0","14.3","7.63","14.7","6.83","14.3","9.64"
"89",2019-01-25 03:40:00,"14.3","6.81","0.0","14.3","7.63","14.7","6.83","14.3","9.64"
"90",2019-01-25 03:50:00,"14.3","6.81","0.0","14.3","7.63","14.7","6.83","14.3","9.64"
"91",2019-01-25 04:00:00,"14.3","6.80","0.0","14.3","7.63","14.7","6.83","14.3","9.64"
"92",2019-01-25 04:10:00,"14.3","6.80","0.0","14.3","7.63","14.7","6.83","14.3","9.64"
"93",2019-01-25 04:20:00,"14.3","6.80","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"94",2019-01-25 04:30:00,"14.3","6.80","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"95",2019-01-25 04:40:00,"14.3","6.80","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"96",2019-01-25 04:50:00,"14.3","6.81","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"97",2019-01-25 05:00:00,"14.3","6.80","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"98",2019-01-25 05:10:00,"14.3","6.79","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"99",2019-01-25 05:20:00,"14.3","6.82","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"100",2019-01-25 05:30:00,"14.3","6.81","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"101",2019-01-25 05:40:00,"14.3","6.79","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"102",2019-01-25 05:50:00,"14.3","6.81","0.0","14.3","7.63","14.7","6.83","14.3","9.65"
"103",2019-01-25 06:00:00,"14.3","6.81","0.0","14.3","7.63","14.7","6.84","14.3","9.65"
"104",2019-01-25 06:10:00,"14.3","6.79","0.0","14.3","7.63","14.7","6.84","14.3","9.65"
"105",2019-01-25 06:20:00,"14.4","6.80","0.0","14.3","7.63","14.7","6.84","14.3","9.65"
"106",2019-01-25 06:30:00,"14.4","6.80","0.0","14.3","7.63","14.7","6.84","14.3","9.65"
"107",2019-01-25 06:40:00,"14.4","6.80","0.0","14.3","7.63","14.7","6.84","14.3","9.65"
"108",2019-01-25 06:50:00,"14.4","6.80","0.0","14.3","7.63","14.7","6.84","14.3","9.65"
"109",2019-01-25 07:00:00,"14.4","6.81","0.0","14.3","7.64","14.7","6.84","14.3","9.65"
"110",2019-01-25 07:10:00,"14.4","6.80","0.0","14.3","7.64","14.7","6.84","14.3","9.65"
"111",2019-01-25 07:20:00,"14.4","6.80","0.0","14.3","7.63","14.7","6.84","14.3","9.65"
"112",2019-01-25 07:30:00,"14.4","6.81","0.0","14.3","7.64","14.7","6.84","14.3","9.65"
"113",2019-01-25 07:40:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.65"
"114",2019-01-25 07:50:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.66"
"115",2019-01-25 08:00:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.66"
"116",2019-01-25 08:10:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.66"
"117",2019-01-25 08:20:00,"14.4","6.79","0.0","14.3","7.65","14.7","6.84","14.3","9.65"
"118",2019-01-25 08:30:00,"14.4","6.81","0.0","14.3","7.65","14.7","6.84","14.3","9.65"
"119",2019-01-25 08:40:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.65"
"120",2019-01-25 08:50:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.66"
"121",2019-01-25 09:00:00,"14.4","6.81","0.0","14.3","7.65","14.7","6.84","14.3","9.67"
"122",2019-01-25 09:10:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.67"
"123",2019-01-25 09:20:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.68"
"124",2019-01-25 09:30:00,"14.4","6.82","0.0","14.3","7.65","14.7","6.84","14.3","9.68"
"125",2019-01-25 09:40:00,"14.4","6.80","0.0","14.3","7.65","14.7","6.84","14.3","9.68"
"126",2019-01-25 09:50:00,"14.4","6.81","0.0","14.3","7.65","14.7","6.84","14.3","9.70"
"127",2019-01-25 10:00:00,"14.4","6.82","0.0","14.3","7.65","14.7","6.84","14.3","9.71"
"128",2019-01-25 10:10:00,"14.4","6.81","0.0","14.3","7.65","14.7","6.84","14.3","9.71"
"129",2019-01-25 10:20:00,"14.4","6.79","0.0","14.3","7.65","14.7","6.84","14.3","9.71"
"130",2019-01-25 10:30:00,"14.3","6.81","0.0","14.3","7.65","14.7","6.84","14.3","9.71"
"131",2019-01-25 10:40:00,"14.3","6.80","0.0","14.3","7.65","14.7","6.85","14.3","9.71"
"132",2019-01-25 10:50:00,"14.3","6.79","0.0","14.3","7.65","14.7","6.85","14.3","9.71"
"133",2019-01-25 11:00:00,"14.3","6.81","0.0","14.3","7.65","14.7","6.85","14.3","9.72"
"134",2019-01-25 11:10:00,"14.3","6.80","0.0","14.3","7.65","14.7","6.85","14.3","9.72"
"135",2019-01-25 11:20:00,"14.3","6.79","0.0","14.3","7.65","14.7","6.85","14.3","9.74"
"136",2019-01-25 11:30:00,"14.3","6.82","0.0","14.3","7.65","14.7","6.85","14.3","9.74"
"137",2019-01-25 11:40:00,"14.3","6.81","0.0","14.3","7.65","14.7","6.85","14.3","9.76"
"138",2019-01-25 11:50:00,"14.3","6.81","0.0","14.3","7.65","14.6","6.85","14.3","9.76"
"139",2019-01-25 12:00:00,"14.3","6.80","0.0","14.3","7.65","14.6","6.85","14.2","9.76"
"140",2019-01-25 12:10:00,"14.3","6.80","0.0","14.3","7.65","14.6","6.85","14.2","9.77"
"141",2019-01-25 12:20:00,"14.3","6.81","0.0","14.2","7.65","14.6","6.85","14.2","9.77"
"142",2019-01-25 12:30:00,"14.3","6.80","0.0","14.2","7.65","14.6","6.85","14.2","9.77"
"143",2019-01-25 12:40:00,"14.3","6.80","0.0","14.2","7.65","14.6","6.85","14.2","9.76"
"144",2019-01-25 12:50:00,"14.3","6.82","0.0","14.2","7.65","14.6","6.85","14.2","9.76"
