sample,mass,salinity,Sample.ID,Type, Notes
20190218_JUNK,60.0942,28,JUNK,JUNK,
20190218_CRM1,59.2631,33.782,CRM1,CRM,Bottle #178-1094
20190218_CRM2,59.503,33.782,CRM2,CRM,Bottle #178-1094
