sample,mass,salinity,Sample.ID,Type, Notes
20190218_3B,60.8637,28.27,3B,broodstock,
20190218_2B,60.0766,28.25,2B,broodstock,
20190218_5B,60.2098,28.29,5B,broodstock,
20190218_6B,60.036,28.27,6B,broodstock,
20190218_1B,59.315,28.18,1B,broodstock,
20190218_4B,60.0501,28.29,4B,broodstock,
20190214_3B,59.535,27.95,3B,broodstock,
20190214_5B,60.5369,27.96,5B,broodstock,
20190214_4B,60.3835,27.95,4B,broodstock,
