Measurement Name :,20190130_resp_larvae_T2,,Generated On :,"30/01/2019, 19:35:51",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
30.01.19 18:33:34,25.33,260.37,263.85,266.03,261.67,265.16,266.03,266.9,265.16,271.72,269.09,268.65,265.59,264.29,266.47,268.65,259.94,268.65,271.28,269.09,262.54,273.04,277.45,271.28,262.98,,14,968,28,15.13,
30.01.19 18:33:49,25.58,259.94,262.98,264.72,261.24,265.16,265.16,266.47,265.16,271.28,269.53,267.34,266.03,263.41,265.59,267.34,260.81,269.09,271.72,269.53,262.11,271.28,273.92,272.16,262.98,,14,968,28,15.11,
30.01.19 18:34:04,25.83,260.81,263.41,266.03,261.67,265.16,264.72,267.78,264.72,271.72,269.09,268.65,265.59,263.41,266.9,268.65,259.94,269.09,270.84,269.53,262.11,271.72,277,271.28,261.67,,14,968,28,15.13,
30.01.19 18:34:19,26.08,259.94,262.11,265.16,260.37,265.16,265.59,266.9,264.29,271.28,268.65,267.78,265.59,262.98,265.59,268.22,259.94,269.97,270.41,269.53,262.11,273.92,277.45,270.41,260.37,,14,968,28,15.14,
30.01.19 18:34:34,26.33,260.81,262.98,265.16,260.37,264.72,265.16,267.34,264.72,271.28,269.09,267.78,265.16,263.41,266.47,268.65,260.37,270.41,270.84,268.65,262.11,272.6,277.45,269.53,263.41,,14,968,28,15.11,
30.01.19 18:34:49,26.58,259.5,262.98,265.59,260.81,264.72,264.72,266.47,264.29,271.28,267.34,267.78,266.03,263.85,266.03,266.9,260.81,268.65,269.97,268.65,261.67,272.16,274.36,269.53,259.5,,14,968,28,15.11,
30.01.19 18:35:04,26.83,259.5,262.54,265.16,260.81,264.72,264.72,266.47,263.85,271.72,268.65,267.34,266.03,262.54,265.59,268.22,260.37,269.97,271.28,268.22,260.81,271.28,275.68,271.72,262.98,,14,968,28,15.11,
30.01.19 18:35:19,27.08,259.5,262.54,265.16,260.81,265.16,263.85,266.9,264.72,272.16,268.22,268.22,265.16,263.85,265.59,267.78,260.81,269.53,271.28,269.09,261.24,270.84,276.12,271.28,261.67,,14,968,28,15.09,
30.01.19 18:35:34,27.33,259.94,262.54,265.59,260.81,265.16,265.16,266.03,264.29,271.72,267.78,268.65,266.47,262.54,265.59,268.65,259.5,269.09,271.28,269.53,261.24,272.6,276.56,271.72,261.24,,14,968,28,15.11,
30.01.19 18:35:49,27.58,260.37,262.54,265.16,260.81,265.59,264.72,266.9,264.72,271.72,268.65,267.78,266.47,263.85,266.03,267.78,260.37,270.41,269.53,269.53,260.37,272.6,273.92,269.97,263.85,,14,968,28,15.09,
30.01.19 18:36:04,27.83,259.5,262.54,265.16,260.37,265.16,264.72,266.47,264.29,270.41,268.65,267.34,265.59,262.54,266.03,266.9,259.5,268.22,269.97,267.78,261.24,271.72,275.68,269.53,260.37,,14,968,28,15.09,
30.01.19 18:36:19,28.08,259.5,262.11,264.72,259.94,264.72,264.29,266.03,264.29,271.28,267.78,267.34,265.59,261.67,265.16,266.9,259.07,268.65,269.53,267.78,260.37,271.72,276.12,269.53,262.54,,14,968,28,15.09,
30.01.19 18:36:34,28.33,260.37,263.41,265.16,260.81,264.72,264.72,266.47,264.29,271.28,267.78,267.34,265.59,262.54,264.72,267.34,259.07,268.65,270.84,269.09,262.54,271.72,274.8,270.84,260.81,,14,968,28,15.07,
30.01.19 18:36:49,28.58,259.5,262.11,264.29,260.37,263.85,264.29,265.59,263.41,271.72,268.22,266.9,265.16,262.98,265.16,266.9,259.94,267.34,269.53,266.9,260.37,272.16,275.68,270.41,262.11,,14,968,28,15.09,
30.01.19 18:37:04,28.83,259.94,261.67,264.72,260.37,264.29,265.16,265.59,264.29,271.28,268.22,267.34,265.59,262.11,265.16,268.22,259.94,270.41,268.65,267.78,262.11,273.48,274.36,269.09,262.54,,14,968,28,15.09,
30.01.19 18:37:19,29.08,259.07,262.11,264.72,259.94,264.72,264.29,266.03,264.29,270.84,267.78,266.9,265.16,262.98,264.29,267.34,258.64,269.09,269.09,267.78,261.67,269.97,275.24,268.65,260.81,,14,968,28,15.09,
30.01.19 18:37:34,29.33,259.5,262.54,264.72,259.5,263.41,263.85,265.59,264.29,271.28,267.78,266.9,263.85,262.54,264.72,266.9,259.5,267.34,271.28,268.22,259.5,270.84,275.24,269.53,261.67,,14,968,28,15.07,
30.01.19 18:37:49,29.58,259.5,262.11,264.29,260.37,263.41,263.85,266.03,263.41,270.41,267.34,266.47,264.72,262.11,264.29,266.9,259.07,269.09,268.65,267.34,261.24,271.28,273.48,270.41,262.11,,14,968,28,15.09,
30.01.19 18:38:04,29.83,259.5,262.11,263.85,260.81,262.98,263.85,265.16,263.41,269.97,267.34,266.47,265.16,263.85,265.16,266.47,259.07,269.09,269.53,267.78,261.24,269.09,274.8,270.84,261.24,,14,968,28,15.07,
30.01.19 18:38:20,30.1,259.07,262.54,264.72,260.37,263.41,264.29,265.59,263.85,270.41,266.47,267.34,265.16,263.85,265.59,267.34,259.5,268.22,270.41,267.78,261.24,271.28,273.92,270.84,260.81,,14,968,28,15.09,
30.01.19 18:38:35,30.35,259.5,261.67,264.29,259.94,264.29,264.29,265.59,264.72,270.41,267.78,267.78,264.29,261.67,264.72,266.9,257.77,269.09,268.65,267.78,260.81,270.41,274.36,270.41,260.81,,14,968,28,15.07,
30.01.19 18:38:50,30.6,259.07,261.67,264.29,260.37,263.85,263.85,265.59,263.85,270.84,267.34,266.47,265.16,262.98,264.29,267.34,259.07,267.34,268.22,266.9,259.5,269.97,275.24,272.16,260.81,,14,968,28,15.07,
30.01.19 18:39:05,30.85,259.5,262.11,264.72,260.81,264.29,264.72,266.47,263.41,270.84,267.34,266.03,265.16,262.98,265.59,266.9,259.5,269.09,269.53,268.22,261.24,268.22,274.36,268.22,260.81,,14,968,28,15.07,
30.01.19 18:39:20,31.1,259.07,261.67,263.85,259.5,263.85,264.72,265.16,263.41,270.41,267.34,267.34,264.29,262.54,264.29,267.78,258.64,269.09,270.41,268.22,261.24,268.65,275.68,270.84,259.07,,14,968,28,15.06,
30.01.19 18:39:35,31.35,259.07,262.11,263.85,259.07,262.98,263.41,265.16,263.41,271.28,267.34,266.03,263.85,262.54,264.72,266.03,258.64,269.09,269.53,268.22,259.94,269.97,274.8,271.28,258.64,,14,968,28,15.07,
30.01.19 18:39:50,31.6,259.07,261.24,263.41,259.94,262.98,263.41,266.47,262.98,269.97,266.9,266.47,264.29,262.11,265.16,267.34,258.2,268.65,269.09,267.34,259.94,270.41,273.48,270.84,259.5,,14,968,28,15.07,
30.01.19 18:40:05,31.85,259.5,262.11,264.29,260.37,263.85,263.85,265.59,263.85,269.97,267.34,266.9,265.16,262.54,264.72,266.47,259.07,267.78,269.53,266.9,258.64,269.53,274.8,269.09,261.24,,14,968,28,15.07,
30.01.19 18:40:20,32.1,259.5,262.11,264.72,259.5,264.72,264.29,266.03,263.41,269.53,268.65,266.9,265.59,262.54,264.72,267.34,259.07,269.53,269.53,266.47,261.24,270.41,275.68,270.41,263.41,,14,968,28,15.04,
30.01.19 18:40:35,32.35,259.07,261.67,264.72,259.94,263.85,264.29,265.16,262.54,270.84,267.78,266.9,263.85,262.98,264.72,266.47,258.2,267.78,269.97,267.34,261.24,268.22,276.56,268.65,261.67,,14,968,28,15.04,
30.01.19 18:40:50,32.6,258.2,262.11,264.29,259.5,262.98,262.54,264.72,263.85,270.84,266.9,266.03,263.41,262.98,264.72,266.47,258.2,267.34,268.65,266.9,259.5,269.53,274.8,269.53,260.81,,14,968,28,15.04,
30.01.19 18:41:05,32.85,259.07,261.67,263.41,259.5,263.41,263.41,265.59,263.85,269.53,267.34,266.47,263.85,262.54,263.85,265.16,258.64,268.65,269.53,267.78,261.24,270.84,275.68,270.41,258.64,,14,968,28,15.04,
30.01.19 18:41:20,33.1,258.64,260.37,263.85,259.94,262.98,262.98,265.16,262.11,269.53,266.47,265.16,263.85,260.81,264.29,265.59,258.2,266.47,268.65,266.9,259.07,270.41,271.72,270.41,259.07,,14,968,28,15.04,
30.01.19 18:41:35,33.35,258.64,260.81,263.41,259.07,262.98,262.98,264.29,262.98,269.53,266.9,266.03,263.41,262.11,263.85,267.78,258.2,267.78,268.22,266.9,259.07,271.28,273.92,268.22,262.54,,14,968,28,15.04,
30.01.19 18:41:50,33.6,258.2,261.67,263.85,259.5,262.54,263.41,265.16,262.98,270.41,266.47,265.59,264.29,262.54,263.41,266.47,258.2,266.47,269.09,266.03,260.37,269.53,272.6,269.97,258.64,,14,968,28,15.04,
30.01.19 18:42:05,33.85,259.07,261.24,263.41,259.5,263.85,262.98,264.72,263.41,269.97,266.9,266.03,262.98,261.67,262.54,266.03,258.64,267.34,268.65,265.59,260.37,269.09,273.48,268.65,260.81,,14,968,28,15.04,
30.01.19 18:42:20,34.1,258.64,261.67,263.85,258.64,263.41,262.98,265.59,263.41,270.41,266.03,266.47,264.72,261.67,263.41,266.47,257.77,267.34,268.65,266.47,260.37,269.53,274.8,271.28,259.94,,14,968,28,15.02,
30.01.19 18:42:35,34.35,259.07,261.67,263.85,259.5,262.54,263.41,265.16,263.41,269.53,267.34,266.47,264.72,261.67,264.29,266.03,258.64,267.78,267.78,266.03,259.5,270.84,273.92,269.09,258.64,,14,968,28,15.02,
30.01.19 18:42:50,34.6,258.64,260.37,262.98,259.5,262.98,262.98,264.72,262.54,270.41,266.9,265.59,263.85,261.67,263.85,265.16,256.9,267.34,268.22,266.9,260.37,269.09,273.04,270.41,262.11,,14,968,28,15.02,
30.01.19 18:43:05,34.85,258.2,260.81,262.98,258.64,262.54,263.41,265.16,262.11,269.53,266.47,265.16,263.85,261.67,263.41,266.03,257.77,266.9,267.78,266.47,258.2,269.97,273.48,269.53,261.24,,14,968,28,15.02,
30.01.19 18:43:21,35.12,258.2,260.81,263.41,259.94,263.41,263.41,265.16,263.41,269.53,266.47,265.59,264.29,262.11,263.41,266.03,257.77,267.78,268.65,266.9,260.37,269.53,273.48,270.84,259.94,,14,968,28,15.02,
30.01.19 18:43:36,35.37,259.07,260.81,263.41,258.64,263.85,263.41,265.16,263.41,269.53,266.03,265.59,264.29,261.67,263.41,266.03,258.64,267.34,268.65,266.47,259.5,267.34,271.72,270.41,259.5,,14,968,28,15.02,
30.01.19 18:43:51,35.62,258.2,260.81,263.41,258.64,262.54,262.11,265.16,262.54,269.53,266.03,264.72,262.54,261.67,262.54,264.72,257.34,266.47,268.65,266.47,259.07,268.65,273.92,269.09,260.81,,14,968,28,15.02,
30.01.19 18:44:06,35.87,258.64,260.81,262.98,258.64,262.98,262.98,264.72,262.54,269.09,266.03,264.72,262.98,261.24,262.98,265.59,257.34,266.47,267.78,266.03,259.07,269.09,272.6,271.72,259.5,,14,968,28,15.02,
30.01.19 18:44:21,36.12,258.64,260.37,263.85,259.5,262.54,262.98,264.72,262.54,269.09,265.59,265.59,263.85,262.11,262.98,266.03,257.77,266.03,266.47,266.03,259.5,267.78,273.92,270.41,259.07,,14,968,28,15.02,
30.01.19 18:44:36,36.37,257.77,260.81,262.98,259.07,262.54,262.11,263.41,263.85,268.65,265.59,265.16,262.98,261.67,263.41,265.16,257.34,266.47,267.34,266.03,260.81,270.41,273.92,269.53,260.37,,14,968,28,15.02,
30.01.19 18:44:51,36.62,258.64,260.81,263.85,259.07,262.98,262.54,264.29,262.54,269.53,266.03,265.16,264.72,262.54,263.41,264.72,257.77,267.34,267.78,266.03,259.07,270.41,273.48,270.41,260.37,,14,968,28,15,
30.01.19 18:45:06,36.87,258.2,260.37,262.98,259.07,262.11,261.67,263.85,262.11,269.53,264.72,265.16,262.98,260.81,262.54,264.72,257.34,266.03,266.9,264.72,260.37,269.09,271.72,268.65,260.81,,14,968,28,15,
30.01.19 18:45:21,37.12,257.77,260.37,263.41,258.64,261.67,262.54,264.29,262.54,269.97,265.16,265.16,262.54,260.81,263.41,265.59,256.9,267.34,266.9,265.16,259.07,269.09,272.6,269.53,260.37,,14,968,28,15.02,
30.01.19 18:45:37,37.38,258.64,260.81,262.98,259.07,263.41,262.98,263.85,262.11,268.65,265.16,265.16,263.41,260.81,263.41,264.29,257.77,266.9,266.47,266.47,258.64,269.97,272.6,268.22,260.37,,14,968,28,15.02,
30.01.19 18:45:52,37.63,258.64,260.81,262.98,259.07,262.98,262.98,263.41,262.11,269.09,265.59,265.16,263.85,261.67,263.85,265.16,257.34,266.9,267.78,265.59,259.5,267.34,274.8,269.09,260.37,,14,968,28,15,
30.01.19 18:46:07,37.88,258.64,260.37,263.41,259.07,262.54,262.54,263.41,262.98,269.09,265.16,265.16,263.85,261.67,263.41,265.59,257.34,265.59,268.22,265.59,260.37,269.53,273.92,269.09,259.5,,14,968,28,15,
30.01.19 18:46:22,38.13,257.77,259.94,262.98,259.07,261.67,262.11,264.29,261.67,268.22,264.72,265.16,263.41,260.81,261.67,266.03,257.77,266.9,267.34,266.03,259.94,268.22,272.6,270.84,260.81,,14,968,28,15,
30.01.19 18:46:38,38.4,258.2,259.94,262.98,259.07,262.11,262.11,264.29,262.54,269.97,266.9,265.16,262.54,261.24,263.41,264.29,256.04,265.59,267.34,266.03,259.5,269.53,273.48,268.65,260.81,,14,968,28,15.02,
30.01.19 18:46:53,38.65,258.2,260.37,262.11,258.64,262.11,261.67,264.72,261.67,267.78,263.85,264.29,262.98,262.11,262.98,265.59,257.34,266.03,266.47,264.72,259.94,267.78,273.48,270.41,261.67,,14,968,28,15.02,
30.01.19 18:47:08,38.9,258.2,259.94,262.98,258.64,262.54,262.11,263.85,261.67,269.09,265.59,264.29,263.41,261.24,262.98,264.72,256.9,267.34,265.59,264.72,259.07,268.65,271.72,268.22,258.64,,14,968,28,15.02,
30.01.19 18:47:23,39.15,258.2,260.37,262.98,258.64,262.98,262.11,264.29,262.54,268.65,265.59,264.29,263.85,261.24,262.98,266.03,257.34,265.16,266.9,265.16,258.64,269.53,271.28,269.97,259.5,,14,968,28,15.02,
30.01.19 18:47:38,39.4,258.2,259.5,262.98,258.64,262.11,261.67,263.85,262.11,269.09,265.16,264.72,262.98,261.24,263.41,264.29,256.9,266.03,266.9,264.72,259.5,267.34,273.92,269.53,260.37,,14,968,28,15,
30.01.19 18:47:53,39.65,258.2,259.94,262.98,258.2,260.81,261.67,264.29,262.11,268.22,264.29,264.72,263.41,261.67,263.41,265.59,256.04,265.16,265.59,263.85,259.5,266.03,271.72,269.09,259.07,,14,968,28,15,
30.01.19 18:48:08,39.9,258.2,259.5,262.11,259.07,262.11,261.67,263.41,262.54,269.09,264.72,263.85,262.54,261.67,263.41,266.03,256.9,266.47,266.9,265.16,259.07,266.03,272.6,268.22,260.37,,14,968,28,15,
30.01.19 18:48:23,40.15,257.77,260.37,262.54,259.07,261.24,261.67,263.85,262.11,269.09,264.72,264.72,263.41,260.37,262.98,266.03,257.34,265.59,265.59,263.85,259.94,268.22,272.6,268.22,259.5,,14,968,28,15,
30.01.19 18:48:38,40.4,257.77,259.94,262.54,258.2,261.67,260.81,264.29,261.24,267.78,265.59,264.72,263.41,260.37,262.54,264.72,256.47,266.47,266.9,264.29,258.2,269.97,270.41,269.09,260.37,,14,968,28,14.98,
30.01.19 18:48:53,40.65,257.77,259.94,262.11,259.07,260.81,261.67,263.41,262.11,268.65,263.85,264.29,262.54,261.67,262.11,266.03,256.9,265.59,266.9,263.85,258.64,269.09,271.72,267.34,258.64,,14,968,28,14.97,
30.01.19 18:49:08,40.9,257.34,259.94,262.54,258.64,261.67,261.67,263.85,262.11,268.65,264.72,264.29,263.41,260.81,263.41,264.29,256.04,266.9,266.9,262.98,259.5,267.78,272.6,268.65,259.07,,14,968,28,14.97,
30.01.19 18:49:23,41.15,257.34,259.5,262.54,258.2,262.11,261.24,263.41,261.24,268.22,264.29,264.72,262.98,262.11,262.54,263.85,256.9,266.47,266.9,264.72,257.34,265.59,273.04,268.22,259.5,,14,968,28,14.97,
30.01.19 18:49:38,41.4,257.77,259.5,262.54,258.2,261.67,260.81,264.29,260.81,267.78,264.72,264.29,262.98,261.67,262.11,264.72,256.04,265.16,266.47,264.29,257.34,268.65,272.6,269.09,258.64,,14,968,28,14.97,
30.01.19 18:49:53,41.65,257.34,259.5,261.24,258.64,261.67,261.24,263.41,262.11,269.09,264.29,262.98,262.54,260.81,262.98,264.72,256.47,266.47,268.65,265.16,259.5,266.47,272.16,269.53,259.5,,14,968,28,14.95,
30.01.19 18:50:08,41.9,258.2,259.94,262.54,258.64,262.54,261.67,264.72,261.67,267.34,264.29,264.72,262.98,260.81,262.54,264.72,256.47,265.59,266.03,264.29,259.5,268.65,272.16,268.22,258.2,,14,968,28,14.95,
30.01.19 18:50:23,42.15,256.9,259.07,261.24,258.64,260.81,261.67,263.41,260.81,267.78,264.72,264.29,262.54,261.24,262.98,263.85,256.9,266.03,267.78,264.29,257.77,268.22,273.04,268.65,259.94,,14,968,28,14.95,
30.01.19 18:50:38,42.4,257.34,259.5,262.54,258.2,262.11,260.81,263.41,260.37,268.22,264.29,263.85,262.98,261.24,262.98,263.85,255.61,265.16,266.03,264.72,257.77,267.34,269.97,269.53,257.34,,14,968,28,14.95,
30.01.19 18:50:53,42.65,257.77,259.94,262.11,258.2,261.67,261.24,263.85,261.67,267.78,264.29,262.98,261.67,262.11,262.54,263.41,256.04,265.16,266.03,262.11,258.2,267.34,272.6,268.65,259.94,,14,968,28,14.95,
30.01.19 18:51:08,42.9,257.34,259.94,262.11,258.2,261.24,260.81,263.41,260.81,267.34,264.72,263.41,261.67,262.11,263.41,264.29,255.61,263.85,266.9,263.41,257.77,267.78,273.48,269.53,259.5,,14,968,28,14.95,
30.01.19 18:51:23,43.15,257.34,259.94,262.11,257.77,261.24,261.24,263.41,261.24,266.9,264.29,263.85,262.54,260.37,262.98,264.29,256.47,265.59,267.34,263.85,258.64,266.47,271.28,269.09,258.2,,14,968,28,14.95,
30.01.19 18:51:38,43.4,256.9,259.5,262.11,257.77,261.67,260.81,262.54,261.24,267.78,264.72,262.98,261.67,260.37,262.11,263.41,255.18,264.72,266.9,263.85,257.77,268.22,272.6,269.53,258.2,,14,968,28,14.95,
30.01.19 18:51:53,43.65,257.77,259.94,261.67,257.77,260.81,261.67,263.85,261.24,268.22,264.72,263.41,261.67,260.81,262.54,264.29,256.04,266.47,266.47,262.98,257.34,266.9,271.72,269.97,258.64,,14,968,28,14.93,
30.01.19 18:52:08,43.9,256.9,259.07,262.11,257.77,260.37,261.24,262.98,261.24,266.9,264.29,262.98,261.67,259.94,262.11,264.29,256.47,265.59,266.47,264.29,258.64,266.9,270.84,267.78,256.9,,14,968,28,14.93,
30.01.19 18:52:23,44.15,257.77,259.07,262.11,258.2,260.37,261.67,263.41,261.24,268.65,264.29,264.29,261.67,260.37,262.98,264.29,256.9,266.03,266.03,263.41,257.34,267.34,271.28,269.09,258.64,,14,968,28,14.95,
30.01.19 18:52:38,44.4,257.34,259.94,261.24,257.77,260.81,261.24,262.98,260.81,268.22,264.29,263.41,261.67,260.81,262.11,264.29,256.04,265.59,266.9,264.29,256.9,266.9,272.6,266.9,260.37,,14,968,28,14.91,
30.01.19 18:52:53,44.65,257.34,259.07,261.67,258.2,261.24,261.24,263.85,261.24,266.9,263.85,263.41,261.67,260.37,262.54,263.85,256.04,265.16,265.59,262.54,256.9,266.9,272.16,269.09,256.47,,14,968,28,14.93,
30.01.19 18:53:08,44.9,256.47,259.5,261.67,257.77,260.81,260.81,262.54,260.81,266.47,263.41,262.54,262.11,260.81,262.54,264.29,256.04,265.16,266.47,263.85,257.34,265.59,273.04,266.9,258.64,,14,968,28,14.93,
30.01.19 18:53:23,45.15,257.34,259.5,261.67,257.34,260.81,260.81,262.98,260.37,266.03,263.41,263.41,261.67,260.37,262.11,263.85,256.04,265.59,266.47,263.85,257.77,266.47,272.6,268.22,255.61,,14,968,28,14.91,
30.01.19 18:53:38,45.4,256.47,259.07,261.67,258.2,260.37,260.37,264.29,260.37,266.9,263.85,263.85,261.67,260.37,262.54,262.98,255.61,265.59,265.59,262.54,257.77,266.47,270.84,269.09,258.64,,14,968,28,14.91,
30.01.19 18:53:53,45.65,256.9,259.5,261.67,258.2,261.24,259.94,262.98,261.24,266.03,264.29,262.98,262.11,260.37,260.81,262.54,256.04,265.59,265.59,262.11,257.34,264.29,271.28,268.65,258.64,,14,968,28,14.91,
30.01.19 18:54:08,45.9,256.9,259.5,261.67,257.77,260.37,260.81,262.98,260.37,267.34,263.41,262.11,261.67,259.94,262.98,263.41,255.61,265.16,265.59,262.98,258.2,265.59,272.16,269.53,258.64,,14,968,28,14.9,
30.01.19 18:54:23,46.15,256.9,259.07,261.67,256.9,260.81,260.81,262.98,260.81,267.34,263.85,263.41,261.67,259.94,261.67,263.85,256.47,264.72,265.59,262.11,258.64,265.59,270.84,266.9,257.34,,14,968,28,14.89,
30.01.19 18:54:38,46.4,256.9,259.5,262.11,257.77,260.37,259.94,262.98,260.81,266.9,263.85,262.54,261.24,260.37,261.24,264.29,255.61,265.16,266.03,262.98,257.77,266.03,269.53,266.9,256.04,,14,968,28,14.91,
30.01.19 18:54:54,46.67,256.47,258.64,260.81,257.77,259.94,260.81,263.41,260.81,266.9,263.85,263.41,261.24,260.81,262.54,263.41,254.31,263.41,266.03,262.98,256.47,265.59,269.53,266.9,257.34,,14,968,28,14.9,
30.01.19 18:55:09,46.92,256.9,259.07,261.67,257.34,259.94,260.37,262.98,260.37,267.34,264.29,262.98,261.67,259.5,262.11,262.98,255.18,266.03,266.03,262.98,257.77,264.72,273.04,267.78,258.64,,14,968,28,14.89,
30.01.19 18:55:24,47.17,256.9,258.64,262.11,257.34,259.5,259.94,262.98,260.81,266.47,263.85,263.41,261.24,259.07,262.11,263.41,255.61,265.16,266.47,262.11,257.34,267.34,272.16,267.78,255.61,,14,968,28,14.89,
30.01.19 18:55:39,47.42,256.47,259.07,261.67,257.34,260.37,259.94,262.98,259.94,268.22,263.85,262.54,261.24,259.94,262.54,263.41,254.74,264.72,265.16,263.41,257.34,268.22,272.16,268.65,259.94,,14,968,28,14.89,
30.01.19 18:55:54,47.67,256.04,257.77,260.81,257.34,259.94,259.5,262.11,260.37,266.9,262.54,262.98,261.67,259.94,260.81,263.41,255.61,264.72,265.59,261.24,256.04,266.9,270.41,267.78,259.5,,14,968,28,14.89,
30.01.19 18:56:09,47.92,257.34,258.64,261.24,257.34,259.94,260.37,262.54,260.37,267.34,263.41,262.98,261.24,259.07,260.81,263.85,254.74,264.29,265.16,263.41,257.34,264.72,269.97,267.34,257.77,,14,968,28,14.88,
30.01.19 18:56:24,48.17,256.47,258.64,261.24,256.9,259.94,259.94,262.11,260.37,266.9,263.85,262.54,260.81,260.37,262.11,262.54,255.18,264.29,265.16,262.54,257.34,268.22,271.72,268.22,256.47,,14,968,28,14.88,
30.01.19 18:56:39,48.42,257.34,258.64,261.24,257.34,260.37,259.94,262.11,259.94,266.9,262.98,262.98,262.11,259.07,260.81,263.41,256.04,265.16,266.03,262.54,258.2,266.47,270.84,267.78,255.61,,14,968,28,14.88,
30.01.19 18:56:54,48.67,256.9,257.34,260.81,257.34,260.37,259.94,262.11,260.81,266.47,263.41,262.98,261.67,260.37,262.11,262.54,254.31,265.16,265.59,262.98,256.9,265.59,269.53,268.65,259.5,,14,968,28,14.88,
30.01.19 18:57:09,48.92,256.47,258.64,260.81,256.9,259.07,260.37,262.11,259.94,266.03,262.98,262.11,261.67,259.5,261.67,263.41,255.18,263.41,264.72,263.85,257.34,264.29,270.84,269.09,257.77,,14,968,28,14.88,
30.01.19 18:57:24,49.17,256.9,258.64,261.24,257.34,259.5,259.94,262.11,260.81,266.9,263.85,261.67,261.24,260.37,261.67,263.85,255.61,264.72,265.16,261.24,256.47,265.16,270.41,267.34,257.77,,14,968,28,14.88,
30.01.19 18:57:39,49.42,256.47,257.77,260.81,256.9,258.64,259.94,262.11,260.37,266.9,262.98,262.54,260.81,259.94,261.67,262.11,254.74,264.72,266.03,263.85,257.34,265.59,269.09,268.65,256.9,,14,968,28,14.86,
30.01.19 18:57:54,49.67,256.47,258.2,260.81,256.9,259.07,259.94,262.11,259.5,267.34,262.54,262.54,261.67,259.5,260.37,262.54,254.31,265.16,265.59,261.67,256.04,263.41,271.28,266.9,256.47,,14,968,28,14.86,
30.01.19 18:58:09,49.92,256.47,258.2,261.24,257.34,259.07,259.94,262.54,260.37,266.47,262.98,262.11,260.81,259.94,261.67,262.54,254.31,265.16,264.72,262.11,256.47,265.16,271.28,266.47,256.9,,14,968,28,14.86,
30.01.19 18:58:24,50.17,256.47,258.2,260.81,256.9,259.5,260.37,261.67,260.37,266.03,262.54,262.54,261.24,259.5,261.67,262.54,255.18,264.29,265.16,262.54,256.9,264.72,270.41,267.78,258.64,,14,968,28,14.86,
30.01.19 18:58:39,50.42,256.9,258.2,260.37,256.47,259.5,259.94,262.54,259.5,266.47,262.98,261.67,261.24,259.07,261.67,262.54,254.74,263.85,264.29,260.81,256.04,263.41,269.09,266.47,258.2,,14,968,28,14.86,
30.01.19 18:58:54,50.67,256.04,257.77,260.81,256.9,258.64,259.5,261.67,260.37,266.9,262.98,262.11,260.37,259.07,260.37,262.98,255.18,262.98,264.29,262.11,255.18,263.41,268.22,266.03,257.77,,14,968,28,14.86,
30.01.19 18:59:09,50.92,256.47,259.07,260.81,256.9,259.94,259.94,261.67,260.37,265.59,262.98,262.11,260.81,259.94,260.81,263.41,255.61,264.72,264.29,261.24,255.61,266.9,270.41,269.53,256.47,,14,968,28,14.86,
30.01.19 18:59:24,51.17,256.04,258.2,260.37,256.9,259.5,259.5,262.11,259.94,266.03,262.54,261.24,260.81,258.64,260.37,262.98,253.02,263.85,265.59,261.67,256.04,266.03,270.84,267.34,257.77,,14,968,28,14.84,
30.01.19 18:59:39,51.42,256.47,257.77,261.24,257.34,258.64,259.94,262.11,260.37,266.03,262.98,262.54,260.81,259.07,262.11,263.41,255.18,263.85,265.59,262.54,256.9,265.16,269.97,267.78,258.64,,14,968,28,14.86,
30.01.19 18:59:54,51.67,256.47,258.64,261.24,256.47,259.5,259.94,262.11,259.5,266.9,262.54,262.11,260.37,259.07,261.24,262.98,254.74,264.29,265.16,262.11,257.34,265.16,271.72,269.53,258.2,,14,968,28,14.84,
30.01.19 19:00:09,51.92,256.47,257.77,260.81,256.9,258.64,259.5,261.67,259.94,266.03,262.98,262.54,260.37,260.81,260.37,262.98,254.74,263.41,264.72,261.24,256.9,266.47,271.28,266.9,256.04,,14,968,28,14.86,
30.01.19 19:00:24,52.17,256.47,258.64,261.24,256.47,259.5,260.81,260.81,260.37,266.9,262.98,262.11,260.37,259.07,262.11,262.98,254.74,265.59,265.16,262.98,256.47,264.29,271.72,267.78,257.34,,14,968,28,14.84,
30.01.19 19:00:39,52.42,255.61,258.2,259.94,256.47,259.5,259.5,261.24,259.94,265.59,262.11,262.11,260.81,259.07,261.67,262.98,253.02,263.85,265.16,262.11,256.47,266.03,269.97,267.34,255.18,,14,968,28,14.84,
