Sample.ID,TA,Mass
20190128_6B,2031.958384,60.8189
20190127_T0,2015.291118,60.8327
20190127_T1,2010.138427,60.7019
20190127_T2,2010.038865,60.3964
20190126_T1,2008.532519,60.5162
20190126_T2,2013.738441,60.3032
20190126_T3,2011.273353,60.3641
