sample,mass,salinity,Sample.ID,Type, Notes
20190203_JUNK,59.0504,28,JUNK,JUNK,
20190203_CRM1,59.1301,33.782,CRM1,CRM,Bottle #178-1094
20190203_CRM2,59.293,33.782,CRM2,CRM,Bottle #178-1094
