Measurement Name :,20190406_resp_3_T3,,Generated On :,"06/04/2019, 18:42:35",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
Start Date/Time:,"06/04/2019, 17:50:55",,,,,,Batch No.:  ,PSt5-1814-01,,,,,,,,,,,,,,,,,,,,,,,
End Date/Time:,"06/04/2019, 18:42:24",,,,,,O2_cal0 [°],54.84,,,,,,,,,,,,,,,,,,,,,,,
User Comment :,0,,Meas. Created By :,admin,,,O2_cal2nd [°],47.47,,,,,,,,,,,,,,,,,,,,,,,
SDR Serial No. :,S-710,,,,,,O2_T0 [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
Parameter :,Oxygen [cO2 [µmol/L]],,,,,,O2_T2nd [°C],22.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_patm [mbar],968,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,O2_2nd [% a.s.],100,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
06.04.19 17:50:57,0.03,273.32,276.91,278.26,283.22,276.46,281.41,285.48,284.58,286.39,277.36,283.67,280.51,280.96,276.46,285.93,271.98,279.61,285.48,285.03,267.08,276.91,279.16,277.81,266.19,,13,968,29,14.73,
06.04.19 17:51:12,0.28,270.2,274.22,276.01,279.61,273.77,279.16,283.22,281.86,283.22,275.57,281.86,278.26,277.81,274.67,284.12,269.3,276.46,283.22,282.32,264.41,274.22,276.46,275.57,263.08,,13,968,29,14.93,
06.04.19 17:51:27,0.53,267.08,271.98,274.67,277.81,271.54,277.81,280.96,279.61,280.96,274.22,280.51,276.46,276.01,272.88,282.32,267.08,274.67,280.96,280.06,262.19,271.98,274.67,272.88,260.42,,13,968,29,15.07,
06.04.19 17:51:42,0.78,265.3,270.2,273.32,276.46,269.75,276.46,280.51,277.81,279.61,272.88,278.71,274.22,273.77,271.98,280.96,266.19,272.88,280.06,278.26,259.98,270.2,273.32,271.09,259.1,,13,968,29,15.14,
06.04.19 17:51:57,1.03,263.08,268.86,271.54,274.67,267.97,274.67,279.16,276.01,277.36,271.09,277.81,272.88,271.98,270.2,279.61,264.85,271.09,278.26,276.91,258.22,268.41,271.09,269.75,257.78,,13,968,29,15.2,
06.04.19 17:52:12,1.28,261.31,267.52,270.64,272.88,266.63,273.77,278.26,274.67,275.57,270.2,276.91,271.98,271.09,269.3,278.26,263.08,269.75,277.36,276.01,257.33,267.08,270.2,268.86,256.01,,13,968,29,15.27,
06.04.19 17:52:27,1.53,259.98,266.63,269.75,272.43,265.3,271.98,276.91,273.32,274.67,269.3,275.12,270.64,269.3,268.41,277.36,262.19,268.41,276.01,274.67,256.01,265.3,269.3,267.08,255.13,,13,968,29,15.32,
06.04.19 17:52:42,1.78,259.1,265.74,268.41,270.64,264.41,271.54,276.46,271.98,272.88,268.41,274.67,269.75,267.52,267.08,276.46,260.87,267.08,275.12,272.88,254.25,264.85,268.41,265.74,254.69,,13,968,29,15.34,
06.04.19 17:52:57,2.03,257.78,264.85,268.41,270.2,263.52,271.09,275.12,271.09,271.98,267.97,274.22,268.86,267.08,266.63,275.57,260.42,266.19,274.67,272.43,253.38,264.41,267.08,264.85,253.81,,13,968,29,15.38,
06.04.19 17:53:12,2.28,257.33,263.52,267.97,269.3,262.64,270.2,274.67,269.75,270.64,267.52,273.32,267.97,266.19,265.74,274.67,259.98,265.74,273.77,271.54,252.94,263.52,267.08,264.41,252.94,,13,968,29,15.4,
06.04.19 17:53:27,2.53,256.01,263.52,266.63,268.41,261.31,268.86,273.77,268.86,269.3,266.19,271.98,267.08,264.85,264.85,273.77,259.54,264.85,272.43,270.2,252.06,262.64,265.74,263.52,252.06,,13,968,29,15.43,
06.04.19 17:53:42,2.78,255.13,262.64,266.63,267.97,260.87,268.41,273.32,267.97,268.86,265.3,271.54,266.63,264.41,264.85,273.32,258.66,263.97,272.43,269.75,251.18,261.75,265.3,263.08,252.06,,13,968,29,15.43,
06.04.19 17:53:57,3.03,254.69,262.64,266.19,267.52,260.42,267.52,272.43,267.52,268.41,265.3,271.09,266.19,263.52,263.97,271.98,258.22,263.52,271.98,269.3,251.18,261.75,264.85,262.19,251.62,,13,968,29,15.45,
06.04.19 17:54:12,3.28,253.38,261.75,265.74,267.08,259.1,267.08,271.54,266.19,267.52,263.97,269.75,265.3,262.64,263.08,271.54,257.33,262.64,271.09,268.41,249.87,260.87,264.41,261.75,251.18,,13,968,29,15.47,
06.04.19 17:54:27,3.53,252.94,261.75,265.3,266.63,259.1,266.63,271.54,265.74,266.63,263.97,269.3,265.3,262.19,262.64,271.09,256.89,262.64,270.64,268.41,249.87,260.42,263.97,261.31,250.74,,13,968,29,15.5,
06.04.19 17:54:42,3.78,252.94,260.87,264.85,266.19,258.66,266.19,270.64,265.74,266.63,263.08,269.75,264.41,261.75,262.64,271.09,256.89,261.75,270.2,267.08,249.43,259.98,263.52,260.87,250.74,,13,968,29,15.5,
06.04.19 17:54:57,4.03,252.06,260.87,264.41,265.74,258.22,265.74,270.64,264.41,265.3,263.08,268.41,263.97,261.31,262.19,270.64,256.01,261.31,269.75,266.63,248.56,259.54,263.08,260.42,250.31,,13,968,29,15.52,
06.04.19 17:55:12,4.28,252.06,260.87,264.41,265.3,257.78,264.85,270.2,263.97,265.3,262.19,267.97,263.52,260.42,261.75,269.75,256.01,260.42,269.3,266.63,248.12,259.1,263.08,259.98,249.87,,13,968,29,15.52,
06.04.19 17:55:27,4.53,252.06,260.87,264.85,265.3,257.33,265.3,270.64,263.97,264.85,262.19,267.97,263.52,260.42,261.31,269.3,256.01,260.42,268.41,265.74,248.56,259.1,263.08,259.98,249.43,,13,968,29,15.54,
