Measurement Name :,20190402_resp_2_T2,,Generated On :,"02/04/2019, 16:13:53",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
02.04.19 15:46:17,11.55,275.57,274.67,277.81,277.36,276.46,279.16,272.43,276.01,279.61,277.36,269.75,272.88,272.43,278.26,275.57,267.08,270.64,278.26,278.26,263.97,268.86,274.22,275.57,259.98,,13,968,29,15.61,
02.04.19 15:46:33,11.82,275.57,275.57,278.26,277.36,275.57,279.16,271.98,275.57,278.71,276.46,268.86,272.43,271.98,278.26,275.12,266.63,270.2,277.81,277.81,263.97,268.86,274.22,275.12,259.98,,13,968,29,15.61,
02.04.19 15:46:48,12.07,274.67,274.22,277.81,276.46,275.12,278.71,271.54,275.12,279.16,276.46,269.3,272.43,271.98,278.26,274.67,265.74,269.75,277.81,277.36,263.08,268.41,273.32,275.12,259.54,,13,968,29,15.61,
02.04.19 15:47:03,12.32,275.57,274.67,278.26,276.91,275.12,279.61,271.98,275.12,279.16,276.91,269.3,272.88,271.98,278.26,274.67,266.63,269.75,277.81,278.26,263.52,268.41,273.77,275.12,259.98,,13,968,29,15.61,
02.04.19 15:47:18,12.57,274.67,274.67,278.26,276.01,275.12,278.71,271.09,275.12,278.26,276.46,268.41,272.43,271.09,277.36,273.77,265.74,269.75,277.36,277.36,263.08,268.41,273.32,274.22,259.54,,13,968,29,15.61,
02.04.19 15:47:33,12.82,274.22,274.22,277.81,276.46,275.12,278.26,271.54,274.67,278.26,276.46,268.41,272.43,271.54,276.91,274.22,265.74,269.75,277.36,277.81,263.08,268.41,272.88,274.67,259.54,,13,968,29,15.59,
02.04.19 15:47:48,13.07,274.67,275.12,277.81,276.91,274.67,278.71,271.09,274.67,279.16,276.01,268.41,272.43,271.54,277.36,274.22,266.19,269.75,276.91,278.26,263.08,268.41,273.32,274.67,259.54,,13,968,29,15.61,
02.04.19 15:48:03,13.32,274.22,274.22,277.81,276.01,274.67,278.26,270.2,274.22,278.26,275.57,267.52,271.54,271.09,276.91,274.22,265.3,269.3,276.91,277.36,262.64,267.97,272.43,274.22,258.66,,13,968,29,15.61,
02.04.19 15:48:18,13.57,274.67,274.67,277.81,276.01,274.67,277.81,270.64,274.22,278.71,275.57,267.97,271.98,271.09,276.91,273.77,265.3,269.3,276.91,277.36,263.08,267.52,272.88,274.22,259.1,,13,968,29,15.59,
02.04.19 15:48:33,13.82,274.22,274.22,277.36,276.01,274.67,277.36,270.2,274.22,278.26,276.01,267.52,271.54,270.64,276.91,273.77,265.74,269.3,276.91,277.36,262.64,267.97,272.43,274.22,258.66,,13,968,29,15.59,
02.04.19 15:48:48,14.07,274.67,274.67,277.36,276.46,275.12,278.26,270.64,274.67,278.71,276.01,267.52,272.43,271.09,277.36,273.77,266.19,269.75,276.91,277.36,262.64,267.97,272.88,274.22,259.1,,13,968,29,15.59,
02.04.19 15:49:03,14.32,274.67,274.67,278.26,276.01,274.67,277.81,270.64,274.22,278.26,275.57,267.52,271.98,270.64,276.91,273.77,265.74,269.3,276.91,277.81,262.64,267.97,272.88,274.67,258.66,,13,968,29,15.59,
02.04.19 15:49:18,14.57,274.22,274.22,276.91,275.57,274.22,277.81,270.2,274.22,277.81,275.57,267.08,271.54,270.2,276.46,272.88,264.85,268.86,276.46,276.46,262.19,267.52,272.43,273.32,258.66,,13,968,29,15.59,
02.04.19 15:49:33,14.82,274.67,273.77,276.91,276.01,273.77,277.36,270.2,274.22,277.36,275.12,266.63,271.54,270.2,276.46,273.77,265.3,269.3,276.46,276.91,262.19,267.52,272.43,273.77,258.66,,13,968,29,15.57,
02.04.19 15:49:48,15.07,274.67,274.22,276.91,276.01,274.67,277.81,270.64,274.67,277.81,275.57,267.08,271.98,270.64,276.91,273.32,265.3,269.3,276.46,277.36,262.64,267.97,272.43,273.77,258.66,,13,968,29,15.57,
02.04.19 15:50:03,15.32,274.22,273.32,277.36,275.57,274.22,276.91,269.75,273.77,277.36,274.67,266.63,271.54,269.75,276.01,272.88,265.3,268.41,276.01,276.46,261.75,267.97,271.54,273.32,258.22,,13,968,29,15.57,
02.04.19 15:50:18,15.57,273.77,273.77,276.46,275.12,273.32,276.91,269.75,273.32,277.36,274.67,266.19,271.09,269.75,276.01,272.88,264.85,268.41,276.01,276.46,261.75,267.08,271.54,272.88,258.22,,13,968,29,15.59,
02.04.19 15:50:33,15.82,273.32,272.88,276.46,275.57,273.77,277.36,269.3,274.22,277.81,275.12,266.19,270.64,269.75,276.01,272.43,264.85,268.41,275.57,276.01,261.31,266.63,271.54,273.32,257.78,,13,968,29,15.56,
02.04.19 15:50:48,16.07,273.77,272.88,276.46,274.67,273.32,276.46,269.3,273.32,276.46,274.22,265.74,270.64,269.3,275.57,271.54,264.85,267.97,276.01,276.01,261.31,266.63,271.54,272.88,257.78,,13,968,29,15.57,
02.04.19 15:51:03,16.32,273.32,273.32,276.91,275.57,273.32,277.36,269.3,273.32,276.91,274.67,266.19,271.09,269.75,276.46,271.98,265.3,267.97,275.57,276.01,261.75,266.63,271.54,273.32,258.22,,13,968,29,15.57,
02.04.19 15:51:18,16.57,272.88,271.98,276.01,274.67,272.43,276.46,268.86,273.32,277.36,273.77,265.74,270.64,269.3,275.57,271.98,264.41,267.97,275.57,275.57,261.31,266.63,271.09,272.88,257.33,,13,968,29,15.56,
02.04.19 15:51:33,16.82,274.22,272.88,276.01,274.67,272.88,276.46,268.41,272.88,276.91,273.77,265.3,270.64,268.86,275.57,271.98,264.85,267.97,275.12,275.57,260.87,266.19,271.09,272.43,257.33,,13,968,29,15.56,
02.04.19 15:51:48,17.07,273.32,273.32,276.46,275.12,272.88,276.46,267.97,273.32,277.36,274.22,265.74,270.64,269.75,276.01,271.98,264.85,268.41,275.12,276.01,261.31,266.63,271.54,272.88,257.78,,13,968,29,15.56,
02.04.19 15:52:03,17.32,273.77,273.32,276.91,275.12,272.43,276.91,268.86,272.88,276.46,274.22,265.3,270.64,269.3,275.57,271.98,263.97,268.41,275.57,275.57,261.31,266.63,271.54,272.43,257.78,,13,968,29,15.56,
02.04.19 15:52:18,17.57,273.32,271.98,276.01,274.67,272.88,276.46,268.41,273.32,276.91,273.77,264.85,270.2,268.86,275.57,271.98,263.52,267.97,275.12,276.01,261.31,266.63,271.09,272.88,256.89,,13,968,29,15.54,
02.04.19 15:52:33,17.82,273.32,273.32,276.91,275.12,273.32,276.46,268.86,273.32,276.91,273.77,265.3,270.64,268.86,275.57,271.98,264.85,268.41,275.12,275.57,261.31,266.63,271.54,272.43,257.33,,13,968,29,15.54,
02.04.19 15:52:48,18.07,272.88,272.43,276.01,273.77,271.54,276.01,267.52,272.88,276.46,273.32,263.97,270.2,268.86,274.67,271.09,263.97,267.52,274.67,274.67,260.42,265.3,270.64,271.98,256.89,,13,968,29,15.54,
02.04.19 15:53:03,18.32,272.88,272.43,276.01,273.77,272.43,276.01,267.52,272.88,276.46,273.32,264.41,270.2,268.41,274.67,271.54,263.52,267.08,274.67,275.12,260.42,266.19,270.2,271.98,257.33,,13,968,29,15.54,
02.04.19 15:53:18,18.57,272.88,271.98,275.12,273.32,271.98,275.57,267.08,271.98,276.01,272.88,263.97,269.3,267.52,274.22,270.2,263.52,267.08,274.22,274.22,260.42,265.3,269.75,271.98,256.45,,13,968,29,15.52,
02.04.19 15:53:33,18.82,272.88,271.09,275.12,273.32,271.54,276.01,267.97,272.43,276.01,272.43,263.52,269.75,268.41,274.67,270.64,263.52,267.52,274.22,274.67,260.42,265.74,270.2,271.54,256.89,,13,968,29,15.52,
02.04.19 15:53:48,19.07,272.88,271.98,276.01,273.77,271.09,275.57,267.08,272.43,276.01,272.88,263.52,269.75,267.97,274.67,270.64,263.52,267.08,274.67,274.67,259.98,265.74,270.2,271.09,256.89,,13,968,29,15.52,
02.04.19 15:54:03,19.32,272.43,271.98,275.12,273.77,271.54,275.57,267.97,272.43,275.57,272.43,263.52,269.75,267.97,274.67,270.2,263.52,267.08,274.22,274.67,260.42,265.74,270.2,271.54,256.89,,13,968,29,15.5,
02.04.19 15:54:18,19.57,273.32,271.98,276.01,274.22,272.43,276.46,267.52,271.98,276.01,272.88,263.97,269.75,268.41,274.67,271.09,263.97,267.08,274.67,275.12,260.42,266.19,270.64,271.98,256.45,,13,968,29,15.5,
02.04.19 15:54:33,19.82,271.54,271.98,274.67,273.77,271.54,275.12,267.08,271.09,275.12,271.98,263.08,269.75,267.97,273.77,270.64,262.64,266.63,274.22,274.22,259.54,265.3,269.3,270.64,256.45,,13,968,29,15.5,
02.04.19 15:54:48,20.07,272.43,271.54,275.57,273.77,271.09,274.67,267.08,272.43,275.57,271.98,263.08,269.3,267.52,274.22,270.2,263.08,266.63,273.77,273.77,259.98,264.85,270.2,270.64,256.45,,13,968,29,15.5,
02.04.19 15:55:03,20.32,272.43,271.54,275.12,273.32,271.54,274.67,267.08,271.54,275.12,271.98,263.52,269.3,267.08,273.77,270.2,262.64,266.63,273.77,273.77,259.54,265.3,269.75,271.09,256.45,,13,968,29,15.5,
02.04.19 15:55:18,20.57,272.43,271.54,275.57,273.32,271.09,275.12,266.63,271.98,276.01,271.98,263.08,269.3,267.97,274.22,269.75,263.08,267.08,273.77,274.22,259.54,265.3,269.75,271.09,256.45,,13,968,29,15.48,
02.04.19 15:55:33,20.82,272.43,271.09,274.22,273.32,271.09,274.67,265.74,271.54,274.67,271.98,262.64,268.86,267.08,273.77,269.75,263.08,266.63,273.77,273.32,259.1,264.85,269.3,271.09,255.57,,13,968,29,15.47,
02.04.19 15:55:48,21.07,271.98,271.54,274.67,273.77,271.09,274.67,267.08,271.98,275.12,272.43,263.08,269.3,267.52,273.77,270.2,263.52,266.63,273.32,273.77,259.54,265.3,269.75,271.09,256.01,,13,968,29,15.47,
02.04.19 15:56:03,21.32,271.98,271.09,274.22,272.43,271.09,274.22,264.85,271.09,274.67,271.54,261.75,267.97,266.63,273.77,269.3,262.19,266.19,273.32,273.32,259.54,264.41,268.86,270.2,255.13,,13,968,29,15.47,
02.04.19 15:56:19,21.58,272.43,270.64,274.67,273.32,270.64,275.12,266.19,271.54,274.67,271.54,262.64,268.86,267.08,273.77,269.75,262.64,266.19,273.32,273.77,259.54,264.41,269.3,270.64,255.57,,13,968,29,15.47,
02.04.19 15:56:34,21.83,271.98,270.64,274.22,272.88,270.2,274.67,265.74,271.09,275.12,271.54,261.75,268.41,266.63,273.32,269.3,262.19,265.74,272.88,272.88,259.1,264.41,269.3,270.64,255.57,,13,968,29,15.45,
02.04.19 15:56:49,22.08,271.98,270.64,275.12,272.88,271.09,274.22,266.19,271.54,275.12,271.54,262.19,268.41,266.63,273.32,269.3,262.64,266.19,272.88,273.32,259.54,263.97,269.3,270.2,255.57,,13,968,29,15.45,
02.04.19 15:57:04,22.33,272.43,271.09,274.67,272.88,270.64,274.22,266.19,271.09,275.12,271.54,261.75,267.97,266.63,273.32,268.86,262.64,266.19,272.88,272.88,258.66,264.41,269.3,270.2,256.01,,13,968,29,15.45,
02.04.19 15:57:19,22.58,271.98,271.09,274.22,272.88,270.2,274.22,265.3,271.09,274.22,271.54,261.31,268.41,266.63,273.32,268.86,262.19,265.3,272.43,272.88,258.66,263.97,268.41,270.2,255.13,,13,968,29,15.45,
02.04.19 15:57:34,22.83,272.43,270.64,274.67,272.88,270.2,274.22,265.3,271.09,274.22,271.09,261.31,267.97,266.63,272.88,268.86,262.64,265.74,272.43,272.88,258.66,264.41,268.41,269.75,255.13,,13,968,29,15.45,
02.04.19 15:57:49,23.08,271.54,270.2,273.32,271.98,269.3,273.32,264.85,270.2,273.77,270.2,260.42,267.52,265.74,272.43,267.97,261.75,265.74,271.98,272.43,258.22,263.97,267.97,269.75,254.69,,13,968,29,15.43,
02.04.19 15:58:04,23.33,271.09,270.2,273.77,272.43,270.2,274.22,264.85,270.64,274.67,270.64,261.31,267.97,266.19,272.88,267.97,261.75,265.3,272.43,272.43,258.22,264.41,268.86,270.2,255.13,,13,968,29,15.43,
02.04.19 15:58:19,23.58,271.09,270.2,273.77,272.43,269.3,273.77,264.85,270.2,274.22,270.2,260.42,267.52,265.74,272.43,268.41,261.31,265.3,271.98,272.43,258.22,263.52,267.97,269.75,254.25,,13,968,29,15.43,
02.04.19 15:58:34,23.83,271.54,270.2,273.32,272.43,269.75,273.77,264.85,270.64,274.22,270.64,260.42,267.97,266.19,272.88,268.41,262.19,265.3,271.98,272.43,258.66,263.52,268.41,269.75,254.69,,13,968,29,15.41,
02.04.19 15:58:49,24.08,271.09,270.2,273.32,272.43,269.75,273.77,264.41,270.2,273.77,270.2,260.42,267.52,265.74,272.43,268.41,261.75,265.3,271.98,271.98,257.78,263.52,267.97,269.3,254.69,,13,968,29,15.41,
02.04.19 15:59:04,24.33,271.54,270.2,273.77,272.43,269.75,273.77,264.41,271.09,274.22,270.64,260.42,267.97,266.19,272.88,268.41,261.75,265.3,271.98,271.98,257.78,263.97,267.97,269.3,254.69,,13,968,29,15.4,
02.04.19 15:59:19,24.58,270.64,268.86,272.88,271.09,268.41,272.88,263.97,268.86,273.32,270.2,259.98,267.08,264.85,271.98,267.52,260.87,264.85,271.54,271.09,257.33,263.08,267.52,268.41,254.25,,13,968,29,15.39,
02.04.19 15:59:34,24.83,270.64,269.3,272.88,271.54,268.86,272.43,263.52,268.86,272.88,269.75,259.54,266.63,264.85,271.98,267.52,261.31,264.41,271.09,270.64,257.33,263.08,267.52,268.41,253.81,,13,968,29,15.39,
