Measurement Name :,20190325_resp_1_T0,,Generated On :,"25/03/2019, 14:30:35",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.03.19 14:09:52,8.07,267.68,274.08,273.16,281.9,276.83,280.05,281.9,283.75,277.29,281.9,286.99,282.36,278.67,280.98,283.29,274.99,270.87,282.82,291.18,272.7,273.16,279.13,286.06,273.16,,12,968,29,14.57,
25.03.19 14:10:07,8.32,267.22,274.08,272.7,282.36,276.37,280.05,282.36,283.75,276.83,281.44,286.99,282.36,278.67,281.44,283.75,274.53,270.41,283.29,291.18,272.7,273.62,279.13,285.6,273.62,,12,968,29,14.59,
25.03.19 14:10:22,8.57,266.77,273.16,272.7,281.44,275.91,279.13,281.9,283.75,276.37,281.44,286.53,281.9,278.67,280.51,283.29,274.08,270.41,282.36,290.71,272.24,272.7,278.21,285.14,272.7,,12,968,29,14.57,
25.03.19 14:10:37,8.82,267.22,273.16,272.24,280.98,275.91,279.13,281.9,283.29,276.37,280.98,286.06,281.9,278.67,280.51,282.82,274.08,269.96,282.36,290.71,272.24,272.7,277.75,285.14,272.7,,12,968,29,14.57,
25.03.19 14:10:52,9.07,266.77,272.7,272.24,281.9,275.45,279.13,281.44,282.82,275.91,280.98,286.06,281.44,277.75,280.05,282.82,273.62,269.5,282.36,290.24,271.79,272.7,277.75,285.14,272.7,,12,968,29,14.59,
25.03.19 14:11:07,9.32,266.77,273.16,272.24,281.9,275.45,279.13,281.9,283.29,276.37,280.98,286.06,281.44,278.21,280.05,282.82,274.08,269.96,282.36,290.24,271.79,272.7,278.21,285.6,272.7,,12,968,29,14.59,
25.03.19 14:11:22,9.57,266.31,273.16,271.79,281.44,275.45,278.21,280.98,283.29,275.91,280.51,285.6,280.98,277.75,280.05,282.82,274.08,269.96,282.36,289.78,272.24,272.24,277.75,285.14,272.7,,12,968,29,14.59,
25.03.19 14:11:37,9.82,266.31,273.16,271.79,280.98,274.99,278.21,281.44,282.82,275.45,280.51,285.6,280.51,277.75,279.59,282.82,273.16,269.5,281.9,289.78,271.79,272.24,277.75,284.67,272.7,,12,968,29,14.59,
25.03.19 14:11:52,10.07,265.85,273.16,271.79,280.98,274.53,278.21,280.98,282.36,275.45,280.51,286.06,280.98,277.29,279.59,282.82,273.62,269.04,281.9,290.24,271.79,271.79,277.29,285.14,272.24,,12,968,29,14.59,
25.03.19 14:12:07,10.32,266.31,273.16,271.79,281.44,275.45,278.21,281.44,283.29,275.91,280.98,285.6,281.44,277.75,279.59,283.29,273.62,269.5,281.9,289.78,271.79,272.24,277.29,285.14,272.7,,12,968,29,14.59,
25.03.19 14:12:22,10.57,265.85,272.7,271.33,280.98,274.53,277.75,280.51,282.82,275.45,280.51,285.6,280.98,276.83,278.67,282.36,273.16,269.04,281.44,289.31,271.33,271.79,276.83,284.67,271.79,,12,968,29,14.59,
25.03.19 14:12:37,10.82,265.4,272.24,271.33,280.98,274.53,277.75,280.98,282.82,274.99,280.51,285.14,280.98,276.83,278.67,282.36,273.62,269.5,281.44,288.85,270.87,271.79,276.83,284.21,272.24,,12,968,29,14.59,
25.03.19 14:12:52,11.07,266.31,272.7,271.33,280.98,274.53,278.21,280.98,282.82,274.99,280.51,285.6,280.51,276.83,279.13,282.82,273.16,269.5,281.44,289.31,271.79,271.79,276.83,284.67,271.79,,12,968,29,14.57,
25.03.19 14:13:07,11.32,265.4,272.24,270.87,280.51,274.08,277.75,280.51,282.36,274.53,279.59,285.14,280.51,276.37,278.67,282.36,273.62,269.04,281.44,288.85,271.79,271.33,276.37,283.75,271.79,,12,968,29,14.57,
25.03.19 14:13:22,11.57,265.4,271.33,270.87,280.98,274.08,277.75,280.05,282.82,274.53,279.59,284.67,280.05,275.91,278.21,282.36,273.16,268.59,280.98,289.31,271.33,271.33,275.91,284.21,271.79,,12,968,29,14.59,
25.03.19 14:13:37,11.82,264.95,271.33,270.87,280.05,273.16,277.29,280.05,281.9,274.08,278.67,284.21,279.59,275.91,278.21,281.9,272.7,268.13,280.05,288.38,270.41,270.87,275.45,283.75,271.33,,12,968,29,14.57,
25.03.19 14:13:52,12.07,264.95,270.87,270.41,280.51,273.62,276.83,279.59,281.9,274.08,279.13,284.67,279.59,275.91,277.75,281.9,272.7,268.59,280.05,288.38,270.41,271.33,275.45,283.29,271.33,,12,968,29,14.59,
25.03.19 14:14:07,12.32,264.95,271.33,270.41,280.51,273.62,277.29,279.59,281.9,274.08,279.13,284.21,279.13,275.45,278.21,281.9,272.24,268.13,280.51,288.85,270.87,270.41,275.91,283.75,271.33,,12,968,29,14.57,
25.03.19 14:14:23,12.58,264.95,271.79,270.41,280.51,273.16,276.83,279.59,281.9,274.08,279.13,284.21,279.13,275.91,278.21,281.9,272.7,268.59,280.05,288.38,270.87,271.33,275.91,283.29,271.79,,12,968,29,14.57,
25.03.19 14:14:38,12.83,264.95,271.79,270.41,280.05,273.62,276.83,280.51,281.44,274.08,278.67,284.21,279.59,275.91,278.21,281.9,273.16,268.13,280.51,288.38,270.87,270.41,275.91,283.75,271.33,,12,968,29,14.59,
25.03.19 14:14:53,13.08,264.95,271.79,270.41,280.05,273.16,276.37,279.59,281.44,273.62,278.67,284.21,279.59,275.45,277.75,281.9,272.7,268.13,280.05,288.38,270.41,270.41,274.99,283.75,271.33,,12,968,29,14.57,
25.03.19 14:15:08,13.33,264.04,270.87,269.96,279.59,272.7,276.37,278.67,281.44,273.62,278.67,283.75,279.13,274.99,277.29,281.44,272.24,268.13,279.59,287.92,270.41,270.41,274.99,283.29,270.87,,12,968,29,14.57,
25.03.19 14:15:23,13.58,264.49,271.33,269.96,280.05,272.7,276.83,279.13,281.44,273.16,278.67,283.75,279.13,274.99,276.83,281.44,272.7,267.68,280.05,287.92,270.41,270.41,274.53,283.29,270.87,,12,968,29,14.56,
25.03.19 14:15:38,13.83,264.04,270.87,269.96,280.05,272.24,275.91,279.13,281.44,273.62,278.67,284.21,279.13,274.53,276.83,281.9,272.7,268.13,280.05,287.92,269.96,270.41,274.99,283.75,271.33,,12,968,29,14.56,
25.03.19 14:15:53,14.08,264.04,271.33,269.96,280.05,272.7,275.91,279.59,281.44,273.62,278.21,283.75,279.13,274.99,277.29,281.44,272.7,267.68,279.59,287.92,270.41,270.41,274.99,283.75,271.33,,12,968,29,14.56,
25.03.19 14:16:08,14.33,264.04,270.87,269.96,280.05,272.7,276.37,279.13,281.44,273.16,278.67,283.29,279.13,274.53,277.29,281.44,272.24,267.68,279.59,287.92,270.41,270.41,274.99,283.75,271.79,,12,968,29,14.56,
25.03.19 14:16:23,14.58,264.04,270.87,269.04,280.05,271.79,275.91,279.13,281.44,273.16,278.21,283.29,278.67,274.53,276.83,281.44,272.24,267.68,279.59,287.92,270.41,269.96,274.08,283.29,271.33,,12,968,29,14.56,
25.03.19 14:16:38,14.83,264.04,270.87,269.5,280.05,272.24,276.37,278.67,281.44,272.7,277.75,283.29,279.13,274.53,277.29,281.44,272.7,267.68,279.59,287.92,270.41,269.96,274.99,283.29,270.41,,12,968,29,14.54,
25.03.19 14:16:53,15.08,263.58,270.41,269.5,280.05,272.24,275.91,278.67,281.44,273.16,278.21,283.75,278.67,274.53,276.83,280.98,272.24,267.68,279.59,287.92,270.41,269.96,274.08,283.29,271.33,,12,968,29,14.54,
25.03.19 14:17:08,15.33,263.13,269.96,269.04,279.59,271.79,275.45,278.67,280.98,272.7,277.75,282.82,278.21,274.08,276.37,280.98,271.79,267.68,278.67,286.99,269.96,269.96,274.08,282.36,270.41,,12,968,29,14.56,
25.03.19 14:17:23,15.58,263.58,270.87,269.5,279.59,271.33,275.45,278.21,280.98,272.7,277.75,283.75,278.67,274.08,276.37,280.98,272.24,267.68,279.13,287.46,269.5,269.96,274.08,282.82,270.87,,12,968,29,14.54,
25.03.19 14:17:38,15.83,263.58,270.87,269.5,280.05,271.79,275.91,279.13,280.98,273.16,278.21,283.75,278.67,274.53,276.37,281.44,272.24,267.68,279.13,287.92,270.41,270.41,274.53,283.75,270.87,,12,968,29,14.54,
25.03.19 14:17:53,16.08,263.13,269.96,269.04,279.59,271.33,274.99,278.21,280.98,272.24,277.75,282.82,278.21,274.08,276.37,280.98,271.79,267.22,278.67,287.46,269.5,269.5,273.62,282.82,270.87,,12,968,29,14.52,
25.03.19 14:18:08,16.33,263.13,270.41,268.59,279.13,270.41,274.53,278.21,280.05,271.79,277.29,282.82,278.21,273.16,275.91,280.98,271.33,267.22,278.67,286.99,269.5,269.5,273.16,282.36,270.41,,12,968,29,14.52,
25.03.19 14:18:23,16.58,263.58,270.87,269.04,279.59,271.33,274.99,278.67,280.51,272.24,277.29,283.29,278.67,273.62,276.37,280.98,271.79,267.22,278.67,287.46,269.5,269.96,274.08,282.82,270.41,,12,968,29,14.52,
25.03.19 14:18:38,16.83,263.13,269.96,268.59,279.13,270.41,274.53,277.75,280.51,271.79,276.83,282.82,277.75,273.62,275.91,280.98,271.79,266.77,278.21,286.53,269.5,269.5,273.62,282.82,270.41,,12,968,29,14.52,
25.03.19 14:18:53,17.08,262.67,269.96,268.59,279.13,270.41,274.99,278.21,280.05,271.79,276.37,282.82,278.21,273.62,275.45,280.51,271.33,266.77,278.67,286.99,269.5,269.5,273.62,282.36,270.41,,12,968,29,14.5,
25.03.19 14:19:08,17.33,262.67,270.41,268.59,279.13,271.33,274.99,278.21,280.51,271.79,277.29,282.82,278.21,273.16,275.45,280.51,272.24,266.77,278.21,286.99,269.5,269.5,273.62,282.82,270.41,,12,968,29,14.52,
25.03.19 14:19:23,17.58,262.67,269.96,267.68,279.13,270.41,274.99,277.29,280.05,271.79,276.83,282.36,277.75,272.7,275.45,280.51,271.79,267.22,278.21,286.53,269.5,269.04,273.62,281.9,269.96,,12,968,29,14.52,
25.03.19 14:19:38,17.83,262.67,269.96,268.59,279.13,270.41,274.53,277.75,280.05,271.79,276.83,282.36,277.75,272.7,275.45,280.05,271.33,266.77,278.21,286.53,269.5,269.04,272.7,282.36,269.96,,12,968,29,14.5,
25.03.19 14:19:53,18.08,261.77,269.96,268.13,278.67,270.41,274.08,277.29,279.59,270.87,276.37,281.9,277.29,272.24,274.99,280.05,270.87,266.31,277.75,286.06,268.59,268.13,272.24,282.36,269.5,,12,968,29,14.5,
25.03.19 14:20:08,18.33,262.22,269.96,268.13,278.67,270.41,274.53,277.29,280.05,271.33,276.37,282.36,277.75,272.7,275.45,280.05,271.33,266.77,278.21,286.53,269.04,269.5,273.16,282.36,270.41,,12,968,29,14.48,
25.03.19 14:20:23,18.58,262.22,269.96,268.13,279.13,270.41,274.53,277.29,280.05,271.79,276.83,281.9,277.75,272.7,274.99,280.05,270.87,266.31,278.21,286.53,269.04,268.59,272.7,281.9,269.96,,12,968,29,14.48,
25.03.19 14:20:38,18.83,262.22,269.04,268.13,279.13,270.41,274.08,276.83,279.59,271.33,276.83,282.36,277.29,272.24,274.08,280.05,270.87,266.31,277.75,286.06,269.04,268.13,272.7,281.9,269.96,,12,968,29,14.48,
25.03.19 14:20:53,19.08,262.22,269.04,267.68,278.67,269.5,273.62,276.83,279.59,270.87,276.37,281.44,277.75,272.24,274.53,279.59,270.87,266.31,277.29,286.06,269.5,268.59,272.24,281.9,269.5,,12,968,29,14.48,
25.03.19 14:21:08,19.33,261.77,269.04,267.68,278.67,269.96,274.08,276.83,279.59,270.87,275.91,281.9,277.75,271.79,274.53,279.59,270.87,265.85,277.29,285.6,269.04,268.13,272.24,281.9,269.5,,12,968,29,14.48,
25.03.19 14:21:23,19.58,262.22,269.04,267.68,278.21,269.5,273.62,277.29,279.59,270.41,275.91,282.36,277.29,272.24,274.08,280.05,270.41,266.31,277.75,285.6,269.04,268.13,272.7,281.9,269.5,,12,968,29,14.47,
25.03.19 14:21:38,19.83,261.77,269.04,267.22,278.67,269.5,273.16,276.37,279.13,270.41,275.45,281.44,276.83,271.79,274.08,279.59,270.87,265.85,277.29,285.6,268.59,268.13,272.24,280.98,269.04,,12,968,29,14.47,
25.03.19 14:21:53,20.08,261.31,269.04,267.22,278.67,269.5,273.16,276.83,279.59,270.41,275.91,281.9,277.29,271.79,274.08,280.05,270.87,266.31,277.75,285.6,268.59,268.13,272.24,281.9,269.5,,12,968,29,14.47,
25.03.19 14:22:08,20.33,261.31,268.13,267.22,278.21,269.04,273.62,276.83,279.13,270.41,275.91,281.44,276.83,271.33,273.62,279.59,270.41,265.85,276.83,285.6,268.59,268.13,271.79,281.44,269.5,,12,968,29,14.45,
25.03.19 14:22:23,20.58,260.86,268.59,266.77,278.67,269.04,273.62,276.37,279.13,270.87,275.91,281.44,276.83,270.87,273.62,279.59,270.41,265.85,276.83,286.06,268.59,268.13,271.79,281.44,269.5,,12,968,29,14.45,
25.03.19 14:22:38,20.83,260.86,269.04,267.22,278.21,269.04,273.16,275.91,278.67,270.41,275.45,281.44,276.83,271.33,274.08,279.59,270.87,265.4,277.29,285.6,268.59,267.68,271.79,281.44,269.5,,12,968,29,14.45,
25.03.19 14:22:53,21.08,260.86,268.13,266.77,278.21,269.04,272.7,276.37,279.13,269.96,274.99,280.98,276.83,270.87,273.62,278.67,269.96,265.4,276.37,285.14,268.59,267.68,271.33,281.44,268.59,,12,968,29,14.45,
25.03.19 14:23:08,21.33,260.86,268.59,266.77,278.21,269.04,273.16,275.91,278.67,270.41,275.45,280.98,276.83,270.87,273.16,279.13,270.87,265.4,276.37,285.14,268.59,267.22,271.79,281.44,268.59,,12,968,29,14.43,
25.03.19 14:23:23,21.58,260.86,268.59,267.22,278.67,269.04,273.16,276.37,279.59,270.41,275.45,281.44,276.83,270.87,273.62,279.59,270.87,265.85,276.37,285.6,268.59,267.68,271.33,281.44,269.04,,12,968,29,14.43,
25.03.19 14:23:38,21.83,260.86,268.13,266.31,278.21,268.59,272.7,275.91,278.67,269.96,274.99,280.98,276.37,270.87,273.16,278.67,269.96,265.4,276.37,285.14,268.59,267.22,271.33,281.44,268.59,,12,968,29,14.43,
25.03.19 14:23:53,22.08,260.41,268.13,266.77,278.21,267.68,272.7,275.91,278.67,269.96,274.99,280.51,276.83,270.41,272.7,279.13,270.41,264.95,276.37,285.14,268.59,267.68,270.87,281.44,269.04,,12,968,29,14.41,
25.03.19 14:24:08,22.33,260.86,268.59,266.77,277.75,267.68,272.7,275.91,279.13,269.96,274.99,280.98,276.83,270.41,273.16,279.13,270.87,265.4,276.37,285.14,268.59,267.22,271.79,280.98,269.04,,12,968,29,14.41,
25.03.19 14:24:23,22.58,260.41,267.68,266.31,277.75,268.13,273.16,275.91,278.21,269.5,274.99,280.98,275.91,269.96,273.16,279.13,269.96,264.95,275.45,284.67,268.13,267.22,270.87,280.98,268.59,,12,968,29,14.41,
25.03.19 14:24:38,22.83,260.86,268.13,265.85,277.75,268.13,272.7,275.91,278.21,269.5,274.53,280.51,276.37,270.41,273.16,278.67,269.96,264.95,275.91,285.14,268.13,267.22,271.33,280.98,269.04,,12,968,29,14.41,
25.03.19 14:24:53,23.08,260.86,268.13,266.77,278.21,268.59,272.7,276.37,278.67,269.96,274.99,280.98,276.37,270.87,273.16,279.13,270.41,265.85,276.37,285.14,268.13,267.68,271.33,280.98,268.59,,12,968,29,14.39,
25.03.19 14:25:08,23.33,259.96,267.68,265.85,277.75,267.68,272.24,274.99,278.21,269.04,274.53,280.05,275.91,269.96,272.24,278.67,269.96,264.95,275.91,284.67,267.22,266.31,270.41,280.51,268.59,,12,968,29,14.4,
25.03.19 14:25:23,23.58,259.96,267.68,265.4,277.75,267.22,272.24,275.45,278.21,269.04,274.53,280.05,275.91,270.41,272.7,278.67,269.96,264.95,275.91,284.67,268.13,267.22,270.41,280.98,268.59,,12,968,29,14.41,
25.03.19 14:25:38,23.83,259.5,267.22,266.31,277.29,266.77,271.33,275.45,278.21,269.04,274.53,280.05,275.91,269.96,272.24,278.67,269.96,264.49,275.45,284.67,267.68,266.77,270.41,280.51,268.13,,12,968,29,14.39,
25.03.19 14:25:53,24.08,259.96,267.22,265.85,277.29,267.22,272.24,275.45,278.67,269.04,274.08,280.05,275.91,269.5,272.24,278.21,269.96,264.95,275.45,284.67,267.68,266.31,270.87,280.05,268.13,,12,968,29,14.39,
25.03.19 14:26:08,24.33,259.96,267.22,265.85,277.29,267.68,271.79,275.45,278.67,268.59,274.08,280.51,275.91,269.96,272.24,278.67,269.5,264.95,275.45,284.21,268.13,267.22,270.41,280.51,268.13,,12,968,29,14.39,
25.03.19 14:26:24,24.6,259.5,267.22,265.4,276.83,267.22,271.33,274.99,277.75,268.59,274.08,280.05,275.45,269.96,271.79,278.21,269.5,264.49,274.99,284.21,267.68,266.77,269.96,280.51,268.59,,12,968,29,14.38,
25.03.19 14:26:39,24.85,259.96,266.77,264.95,277.29,267.22,271.79,274.99,278.21,269.04,274.08,280.05,275.45,269.5,271.33,278.21,269.96,264.49,274.99,284.21,268.13,266.77,270.41,280.05,268.13,,12,968,29,14.38,
