Measurement Name :,20190325_resp_4_T3,,Generated On :,"25/03/2019, 20:29:37",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.03.19 19:57:33,7.8,275.91,282.36,285.14,283.29,283.75,290.71,289.31,284.21,285.6,291.18,286.53,281.44,281.44,292.57,288.85,273.16,282.36,291.18,287.92,271.33,280.51,283.75,277.29,274.08,,12,968,29,14.52,
25.03.19 19:57:48,8.05,275.45,282.36,284.67,281.9,282.82,289.31,288.85,285.14,285.6,290.24,286.06,281.44,280.51,292.11,288.85,272.7,281.9,291.18,286.99,270.41,280.05,283.29,276.37,273.16,,12,968,29,14.54,
25.03.19 19:58:03,8.3,275.91,282.36,285.14,281.9,282.82,289.78,288.85,284.21,285.6,290.24,285.6,280.98,280.51,291.64,287.92,273.16,281.9,291.18,286.99,270.41,279.59,283.29,276.37,272.7,,12,968,29,14.54,
25.03.19 19:58:18,8.55,274.99,282.82,284.21,281.44,282.82,290.24,289.31,285.14,285.6,290.71,285.6,280.51,280.51,291.64,287.92,273.16,281.9,290.71,286.53,270.41,279.59,282.82,275.91,273.16,,12,968,29,14.54,
25.03.19 19:58:33,8.8,275.45,281.9,284.67,282.36,282.82,289.78,288.38,284.67,285.14,290.24,285.6,280.05,280.05,291.64,288.38,273.16,281.44,291.18,286.53,270.41,279.59,282.82,275.91,273.16,,12,968,29,14.56,
25.03.19 19:58:48,9.05,274.99,281.44,284.67,281.9,282.82,289.78,287.92,284.21,285.14,290.24,285.14,280.51,280.05,291.18,287.92,272.7,281.44,291.18,286.53,269.96,280.05,282.36,275.45,272.7,,12,968,29,14.54,
25.03.19 19:59:03,9.3,273.62,281.44,283.75,281.9,281.9,289.31,287.92,283.29,285.14,289.31,284.21,279.59,280.05,291.64,287.46,272.24,280.98,290.71,285.6,269.5,279.13,282.36,274.99,272.7,,12,968,29,14.54,
25.03.19 19:59:18,9.55,274.08,281.44,283.75,281.9,281.44,288.85,287.92,283.29,284.21,288.85,284.21,279.13,280.05,291.18,286.53,271.79,280.98,290.71,285.6,269.04,279.13,281.9,274.53,272.24,,12,968,29,14.54,
25.03.19 19:59:33,9.8,274.08,281.44,283.75,281.9,281.44,288.85,288.38,284.21,284.67,289.78,284.67,278.67,279.59,291.18,287.46,272.24,280.98,290.71,286.53,269.96,279.13,282.82,274.99,272.24,,12,968,29,14.56,
25.03.19 19:59:48,10.05,274.08,280.98,283.75,280.98,281.44,289.31,288.38,283.29,284.21,289.78,283.75,279.59,279.59,291.18,286.06,272.24,280.98,290.71,286.06,269.04,279.13,282.36,274.99,271.79,,12,968,29,14.56,
25.03.19 20:00:03,10.3,274.08,280.51,283.29,281.44,280.98,287.92,287.46,283.75,283.75,288.85,283.75,279.13,278.67,291.18,286.53,271.79,280.51,290.24,285.14,269.5,278.67,281.9,274.08,271.79,,12,968,29,14.56,
25.03.19 20:00:18,10.55,273.62,280.51,283.29,281.44,281.44,289.31,287.92,284.21,284.21,289.31,283.75,278.21,279.13,290.71,286.53,271.33,280.51,290.71,285.14,269.04,278.67,281.9,274.08,271.79,,12,968,29,14.54,
25.03.19 20:00:33,10.8,273.62,280.51,283.29,281.44,280.98,288.85,286.99,283.29,283.29,288.85,283.29,278.21,279.13,290.24,286.53,271.79,280.05,289.78,285.14,268.59,278.67,281.9,274.08,271.33,,12,968,29,14.56,
25.03.19 20:00:48,11.05,273.62,280.05,281.9,280.51,280.98,287.92,286.06,282.36,283.29,288.38,283.29,278.21,278.21,289.78,285.14,271.33,280.05,289.78,284.67,268.13,278.21,281.44,274.08,271.79,,12,968,29,14.54,
25.03.19 20:01:03,11.3,272.24,279.59,282.36,280.05,280.51,288.38,286.99,283.29,283.75,288.38,282.82,278.21,278.21,289.31,285.6,270.41,279.59,289.78,284.67,268.13,277.75,280.98,273.62,270.87,,12,968,29,14.56,
25.03.19 20:01:18,11.55,273.16,280.51,283.29,280.98,280.51,288.85,286.99,283.29,283.75,288.85,283.29,277.75,278.67,290.24,286.06,271.33,279.59,290.24,284.67,269.04,278.67,281.9,274.08,271.79,,12,968,29,14.54,
25.03.19 20:01:33,11.8,273.16,280.05,282.36,280.05,279.59,287.92,286.53,283.29,283.29,288.38,283.29,277.75,278.67,289.31,285.6,271.33,279.13,289.78,284.21,268.59,277.75,280.98,274.08,271.33,,12,968,29,14.56,
25.03.19 20:01:48,12.05,272.7,280.05,281.9,280.51,280.51,287.92,286.06,282.36,283.29,288.38,282.82,277.29,277.75,290.24,284.67,270.87,279.59,289.78,284.21,268.13,277.29,280.98,272.7,270.87,,12,968,29,14.56,
25.03.19 20:02:03,12.3,273.16,280.05,282.36,280.51,279.59,288.38,286.99,282.82,282.82,288.38,282.36,277.75,278.21,289.78,285.14,270.41,279.13,289.78,284.21,268.13,278.21,280.98,273.62,271.33,,12,968,29,14.56,
25.03.19 20:02:18,12.55,272.7,280.05,282.82,280.05,280.05,287.92,286.06,282.36,282.82,287.92,281.9,276.83,277.75,289.78,284.67,270.87,279.13,288.85,284.21,268.59,277.29,280.98,273.62,271.79,,12,968,29,14.56,
25.03.19 20:02:33,12.8,272.7,279.59,281.44,280.05,280.05,287.46,285.6,281.9,282.82,287.92,281.9,276.83,277.75,289.31,284.67,270.87,279.13,288.85,283.75,267.68,278.21,280.51,273.62,271.33,,12,968,29,14.54,
25.03.19 20:02:48,13.05,272.24,279.59,281.9,280.05,279.13,287.46,286.06,281.9,283.29,287.92,281.9,276.83,277.75,289.31,284.67,270.87,278.67,288.85,283.29,267.68,277.75,280.05,273.16,271.33,,12,968,29,14.54,
25.03.19 20:03:03,13.3,272.24,278.67,281.44,279.59,279.13,286.99,286.06,282.82,282.36,287.46,281.9,277.29,277.29,289.31,285.14,270.41,278.67,288.85,283.75,267.68,276.83,280.05,272.7,270.87,,12,968,29,14.54,
25.03.19 20:03:18,13.55,271.79,279.13,281.44,280.05,279.13,287.46,285.6,282.36,282.36,287.46,281.9,277.75,277.29,289.31,284.21,270.41,278.67,288.85,283.75,267.68,276.83,280.98,272.7,271.79,,12,968,29,14.54,
25.03.19 20:03:33,13.8,272.24,279.13,281.44,279.59,279.59,286.99,285.6,282.82,282.36,287.92,280.98,276.83,276.83,288.85,284.67,269.96,279.13,288.85,283.29,268.13,277.75,280.05,272.7,271.33,,12,968,29,14.54,
25.03.19 20:03:48,14.05,271.79,278.67,281.44,279.13,278.67,287.46,285.14,282.36,282.36,287.92,281.44,276.37,276.83,288.85,284.21,269.96,278.67,288.38,283.29,267.22,277.29,280.05,272.24,270.87,,12,968,29,14.54,
25.03.19 20:04:03,14.3,271.79,278.67,281.44,279.13,278.67,286.99,285.14,281.9,282.36,287.46,280.98,275.91,276.83,288.85,284.21,269.5,278.67,288.38,282.36,266.77,277.29,280.05,272.24,270.41,,12,968,29,14.54,
25.03.19 20:04:18,14.55,271.79,279.13,280.98,279.13,278.67,287.46,285.14,280.98,281.44,287.92,280.98,276.37,276.37,288.85,284.21,270.41,278.21,288.38,282.82,267.68,277.29,280.05,272.24,270.87,,12,968,29,14.54,
25.03.19 20:04:33,14.8,271.33,278.67,280.98,278.67,278.21,286.53,284.21,281.9,281.44,287.46,280.51,276.37,276.37,288.38,283.75,269.96,278.21,288.38,282.82,267.22,276.83,279.13,271.79,269.96,,12,968,29,14.52,
25.03.19 20:04:48,15.05,271.79,277.75,280.51,278.67,277.75,286.53,284.67,280.98,281.44,286.53,280.51,275.45,276.83,287.92,284.21,268.59,277.29,288.38,282.36,266.77,276.83,279.59,271.79,270.41,,12,968,29,14.52,
25.03.19 20:05:03,15.3,270.41,277.75,280.05,278.67,277.75,286.99,284.21,280.98,281.44,286.99,280.51,275.45,275.91,288.38,283.75,269.04,277.75,288.38,281.9,266.31,276.37,279.13,271.79,269.5,,12,968,29,14.52,
25.03.19 20:05:18,15.55,271.33,278.21,280.51,278.67,278.21,286.06,283.75,280.98,280.98,286.53,280.51,275.45,275.91,288.85,283.75,269.5,278.21,288.38,281.9,266.77,276.83,279.13,271.33,270.41,,12,968,29,14.52,
25.03.19 20:05:33,15.8,270.87,277.75,280.05,278.21,277.75,286.53,284.67,281.44,280.98,286.99,280.05,274.99,276.37,288.38,283.75,269.04,277.75,288.38,281.9,266.77,276.83,279.13,271.79,269.96,,12,968,29,14.52,
25.03.19 20:05:48,16.05,270.87,278.21,280.51,278.21,277.29,286.53,283.75,281.44,280.98,286.53,280.05,274.99,275.91,288.38,283.29,269.04,277.75,287.92,281.9,265.85,276.37,279.13,271.79,269.96,,12,968,29,14.52,
25.03.19 20:06:03,16.3,270.87,277.75,279.59,278.67,277.29,286.53,284.21,281.44,280.51,286.06,280.05,275.45,275.91,287.92,283.29,269.04,277.29,288.38,281.44,265.85,276.37,278.67,271.79,269.5,,12,968,29,14.5,
25.03.19 20:06:18,16.55,270.41,277.75,279.59,278.21,277.75,286.06,283.75,280.98,280.51,286.06,280.05,275.45,274.99,288.38,282.82,269.04,277.29,287.92,281.9,265.85,276.37,278.21,271.33,269.96,,12,968,29,14.5,
25.03.19 20:06:33,16.8,270.41,277.29,280.05,277.75,276.83,286.06,283.29,280.51,280.05,286.06,279.59,274.53,275.45,287.92,282.82,268.59,277.29,287.46,281.44,266.77,275.45,278.67,271.33,269.5,,12,968,29,14.5,
25.03.19 20:06:48,17.05,269.96,276.37,279.13,277.75,276.83,286.06,283.75,280.51,280.51,285.6,279.59,274.08,274.53,286.99,283.29,268.59,277.29,287.92,281.44,265.4,275.91,278.21,270.87,269.5,,12,968,29,14.5,
25.03.19 20:07:03,17.3,269.5,277.29,279.13,277.29,275.91,285.14,282.82,280.51,280.05,285.6,279.13,274.08,274.99,286.99,281.9,268.13,276.37,286.99,280.51,264.95,275.45,277.75,269.5,269.04,,12,968,29,14.5,
25.03.19 20:07:18,17.55,269.96,277.29,278.67,277.75,276.83,286.06,283.29,280.51,279.59,285.6,279.13,273.62,274.99,286.99,282.36,268.13,276.83,287.46,280.98,264.95,275.45,278.21,270.41,269.5,,12,968,29,14.5,
25.03.19 20:07:33,17.8,269.96,277.75,279.13,277.75,276.83,286.06,283.29,280.51,280.05,286.06,278.67,274.08,274.53,287.92,282.36,268.13,276.83,286.99,280.98,264.95,275.45,278.21,270.87,268.59,,12,968,29,14.5,
25.03.19 20:07:48,18.05,269.96,276.83,278.67,277.29,275.91,285.14,282.82,279.59,280.05,285.14,278.67,273.62,274.08,287.46,282.36,268.13,276.37,287.46,280.05,264.95,274.99,277.29,269.5,268.59,,12,968,29,14.48,
25.03.19 20:08:03,18.3,269.5,276.83,278.67,276.83,275.45,285.6,282.36,280.51,279.59,285.14,278.67,274.08,274.53,287.46,281.9,267.68,276.83,286.99,280.51,264.95,274.53,277.75,269.96,268.59,,12,968,29,14.47,
25.03.19 20:08:18,18.55,269.96,276.83,278.67,277.29,275.91,285.6,283.29,280.51,279.13,285.6,278.21,273.62,274.53,286.53,281.9,267.22,276.37,286.99,280.51,264.95,274.99,277.29,269.5,269.5,,12,968,29,14.47,
25.03.19 20:08:33,18.8,269.04,275.91,278.67,277.29,275.91,285.14,282.36,279.59,279.59,285.14,278.21,273.16,274.08,286.99,280.98,267.22,275.91,286.53,279.13,264.04,274.53,277.75,269.5,267.68,,12,968,29,14.47,
25.03.19 20:08:49,19.07,269.5,275.91,278.21,276.83,274.99,285.14,281.9,280.05,279.13,285.14,278.21,273.16,273.62,286.99,280.98,267.22,275.91,286.53,280.05,264.49,274.99,277.75,269.04,268.13,,12,968,29,14.47,
25.03.19 20:09:04,19.32,269.04,275.91,278.21,276.37,274.99,284.67,281.44,280.05,278.67,284.67,277.75,273.16,273.62,286.53,281.44,267.22,275.91,286.53,280.05,264.04,274.53,277.29,269.04,268.13,,12,968,29,14.45,
25.03.19 20:09:19,19.57,268.59,275.91,278.21,276.83,275.45,284.67,282.36,279.13,279.59,285.14,277.75,272.7,274.08,286.99,280.98,267.22,275.91,286.06,279.59,264.49,274.53,277.29,269.5,268.59,,12,968,29,14.45,
25.03.19 20:09:34,19.82,269.5,276.83,278.21,276.37,274.99,285.14,280.98,279.59,279.13,285.6,277.75,273.62,273.62,286.53,281.44,266.77,275.91,286.53,279.59,264.95,274.99,277.29,269.04,267.68,,12,968,29,14.47,
25.03.19 20:09:49,20.07,269.04,275.91,277.75,276.37,274.99,284.21,281.9,279.59,278.67,284.21,277.75,271.79,273.62,286.53,280.98,266.77,275.91,286.06,279.13,264.04,274.08,276.83,268.59,267.22,,12,968,29,14.45,
25.03.19 20:10:04,20.32,269.04,275.45,277.75,275.91,274.99,284.21,281.44,278.67,278.67,285.14,277.75,272.24,273.16,286.53,280.51,266.31,275.45,286.53,279.59,264.04,274.53,276.83,268.59,268.59,,12,968,29,14.45,
25.03.19 20:10:19,20.57,268.59,275.45,276.83,275.91,274.53,284.67,280.98,279.13,278.67,284.67,276.83,271.79,273.16,286.06,280.51,266.77,275.45,286.06,279.13,263.13,274.08,276.83,269.04,267.68,,12,968,29,14.45,
25.03.19 20:10:34,20.82,268.59,275.45,277.75,276.37,274.99,284.21,281.44,280.05,278.21,285.14,277.29,271.79,274.08,286.53,280.98,266.77,275.45,286.06,279.13,264.04,274.53,276.83,268.59,268.59,,12,968,29,14.45,
25.03.19 20:10:49,21.07,268.59,275.45,277.29,275.91,274.53,284.67,281.44,278.67,277.75,284.67,276.37,271.79,273.16,286.06,280.51,265.85,274.53,285.6,278.67,263.58,274.08,275.91,268.59,267.22,,12,968,29,14.43,
25.03.19 20:11:04,21.32,268.13,275.45,277.29,275.91,274.08,283.75,280.98,279.13,278.21,284.21,275.91,271.79,272.7,286.53,279.59,266.31,274.99,286.06,278.67,263.58,274.53,276.37,267.68,266.77,,12,968,29,14.43,
25.03.19 20:11:19,21.57,268.13,274.99,277.75,275.45,274.08,284.21,281.44,278.67,278.21,284.21,276.83,271.79,272.7,285.6,280.05,266.31,274.99,286.06,278.21,263.58,274.08,275.91,268.13,267.68,,12,968,29,14.43,
25.03.19 20:11:34,21.82,267.68,275.45,276.83,275.45,274.08,283.75,280.51,278.21,277.75,284.21,276.37,270.87,272.24,285.14,280.05,266.31,274.08,285.6,278.67,263.13,273.62,275.91,266.77,267.68,,12,968,29,14.43,
25.03.19 20:11:49,22.07,267.68,275.45,276.37,275.91,273.16,283.75,280.98,278.67,277.29,283.75,276.37,271.33,272.7,285.6,279.59,265.85,274.99,284.21,277.75,262.67,273.62,275.91,267.68,267.22,,12,968,29,14.43,
25.03.19 20:12:04,22.32,267.68,274.53,276.37,275.45,273.62,283.29,280.51,278.21,277.29,283.75,275.91,270.87,272.24,285.14,279.59,266.31,274.53,285.14,278.21,262.67,273.62,274.99,266.77,267.22,,12,968,29,14.41,
25.03.19 20:12:19,22.57,267.68,274.99,276.83,275.45,273.16,283.29,280.51,279.59,276.83,284.21,276.37,271.33,272.24,286.06,280.05,265.85,274.53,286.06,277.75,263.58,274.08,275.45,267.68,267.68,,12,968,29,14.41,
25.03.19 20:12:34,22.82,267.22,274.53,276.37,275.45,273.16,283.75,280.51,278.67,276.83,283.75,275.45,270.87,272.24,285.14,279.13,265.85,274.53,285.6,277.75,262.67,273.62,275.45,266.77,266.77,,12,968,29,14.41,
25.03.19 20:12:49,23.07,267.68,274.99,275.91,274.99,273.62,283.29,280.05,278.67,277.29,284.21,276.37,270.87,271.79,285.6,279.59,266.31,274.08,285.14,277.75,262.67,273.16,275.45,267.22,267.22,,12,968,29,14.39,
25.03.19 20:13:04,23.32,267.68,274.99,276.37,275.45,273.16,283.75,280.05,278.21,277.29,283.75,275.91,270.87,272.24,285.6,279.59,265.85,274.53,285.14,277.29,263.13,273.62,275.45,267.68,267.22,,12,968,29,14.39,
25.03.19 20:13:19,23.57,266.77,274.08,275.45,274.99,273.16,283.29,280.05,278.21,276.83,283.29,275.45,270.41,271.33,285.14,279.13,265.4,274.08,284.67,276.83,262.67,273.16,275.45,266.77,266.77,,12,968,29,14.39,
25.03.19 20:13:34,23.82,266.77,274.53,275.45,274.53,273.62,283.75,280.51,278.21,277.29,284.21,275.45,269.96,272.24,285.14,278.67,264.95,274.08,285.14,277.29,262.67,273.62,274.99,266.31,267.22,,12,968,29,14.39,
25.03.19 20:13:49,24.07,267.22,274.08,275.91,274.99,272.7,282.82,280.05,277.75,276.83,283.75,275.45,270.41,271.79,285.14,278.67,264.95,274.08,284.67,277.29,262.22,273.16,275.45,266.31,266.31,,12,968,29,14.39,
25.03.19 20:14:04,24.32,266.77,274.08,275.91,274.53,272.24,283.29,280.05,277.75,276.83,283.75,274.53,270.87,271.33,285.6,278.67,265.4,273.62,285.14,276.83,261.77,273.16,275.45,266.31,266.77,,12,968,29,14.39,
25.03.19 20:14:19,24.57,267.22,273.62,275.45,274.53,272.24,282.82,278.67,277.29,276.37,283.75,274.99,269.5,271.33,284.67,278.21,264.49,274.08,284.67,276.83,261.77,272.7,274.99,266.31,266.77,,12,968,29,14.39,
25.03.19 20:14:34,24.82,267.22,274.08,275.45,274.08,272.24,282.82,279.13,277.75,276.37,283.29,274.99,269.96,271.33,285.6,278.67,265.4,273.62,285.6,277.29,262.67,273.16,274.53,265.85,266.31,,12,968,29,14.39,
