Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
01.02.19 00:18:40,92.92,295.26,290.33,291.67,284.98,266.47,266.47,263.41,265.16,258.64,259.94,256.9,257.77,254.74,255.61,255.61,246.15,252.59,253.88,255.18,244.86,250.87,251.73,250.87,244.86,,14,968,28,14.34,
01.02.19 00:18:55,93.17,289.88,290.78,293.02,284.09,265.16,266.9,266.03,265.16,260.37,258.64,258.2,258.2,253.45,256.04,255.61,246.58,253.45,254.31,253.88,244.44,250.44,252.16,251.73,244.44,,14,968,28,14.34,
01.02.19 00:19:10,93.42,286.76,293.02,288.99,278.33,266.47,269.09,265.59,267.34,259.07,260.37,257.77,258.2,253.45,256.04,254.74,245.29,253.88,253.45,254.31,246.15,250.87,251.3,250.44,244.01,,14,968,28,14.34,
01.02.19 00:19:25,93.67,286.76,293.02,295.71,288.1,266.47,267.78,264.29,265.16,259.07,259.5,257.34,256.47,254.74,255.61,255.61,246.58,253.45,253.88,255.18,245.29,250.87,251.3,250.87,244.44,,14,968,28,14.34,
01.02.19 00:19:40,93.92,289.88,281.43,291.67,280.54,268.22,268.22,262.54,263.85,260.37,257.77,255.61,257.34,253.88,256.9,254.74,246.15,253.45,253.88,255.18,245.72,250.01,251.73,250.44,244.44,,14,968,28,14.34,
01.02.19 00:19:55,94.17,292.57,288.54,288.99,284.98,270.84,268.22,264.72,266.47,260.37,259.5,257.34,256.47,252.59,256.04,255.61,245.29,253.02,253.45,254.31,245.29,250.44,252.16,250.44,244.44,,14,968,28,14.34,
01.02.19 00:20:10,94.42,292.57,285.87,297.51,284.09,263.85,266.9,268.65,262.98,260.37,260.37,257.77,258.2,254.74,256.47,255.18,245.72,253.45,253.88,255.18,246.58,250.87,252.16,250.87,244.86,,14,968,28,14.34,
01.02.19 00:20:25,94.67,289.44,292.57,290.78,287.65,266.47,265.59,265.59,265.16,260.81,258.64,256.9,259.07,253.45,255.61,255.18,246.15,253.02,253.45,254.74,245.72,250.01,251.73,250.01,244.44,,14,968,28,14.34,
01.02.19 00:20:40,94.92,286.31,280.98,291.23,282.31,269.09,264.29,262.54,264.29,260.37,260.37,256.9,256.04,253.88,255.61,254.74,246.58,252.59,253.88,254.74,244.86,250.01,251.73,250.44,244.01,,14,968,28,14.34,
01.02.19 00:20:55,95.17,283.65,290.33,297.06,280.1,263.85,266.9,262.11,265.59,262.11,258.64,255.18,256.9,252.16,256.04,254.31,246.15,252.59,253.02,254.31,245.29,250.87,251.73,250.87,244.01,,14,968,28,14.34,
01.02.19 00:21:10,95.42,286.76,281.43,297.06,284.53,266.9,266.9,264.72,263.41,260.81,260.81,256.9,257.77,253.45,256.9,255.18,245.72,253.88,254.31,255.61,246.58,250.44,251.73,251.3,244.44,,14,968,28,14.34,
01.02.19 00:21:25,95.67,286.76,285.87,293.47,277,264.29,266.03,266.47,261.24,259.5,259.5,256.47,256.9,254.74,255.18,254.74,247,253.02,254.31,254.74,245.29,250.87,251.73,251.3,243.58,,14,968,28,14.34,
01.02.19 00:21:40,95.92,280.54,283.2,301.12,287.21,265.16,269.09,266.03,265.59,260.81,257.77,256.04,255.61,253.45,256.04,256.04,245.72,253.02,253.45,254.31,245.72,250.44,251.73,250.87,244.86,,14,968,28,14.34,
01.02.19 00:21:55,96.17,286.76,285.87,301.57,282.76,269.53,264.72,266.47,265.59,259.5,259.94,258.2,256.9,254.31,256.04,255.18,245.29,253.02,253.45,254.31,244.44,250.01,251.73,250.87,244.01,,14,968,28,14.34,
01.02.19 00:22:10,96.42,295.26,285.87,297.96,284.53,265.16,265.59,265.59,263.85,261.24,261.67,258.2,258.64,253.45,256.04,255.18,247,253.02,253.88,254.31,245.29,250.44,251.73,250.87,244.01,,14,968,28,14.32,
01.02.19 00:22:25,96.67,280.54,285.87,294.36,288.1,265.16,266.9,266.47,269.09,260.81,259.94,257.34,256.9,255.18,255.61,254.31,246.15,253.45,253.45,254.74,244.86,250.01,251.3,250.44,244.44,,14,968,28,14.32,
01.02.19 00:22:40,96.92,289.44,293.02,296.61,286.31,268.22,267.78,263.41,260.37,259.07,260.37,254.74,256.04,253.88,256.47,255.18,246.15,253.02,253.45,254.74,245.29,250.01,252.16,250.44,243.58,,14,968,28,14.32,
01.02.19 00:22:55,97.17,283.65,292.57,293.47,281.87,266.47,265.59,265.16,265.16,259.94,260.37,256.9,258.64,253.88,256.47,255.61,244.44,252.59,253.88,254.31,244.86,250.44,251.3,250.87,243.58,,14,968,28,14.34,
01.02.19 00:23:10,97.42,289.44,293.02,288.99,280.54,269.53,265.59,265.59,263.41,259.07,259.07,256.9,256.47,254.31,255.18,254.74,245.72,252.59,253.88,254.74,244.86,250.01,251.73,250.44,244.44,,14,968,28,14.34,
01.02.19 00:23:25,97.67,280.98,290.33,297.06,286.31,267.78,263.41,262.11,263.85,259.07,260.37,257.77,257.77,253.88,256.04,255.18,244.86,253.02,253.45,254.31,245.72,250.44,251.3,251.3,244.01,,14,968,28,14.32,
01.02.19 00:23:40,97.92,283.65,283.65,291.23,286.31,261.24,266.9,262.98,264.72,260.37,259.94,255.61,257.77,253.88,256.47,255.18,246.15,253.45,253.88,255.18,245.72,250.44,251.73,250.44,244.01,,14,968,28,14.34,
01.02.19 00:23:55,98.17,292.57,283.2,294.81,280.54,266.47,269.09,265.59,267.34,260.37,259.94,257.34,257.34,254.31,255.61,255.61,246.15,253.02,253.45,254.31,245.29,250.44,251.3,251.3,243.58,,14,968,28,14.34,
01.02.19 00:24:10,98.42,286.76,285.87,288.99,284.98,266.47,266.9,262.98,259.94,259.94,259.94,258.64,256.04,253.02,254.74,255.18,246.15,253.02,253.02,254.31,245.29,249.58,251.3,250.44,244.44,,14,968,28,14.32,
01.02.19 00:24:25,98.67,295.26,295.26,292.57,289.88,265.16,266.9,268.22,266.9,260.81,259.07,256.47,258.2,253.45,255.61,255.61,246.58,253.45,253.88,253.88,245.29,250.44,251.73,250.44,244.44,,14,968,28,14.32,
01.02.19 00:24:40,98.92,292.57,290.33,293.47,284.09,265.16,265.59,265.16,262.98,259.5,259.07,256.47,256.47,253.88,256.04,255.61,246.58,253.02,253.45,255.18,245.72,250.87,251.3,250.87,244.01,,14,968,28,14.34,
01.02.19 00:24:55,99.17,288.99,280.54,288.99,285.42,264.72,267.34,264.29,266.03,259.07,258.2,255.61,256.47,254.31,254.31,254.31,246.58,251.73,253.02,253.02,245.72,249.58,251.3,250.01,244.01,,14,968,28,14.32,
01.02.19 00:25:10,99.42,286.31,290.33,287.65,280.98,265.16,267.78,265.59,261.67,260.81,259.5,255.61,256.47,253.45,255.61,255.61,246.58,253.45,253.02,253.88,245.72,250.44,251.3,250.44,244.01,,14,968,28,14.34,
01.02.19 00:25:25,99.67,284.09,288.54,296.16,288.99,269.53,266.9,265.16,262.98,259.94,260.81,257.34,256.47,254.31,254.74,256.04,245.72,253.45,252.59,254.31,246.15,250.87,252.16,250.44,244.44,,14,968,28,14.34,
01.02.19 00:25:40,99.92,289.44,290.33,296.16,285.87,265.16,265.59,266.47,262.98,260.37,259.5,257.77,256.04,253.45,254.74,255.18,244.86,253.02,253.02,254.31,245.29,250.01,251.3,250.87,244.01,,14,968,28,14.32,
01.02.19 00:25:55,100.17,289.44,283.65,298.86,285.87,263.85,266.9,266.03,264.29,259.5,258.2,256.9,257.34,255.18,254.74,254.74,246.15,252.59,253.02,254.31,245.72,250.87,251.73,250.87,244.01,,14,968,28,14.32,
01.02.19 00:26:10,100.42,286.31,292.57,286.31,282.76,265.16,265.59,266.03,262.54,260.37,259.5,257.34,257.77,255.18,255.61,256.04,246.58,252.59,252.59,254.31,244.44,250.01,251.3,250.01,244.01,,14,968,28,14.32,
01.02.19 00:26:25,100.67,289.44,278.77,290.78,285.42,266.47,267.78,264.29,263.41,261.24,259.07,256.9,258.2,254.31,254.74,255.61,246.58,252.59,253.45,254.31,245.29,250.44,251.73,250.44,244.01,,14,968,28,14.32,
01.02.19 00:26:40,100.92,286.76,290.33,288.99,283.65,267.78,263.41,265.59,266.47,260.81,258.64,256.9,256.47,254.31,255.61,254.74,246.15,253.02,253.88,254.74,245.72,250.01,252.16,250.87,244.44,,14,968,28,14.32,
01.02.19 00:26:55,101.17,289.44,285.42,293.02,285.87,263.85,265.59,266.47,258.64,260.37,258.64,258.2,256.9,253.45,254.31,254.74,246.58,253.02,253.88,253.45,245.29,250.01,250.87,250.44,244.01,,14,968,28,14.32,
01.02.19 00:27:10,101.42,289.44,297.51,292.12,285.87,262.54,267.78,263.85,263.41,261.24,258.64,255.61,257.34,254.74,255.18,254.74,246.58,252.16,253.45,253.88,245.29,250.01,251.73,250.44,243.58,,14,968,28,14.31,
01.02.19 00:27:25,101.67,292.57,290.78,299.32,286.76,268.22,266.03,266.9,262.11,259.5,260.37,257.34,255.61,254.31,255.18,255.18,245.72,253.45,253.45,255.18,245.29,250.01,251.73,250.87,244.44,,14,968,28,14.32,
01.02.19 00:27:40,101.92,292.12,285.42,290.78,285.42,269.09,267.78,264.29,263.85,258.64,259.5,256.04,256.47,253.45,255.18,255.18,246.58,252.59,253.02,254.31,244.86,250.44,251.3,250.87,244.01,,14,968,28,14.31,
01.02.19 00:27:55,102.17,289.44,288.1,286.76,284.98,265.16,269.09,264.29,266.47,259.5,259.5,256.47,255.61,253.45,256.04,255.61,246.58,253.02,253.02,253.45,245.29,250.44,251.73,250.44,243.58,,14,968,28,14.29,
01.02.19 00:28:10,102.42,289.44,295.26,288.99,285.87,265.16,264.72,266.03,266.9,260.37,258.2,256.04,256.47,253.02,256.47,255.18,246.15,253.02,252.59,254.31,245.29,250.44,251.3,250.44,244.01,,14,968,28,14.31,
01.02.19 00:28:25,102.67,286.31,283.2,288.54,285.87,265.16,266.47,266.03,265.59,259.94,259.07,256.9,256.04,252.16,255.18,255.18,246.15,253.45,252.59,254.31,244.86,250.01,251.73,249.58,244.01,,14,968,28,14.31,
01.02.19 00:28:40,102.92,286.76,285.87,293.02,283.2,267.78,265.59,263.85,262.11,259.07,259.07,257.34,255.61,253.02,256.04,255.61,245.72,253.02,253.45,254.74,246.15,249.58,251.3,250.44,243.58,,14,968,28,14.32,
01.02.19 00:28:56,103.18,286.76,288.1,291.67,283.2,265.59,263.85,265.59,266.47,262.11,259.07,256.04,257.77,253.02,255.61,255.18,245.72,253.88,253.45,254.74,246.15,250.87,252.16,250.87,244.44,,14,968,28,14.29,
01.02.19 00:29:11,103.43,289.44,292.57,290.78,281.87,267.78,267.78,265.59,266.03,257.77,259.5,257.34,256.04,253.45,255.61,255.61,245.29,253.02,253.02,253.45,246.15,250.01,250.87,249.58,244.01,,14,968,28,14.31,
01.02.19 00:29:26,103.68,283.65,288.1,288.1,288.54,263.85,265.59,263.41,265.59,259.5,257.77,256.04,257.34,252.59,255.18,254.31,246.15,253.02,252.59,255.18,244.86,250.01,250.87,250.01,243.58,,14,968,28,14.29,
01.02.19 00:29:41,103.93,283.65,290.33,288.99,285.87,270.41,265.59,267.34,263.85,260.37,259.07,257.34,258.64,253.88,255.18,255.61,245.72,252.59,253.02,253.45,244.86,250.01,250.44,250.44,243.16,,14,968,28,14.32,
01.02.19 00:29:56,104.18,292.57,288.1,294.81,286.31,267.78,266.9,261.67,261.24,259.5,258.64,256.47,255.18,253.88,255.18,254.74,246.58,253.88,252.59,253.88,245.72,250.01,251.3,250.87,243.58,,14,968,28,14.32,
01.02.19 00:30:11,104.43,289.44,288.1,296.16,289.88,266.47,266.47,264.29,263.85,261.67,260.37,256.04,255.61,253.45,255.61,254.31,246.15,253.45,253.45,253.88,244.86,250.01,250.87,250.44,243.58,,14,968,28,14.31,
01.02.19 00:30:26,104.68,286.31,292.57,288.54,280.1,266.47,266.47,266.03,262.98,261.24,260.37,256.04,256.9,254.31,255.61,255.18,247,251.73,252.59,253.88,244.86,250.01,250.87,250.44,244.01,,14,968,28,14.29,
01.02.19 00:30:41,104.93,286.31,289.88,288.1,276.56,263.41,265.16,262.98,261.67,260.81,259.5,254.31,256.47,252.16,255.61,254.31,246.15,252.59,252.59,253.45,244.86,249.58,250.87,250.01,244.01,,14,968,28,14.32,
01.02.19 00:30:56,105.18,283.65,290.33,295.71,284.09,262.54,267.78,262.11,261.24,260.81,259.5,256.9,256.9,253.02,256.04,254.31,245.29,253.02,253.88,254.31,244.86,250.44,251.3,250.87,243.58,,14,968,28,14.29,
01.02.19 00:31:11,105.43,292.12,290.33,295.26,284.98,265.16,266.47,261.67,263.85,259.94,259.5,256.04,257.34,253.02,254.74,253.88,246.58,251.73,253.45,253.02,244.86,249.58,251.3,249.58,244.44,,14,968,28,14.29,
01.02.19 00:31:26,105.68,283.65,288.1,288.99,280.1,266.9,265.59,266.9,261.67,261.24,259.07,255.61,256.9,253.88,255.18,254.31,246.15,253.02,253.45,253.88,245.72,250.87,250.87,251.3,244.01,,14,968,28,14.31,
01.02.19 00:31:41,105.93,283.2,283.2,295.71,285.42,266.47,267.34,262.11,266.03,259.94,259.5,257.77,256.9,253.88,255.61,254.74,245.29,253.02,252.59,253.45,244.86,249.58,251.3,250.01,243.16,,14,968,28,14.29,
01.02.19 00:31:56,106.18,286.76,290.33,286.76,284.98,266.47,268.65,264.29,262.54,258.64,258.64,256.47,257.34,253.45,256.04,254.31,245.29,252.59,252.59,254.31,244.86,250.01,250.87,250.44,243.58,,14,968,28,14.32,
01.02.19 00:32:11,106.43,286.76,285.87,295.26,287.65,267.78,269.09,263.41,264.72,256.9,259.94,256.9,256.9,253.02,255.18,255.18,246.15,253.02,253.45,253.45,244.01,250.01,251.3,250.44,244.01,,14,968,28,14.29,
01.02.19 00:32:26,106.68,292.12,278.33,295.26,286.31,269.09,264.29,262.54,265.59,260.37,258.2,256.47,256.04,253.88,255.61,254.31,245.72,252.16,252.59,254.31,244.44,249.58,250.87,250.44,244.01,,14,968,28,14.29,
01.02.19 00:32:41,106.93,289.44,290.33,296.16,286.76,263.85,266.9,266.9,266.47,259.94,258.64,256.47,255.61,252.59,254.31,254.31,244.44,252.59,253.02,254.31,245.29,249.15,250.87,250.44,244.01,,14,968,28,14.29,
01.02.19 00:32:56,107.18,286.31,290.33,292.12,286.76,265.16,264.29,260.37,265.16,259.94,257.77,256.04,258.2,253.02,254.74,255.18,245.29,253.02,253.02,253.88,244.01,250.01,250.87,249.58,242.73,,14,968,28,14.29,
01.02.19 00:33:11,107.43,289.44,278.77,301.12,284.53,263.85,265.59,262.54,266.03,259.5,260.81,256.47,256.47,253.88,256.04,254.74,246.58,252.59,253.45,253.45,244.86,250.01,251.73,250.44,243.16,,14,968,28,14.29,
01.02.19 00:33:26,107.68,289.44,283.2,284.53,284.53,266.47,263.41,266.03,266.03,261.24,259.5,255.61,256.47,253.02,256.04,254.74,246.58,253.02,253.45,253.45,244.44,250.44,250.87,250.44,244.44,,14,968,28,14.29,
01.02.19 00:33:41,107.93,286.31,290.33,288.54,288.1,269.09,268.65,265.16,264.29,260.81,258.64,256.47,256.47,253.88,255.61,255.18,246.58,253.02,253.02,253.88,244.86,250.44,250.87,249.58,243.58,,14,968,28,14.29,
01.02.19 00:33:56,108.18,286.76,290.33,289.44,285.42,267.78,266.47,262.11,264.72,259.5,258.64,255.18,256.04,251.73,255.61,255.18,246.58,253.45,252.59,253.88,244.01,250.01,251.73,250.01,244.01,,14,968,28,14.29,
01.02.19 00:34:11,108.43,286.76,290.33,293.47,284.09,265.16,269.97,263.41,262.54,259.94,259.07,255.61,258.64,253.02,255.61,253.88,246.15,252.59,253.45,254.31,244.86,249.58,252.16,250.01,244.01,,14,968,28,14.29,
01.02.19 00:34:26,108.68,289.44,292.57,301.57,282.76,266.47,264.29,266.03,265.16,259.07,259.5,255.61,257.34,253.02,254.74,254.31,245.72,253.02,252.59,253.45,244.86,250.44,250.87,249.58,243.58,,14,968,28,14.29,
01.02.19 00:34:41,108.93,286.31,283.2,295.71,281.87,265.16,266.47,262.54,261.24,259.5,259.07,254.74,256.04,252.16,255.18,254.74,246.15,253.02,253.45,253.45,244.86,250.44,251.73,250.01,243.58,,14,968,28,14.27,
01.02.19 00:34:56,109.18,280.98,290.33,291.23,284.53,266.47,267.78,264.29,262.98,259.5,259.07,256.9,256.9,254.31,255.18,256.04,247,253.02,253.45,253.45,245.72,249.58,250.87,250.87,243.58,,14,968,28,14.27,
01.02.19 00:35:11,109.43,292.12,287.65,302.93,284.98,267.78,267.78,264.29,264.72,259.94,260.37,256.04,257.77,252.59,255.18,254.74,246.15,251.73,253.02,253.45,244.44,250.01,251.73,250.44,244.01,,14,968,28,14.29,
01.02.19 00:35:26,109.68,289.44,290.33,293.47,283.65,265.16,265.59,265.16,265.59,260.37,259.07,256.04,256.47,253.45,255.18,255.18,245.72,252.16,253.02,253.45,245.29,249.58,251.3,250.01,244.01,,14,968,28,14.29,
01.02.19 00:35:41,109.93,289.44,293.02,293.47,284.98,265.16,266.9,265.16,263.41,260.81,258.64,255.61,257.77,253.02,256.04,253.88,246.15,252.59,253.45,253.45,244.86,250.01,251.3,250.01,244.01,,14,968,28,14.29,
01.02.19 00:35:56,110.18,289.44,285.42,286.76,286.76,265.16,264.29,264.29,266.47,260.81,258.64,255.18,256.9,254.31,255.18,254.31,246.58,252.59,253.45,253.88,244.44,250.01,251.3,250.01,243.58,,14,968,28,14.29,
01.02.19 00:36:11,110.43,289.44,290.33,292.12,282.76,263.85,267.78,262.54,259.07,259.07,257.77,257.77,256.9,254.31,256.04,253.88,246.15,253.02,253.02,254.31,245.72,250.01,251.3,250.44,244.44,,14,968,28,14.29,
01.02.19 00:36:26,110.68,292.57,288.1,297.06,284.98,266.47,265.59,263.41,262.11,260.81,257.77,255.18,256.9,253.45,255.61,254.74,246.58,253.02,253.45,253.88,244.01,250.01,250.87,250.87,244.01,,14,968,28,14.29,
01.02.19 00:36:41,110.93,286.31,285.42,292.57,284.09,263.85,264.29,266.9,266.47,259.94,259.5,256.9,256.04,254.31,255.18,255.61,245.72,252.16,252.59,254.74,244.44,249.15,250.87,250.01,244.01,,14,968,28,14.27,
01.02.19 00:36:56,111.18,286.31,290.33,290.33,284.09,266.47,263.41,265.59,262.98,259.5,259.94,256.47,257.34,254.31,255.18,253.88,245.29,252.59,253.02,253.88,245.29,249.58,250.44,250.01,243.58,,14,968,28,14.29,
01.02.19 00:37:11,111.43,289.44,292.57,298.41,282.76,265.16,265.59,266.47,267.34,260.81,259.5,256.04,257.34,253.45,255.61,254.74,246.58,252.16,253.45,253.45,244.44,250.01,250.87,250.01,243.58,,14,968,28,14.29,
01.02.19 00:37:26,111.68,289.44,294.81,294.81,288.1,266.47,268.65,264.29,265.16,261.24,258.64,256.9,256.9,253.88,255.18,254.74,246.58,252.59,252.59,253.88,244.86,249.58,250.87,250.44,243.58,,14,968,28,14.29,
01.02.19 00:37:41,111.93,289.44,294.81,296.16,286.31,267.78,265.59,265.59,258.2,261.24,258.64,256.04,255.61,253.88,255.18,255.18,245.29,252.59,252.59,253.45,244.86,249.15,250.87,250.01,244.01,,14,968,28,14.29,
