Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [°C],p [mbar],Salinity [g/1000g],T_internal [°C],Error
10.04.19 17:20:41,28.08,272.88,278.26,281.86,280.51,271.09,274.22,277.36,276.91,268.86,276.46,279.16,277.81,264.41,278.71,280.51,265.3,265.74,270.64,273.32,265.3,267.52,271.09,262.19,262.64,,13,968,29,16.45,
10.04.19 17:20:56,28.33,272.88,278.26,281.41,280.96,271.09,274.22,277.81,277.36,269.3,276.46,279.16,278.26,264.41,278.26,280.06,264.85,265.3,270.64,273.77,264.85,266.63,271.09,262.19,262.19,,13,968,29,16.43,
10.04.19 17:21:12,28.6,272.88,277.81,281.41,280.96,270.2,274.67,276.91,277.36,268.86,276.46,279.16,277.36,264.85,277.81,279.61,264.85,265.3,270.2,273.32,264.85,266.63,270.64,261.31,261.75,,13,968,29,16.41,
10.04.19 17:21:27,28.85,273.32,278.26,281.86,280.51,271.09,274.67,277.36,276.91,268.86,276.46,279.16,277.81,264.41,278.71,279.61,265.3,265.3,270.2,273.32,264.85,267.08,271.09,261.31,262.19,,13,968,29,16.4,
10.04.19 17:21:42,29.1,272.43,277.36,281.41,280.06,270.64,274.22,276.91,276.91,268.86,276.01,278.71,277.81,264.41,277.81,279.61,265.3,264.85,270.2,272.43,264.85,266.63,270.64,261.75,262.19,,13,968,29,16.4,
10.04.19 17:21:58,29.37,272.43,276.91,280.96,280.51,270.2,273.77,276.46,276.46,268.41,276.01,278.71,277.36,264.41,277.36,279.16,263.97,264.41,269.75,271.98,264.41,266.63,270.2,260.87,262.19,,13,968,29,16.38,
10.04.19 17:22:13,29.62,272.88,277.81,281.41,280.51,270.64,273.32,276.46,276.01,268.41,276.01,278.26,276.91,263.52,277.36,279.16,264.85,264.85,269.75,271.98,264.41,266.19,270.64,261.31,261.75,,13,968,29,16.38,
10.04.19 17:22:28,29.87,271.98,276.91,280.96,280.06,269.75,273.32,276.01,275.57,267.52,275.12,277.81,276.46,263.52,277.36,278.71,263.97,263.97,269.3,272.43,264.41,266.19,270.2,260.42,261.31,,13,968,29,16.36,
10.04.19 17:22:44,30.13,272.43,276.46,280.51,279.61,269.75,273.32,276.01,275.57,267.52,275.12,278.26,276.46,263.08,277.36,278.26,263.97,263.97,268.86,271.98,263.97,265.3,270.2,260.42,261.31,,13,968,29,16.36,
10.04.19 17:22:59,30.38,271.98,276.46,280.51,279.61,269.3,272.88,275.57,276.01,267.08,274.67,277.81,276.01,263.52,276.91,278.26,263.97,263.52,268.86,271.98,263.08,265.74,269.75,259.98,260.87,,13,968,29,16.34,
10.04.19 17:23:14,30.63,271.54,276.46,280.06,280.06,269.3,272.88,275.57,276.01,266.63,274.67,277.81,276.01,263.08,276.91,278.26,263.08,263.97,268.41,271.98,263.52,265.74,269.3,259.98,260.87,,13,968,29,16.34,
