Measurement Name :,20190204_resp_larvae_T2,,Generated On :,"04/02/2019, 18:40:11",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
04.02.19 18:14:12,1.57,267.08,268.42,273.36,262.18,266.19,262.62,263.51,261.73,267.98,268.87,264.85,264.85,266.19,259.06,266.64,256.85,266.19,263.07,265.3,258.18,266.64,265.74,264.4,259.95,,13,968,28,12.61,
04.02.19 18:14:27,1.82,266.64,269.77,274.26,260.84,266.19,261.73,262.62,260.84,267.08,268.87,262.62,264.4,266.19,258.62,266.19,256.85,265.3,262.62,265.3,257.29,265.3,265.3,264.85,260.4,,13,968,28,12.63,
04.02.19 18:14:42,2.07,267.08,267.98,274.26,261.29,265.74,262.62,263.07,259.95,269.32,269.32,264.4,264.4,266.64,258.18,266.19,255.96,266.64,262.62,266.64,258.18,266.64,265.74,264.85,260.4,,13,968,28,12.63,
04.02.19 18:14:57,2.32,267.08,269.77,273.81,261.73,265.3,262.18,263.96,260.84,268.42,268.87,264.4,264.4,265.74,258.18,265.74,257.29,265.74,262.62,266.64,258.62,267.08,266.19,265.3,259.95,,13,968,28,12.65,
04.02.19 18:15:12,2.57,267.53,268.87,275.16,261.73,265.3,263.07,264.4,262.18,268.87,268.87,265.74,263.96,265.3,259.06,267.98,258.18,266.19,262.18,266.19,259.06,266.64,265.3,265.74,259.95,,13,968,28,12.65,
04.02.19 18:15:27,2.82,267.08,268.87,274.71,261.29,266.64,262.62,264.4,262.62,269.32,269.32,264.85,263.96,265.74,258.18,266.64,256.41,265.74,262.62,266.19,258.18,266.19,265.74,265.74,259.06,,13,968,28,12.66,
04.02.19 18:15:42,3.07,267.08,268.42,275.16,261.73,266.19,262.62,263.51,261.29,268.87,268.87,264.85,263.96,266.19,259.51,265.74,257.73,265.3,262.18,267.08,259.06,266.64,266.19,264.4,260.84,,13,968,28,12.68,
04.02.19 18:15:57,3.32,266.64,269.77,276.06,261.73,266.64,263.07,263.96,261.29,268.42,268.42,265.3,263.96,265.3,259.06,266.64,258.18,265.3,263.07,267.53,257.73,266.19,265.74,264.85,259.95,,13,968,28,12.66,
04.02.19 18:16:12,3.57,266.19,269.77,275.61,263.07,267.08,262.62,263.51,262.18,268.87,268.42,265.74,264.85,266.19,259.06,267.08,257.73,266.64,263.51,266.64,259.06,266.64,266.19,264.85,260.84,,13,968,28,12.68,
04.02.19 18:16:27,3.82,267.08,269.77,274.71,262.18,266.64,262.62,265.3,261.73,268.42,269.77,265.74,264.85,265.74,258.62,267.08,257.73,265.74,263.07,265.74,258.18,266.64,266.19,264.85,261.29,,13,968,28,12.7,
04.02.19 18:16:42,4.07,267.53,268.42,276.06,261.29,265.3,261.73,263.96,261.29,268.42,270.22,266.19,263.51,267.08,259.51,267.08,257.73,266.19,262.62,267.53,257.73,266.64,265.3,265.3,259.51,,13,968,28,12.68,
04.02.19 18:16:57,4.32,267.08,268.42,275.16,262.18,266.19,263.07,263.07,261.29,269.32,268.87,266.19,265.3,266.64,259.06,266.64,257.73,266.19,262.62,266.19,258.18,266.64,265.74,264.85,259.51,,13,968,28,12.7,
04.02.19 18:17:12,4.57,266.64,269.77,274.26,262.62,264.85,263.07,264.85,261.73,269.32,269.77,266.19,264.85,266.64,258.62,267.08,257.29,266.19,262.62,266.19,258.62,266.64,265.74,265.74,260.4,,13,968,28,12.7,
04.02.19 18:17:27,4.82,266.64,270.22,276.06,262.18,267.08,261.73,263.96,262.62,269.32,270.22,265.74,263.96,266.64,259.51,266.64,257.73,266.64,262.18,266.19,259.06,265.74,265.74,264.85,261.29,,13,968,28,12.7,
04.02.19 18:17:42,5.07,266.64,270.22,275.16,262.62,266.19,263.51,264.85,260.84,268.42,269.32,266.19,264.4,267.08,259.06,266.64,257.29,266.19,262.62,267.98,258.18,265.74,267.08,265.3,260.84,,13,968,28,12.7,
04.02.19 18:17:57,5.32,266.19,270.67,275.61,261.29,266.64,262.62,263.51,261.73,268.42,269.32,267.53,264.4,266.19,258.62,267.08,257.29,265.74,263.07,267.08,257.29,267.08,265.3,265.74,260.84,,13,968,28,12.72,
04.02.19 18:18:12,5.57,266.64,269.77,276.52,263.51,267.08,263.51,264.4,263.96,268.87,268.87,267.53,263.96,267.53,259.06,267.53,258.18,265.3,263.07,266.64,258.18,265.74,265.3,266.19,259.95,,13,968,28,12.72,
04.02.19 18:18:27,5.82,266.64,269.77,275.61,263.07,267.53,263.96,263.51,261.29,269.32,269.32,265.74,264.85,267.08,258.62,267.08,257.73,266.19,262.62,267.08,258.18,266.64,266.19,265.3,260.84,,13,968,28,12.72,
04.02.19 18:18:42,6.07,266.64,269.32,274.71,262.18,265.74,262.62,264.4,261.29,268.42,268.87,265.74,264.85,266.64,259.06,266.19,256.85,265.74,263.07,267.08,257.29,265.74,265.3,264.4,259.51,,13,968,28,12.72,
04.02.19 18:18:57,6.32,267.53,269.32,276.06,263.51,267.53,263.51,264.4,263.07,269.32,269.32,267.08,265.3,266.64,259.51,266.64,258.18,267.08,263.51,267.53,258.18,267.53,265.74,265.74,260.84,,13,968,28,12.72,
04.02.19 18:19:12,6.57,267.98,270.22,273.81,262.62,266.64,262.18,264.4,263.51,269.77,269.77,266.19,265.3,265.74,259.06,267.53,256.85,265.74,263.07,267.08,258.18,265.74,265.74,265.3,259.95,,13,968,28,12.72,
04.02.19 18:19:27,6.82,265.74,270.22,275.61,263.07,265.74,262.62,264.85,262.18,268.87,269.77,265.74,263.96,265.74,258.62,266.64,256.85,265.74,262.62,267.98,258.18,267.98,265.3,265.3,259.95,,13,968,28,12.73,
04.02.19 18:19:42,7.07,266.64,271.11,275.61,261.29,265.74,262.62,263.96,262.18,268.87,268.87,266.19,263.96,266.64,259.06,267.08,257.73,266.19,263.07,266.64,259.06,266.64,265.3,265.3,259.95,,13,968,28,12.73,
04.02.19 18:19:57,7.32,267.98,268.87,275.16,263.51,267.53,263.96,266.19,263.07,269.77,269.32,266.64,263.96,267.08,259.95,267.98,258.18,266.19,263.07,267.08,259.95,267.08,266.64,265.3,259.95,,13,968,28,12.74,
04.02.19 18:20:12,7.57,266.64,268.87,276.52,263.51,267.53,263.51,264.4,261.73,268.42,268.87,266.19,265.3,267.08,259.95,267.53,257.29,266.64,263.07,267.98,258.18,267.08,265.3,265.3,260.4,,13,968,28,12.75,
04.02.19 18:20:27,7.82,265.74,270.22,275.16,263.07,266.19,263.96,264.85,263.07,269.32,269.32,267.08,265.3,267.53,259.06,267.53,258.18,267.08,263.07,267.53,259.06,266.64,266.64,266.19,260.4,,13,968,28,12.75,
04.02.19 18:20:42,8.07,266.19,268.42,274.26,263.51,267.08,262.62,265.3,262.62,269.32,269.32,267.08,264.85,267.98,259.51,267.08,257.73,267.08,263.51,267.53,258.62,266.19,266.64,266.19,260.4,,13,968,28,12.77,
04.02.19 18:20:57,8.32,267.98,270.22,276.06,263.51,266.64,262.62,264.85,262.62,268.87,268.42,265.74,263.51,264.85,258.18,265.3,255.96,263.07,260.84,264.85,255.52,262.62,262.62,263.07,257.29,,13,968,28,12.74,
04.02.19 18:21:12,8.57,266.19,270.22,276.52,263.96,265.74,263.51,264.4,262.62,268.42,268.42,265.74,263.96,264.4,258.18,266.19,256.41,263.96,261.29,265.74,256.41,262.62,262.18,262.18,257.29,,13,968,28,12.75,
04.02.19 18:21:27,8.82,267.98,269.32,275.61,263.96,266.64,263.96,264.4,261.29,267.98,268.42,265.3,263.51,264.4,257.73,265.74,256.41,263.07,260.4,265.3,255.96,262.18,261.73,262.62,256.85,,13,968,28,12.75,
04.02.19 18:21:43,9.08,267.53,270.67,275.16,263.07,265.3,263.51,264.85,262.62,267.98,267.53,264.85,263.96,265.3,257.73,265.74,255.96,263.51,260.84,264.85,255.52,262.62,262.18,262.18,256.85,,13,968,28,12.75,
04.02.19 18:21:58,9.33,268.42,270.67,276.97,264.4,266.19,263.07,265.3,262.18,267.98,268.42,265.3,264.4,263.96,257.29,265.3,256.41,263.51,261.29,265.3,256.85,262.62,262.18,261.73,257.29,,13,968,28,12.77,
04.02.19 18:22:13,9.58,267.08,271.11,276.97,263.96,265.74,263.96,264.85,262.62,268.42,268.42,265.74,263.96,264.85,257.73,265.74,255.96,263.07,260.4,264.85,255.08,261.73,262.18,262.62,256.85,,13,968,28,12.79,
04.02.19 18:22:28,9.83,266.64,269.77,277.42,263.96,266.19,263.07,265.74,263.07,267.98,268.42,265.74,263.96,264.4,257.29,265.74,256.41,263.51,261.29,266.19,255.96,262.62,262.18,262.18,256.85,,13,968,28,12.79,
04.02.19 18:22:43,10.08,267.53,271.11,276.52,265.74,266.64,263.96,264.4,262.62,268.42,267.53,265.74,263.07,264.85,258.18,264.85,255.96,263.96,261.73,265.74,255.96,262.62,262.18,261.73,256.85,,13,968,28,12.77,
04.02.19 18:22:58,10.33,266.19,269.32,275.61,263.51,266.64,264.85,264.85,261.73,268.42,268.42,265.3,263.96,264.85,258.18,265.74,256.85,263.51,260.84,264.85,255.96,262.62,262.62,262.62,256.85,,13,968,28,12.79,
04.02.19 18:23:13,10.58,266.64,272.01,277.42,263.96,267.08,263.07,265.74,262.62,268.87,268.42,265.3,263.51,265.3,257.73,265.3,256.41,263.51,261.29,266.19,256.41,263.07,262.18,262.62,257.29,,13,968,28,12.79,
04.02.19 18:23:28,10.83,267.08,268.87,276.52,263.51,266.19,263.96,265.74,262.18,268.42,268.87,265.74,263.96,264.85,257.73,265.74,255.96,263.51,261.29,265.74,255.52,263.07,262.62,261.73,257.29,,13,968,28,12.79,
04.02.19 18:23:43,11.08,267.53,270.22,277.87,263.96,266.19,263.96,264.4,263.07,268.87,268.87,266.19,264.4,265.3,258.18,266.19,257.29,263.96,261.73,266.19,256.41,263.51,262.62,262.18,256.85,,13,968,28,12.79,
04.02.19 18:23:58,11.33,267.08,271.11,276.52,264.4,264.85,263.96,263.96,262.18,267.98,268.42,265.3,263.51,264.4,258.62,265.3,255.96,263.96,261.29,264.85,255.96,263.07,261.73,262.62,256.85,,13,968,28,12.81,
04.02.19 18:24:13,11.58,266.64,269.77,275.61,264.4,265.74,264.4,264.85,262.62,267.98,268.87,266.19,264.85,264.85,257.73,265.3,255.96,263.96,261.73,265.74,256.41,262.62,262.62,262.62,256.85,,13,968,28,12.79,
04.02.19 18:24:28,11.83,267.53,270.67,276.52,263.96,266.19,263.51,265.3,262.62,267.98,268.87,266.64,263.51,264.4,259.06,264.85,256.41,263.51,261.29,264.85,255.08,263.07,262.18,262.62,257.29,,13,968,28,12.81,
04.02.19 18:24:43,12.08,267.08,272.01,277.42,266.19,267.08,263.96,265.3,263.07,269.77,268.87,266.64,264.4,264.85,258.18,266.19,257.29,263.51,261.29,265.74,255.96,262.62,262.18,262.62,257.73,,13,968,28,12.81,
04.02.19 18:24:58,12.33,266.19,271.11,276.52,263.96,265.74,263.96,265.3,262.62,268.87,268.42,266.19,263.96,265.3,258.62,265.74,257.29,263.51,261.29,265.74,255.52,262.62,261.73,261.73,256.41,,13,968,28,12.82,
04.02.19 18:25:13,12.58,266.19,271.56,277.42,264.85,267.08,264.4,264.4,262.18,267.53,268.42,266.19,263.51,264.85,258.18,264.4,256.41,263.51,261.29,265.74,255.52,263.07,262.18,262.18,257.29,,13,968,28,12.79,
04.02.19 18:25:28,12.83,267.98,271.11,276.97,265.3,266.64,264.4,265.74,263.51,267.53,269.32,265.74,264.4,264.85,258.62,264.85,256.41,263.07,261.29,265.74,255.96,262.62,262.18,262.18,256.85,,13,968,28,12.82,
04.02.19 18:25:43,13.08,266.19,269.77,276.97,263.96,266.64,263.51,264.4,262.62,268.42,269.32,265.74,263.96,264.85,257.73,265.3,256.41,263.96,261.29,265.74,255.52,262.18,262.18,261.73,256.41,,13,968,28,12.82,
04.02.19 18:25:58,13.33,267.53,271.56,277.42,265.74,266.64,264.4,265.3,262.62,267.53,269.32,267.08,263.96,264.85,257.73,265.74,256.85,263.96,261.73,266.19,255.52,263.07,262.62,262.62,257.29,,13,968,28,12.82,
04.02.19 18:26:13,13.58,267.08,270.67,277.42,264.85,267.08,264.4,263.96,262.62,268.87,268.42,265.74,263.51,265.3,258.62,265.74,257.29,264.4,261.73,266.19,255.96,263.07,262.62,262.18,256.85,,13,968,28,12.82,
04.02.19 18:26:28,13.83,267.98,271.11,276.97,265.3,266.64,263.96,264.85,263.96,267.98,269.32,266.19,263.51,265.74,258.62,265.74,255.96,263.07,261.73,266.19,256.41,262.18,262.62,262.18,256.85,,13,968,28,12.82,
04.02.19 18:26:43,14.08,267.08,271.11,276.97,265.3,266.64,263.96,265.74,263.51,268.87,268.42,265.3,263.07,264.4,258.18,265.74,257.29,263.96,261.29,266.19,255.96,262.62,261.73,262.18,257.29,,13,968,28,12.84,
04.02.19 18:26:58,14.33,267.08,271.56,276.06,264.4,267.53,263.51,266.19,264.4,268.42,270.22,267.08,264.85,265.3,258.62,265.74,256.41,263.51,261.73,266.19,255.52,263.07,262.62,262.18,256.85,,13,968,28,12.84,
04.02.19 18:27:13,14.58,266.64,271.11,276.97,265.3,266.64,263.51,265.3,263.51,269.32,269.32,267.08,264.85,265.3,259.06,266.19,256.85,263.96,262.18,266.19,256.85,263.07,262.62,262.62,257.29,,13,968,28,12.84,
04.02.19 18:27:28,14.83,267.53,269.77,278.77,264.4,266.64,265.3,265.3,262.62,269.32,268.87,266.64,263.96,265.3,259.06,264.85,256.85,263.51,261.29,266.19,256.85,263.07,262.62,263.07,256.85,,13,968,28,12.84,
04.02.19 18:27:43,15.08,267.98,271.11,276.52,265.3,266.19,263.07,265.74,263.07,268.42,267.98,265.74,264.4,264.4,258.62,265.3,255.52,263.96,261.73,266.19,256.41,263.07,262.18,262.18,256.41,,13,968,28,12.84,
04.02.19 18:27:58,15.33,267.98,272.01,277.87,265.3,266.64,263.96,266.19,264.85,269.32,268.87,267.08,264.4,265.3,259.06,265.3,256.41,263.96,261.73,266.19,255.96,263.51,262.18,262.18,256.85,,13,968,28,12.84,
04.02.19 18:28:13,15.58,266.19,269.32,276.97,264.4,265.74,263.07,264.85,262.62,268.87,268.42,266.19,264.4,265.74,258.62,264.85,256.85,263.51,261.29,264.85,256.41,263.07,261.73,261.73,256.41,,13,968,28,12.84,
04.02.19 18:28:28,15.83,265.74,271.11,276.06,265.3,265.3,264.4,266.19,262.62,268.87,268.42,266.19,263.51,264.4,258.18,265.3,256.41,263.96,261.73,266.19,255.52,262.18,262.18,262.18,257.29,,13,968,28,12.86,
04.02.19 18:28:43,16.08,266.64,270.67,276.52,263.96,265.74,263.96,264.85,262.62,268.42,268.87,266.64,263.51,264.85,259.06,265.74,255.96,263.07,261.73,265.74,255.52,262.18,261.73,261.73,255.96,,13,968,28,12.84,
04.02.19 18:28:58,16.33,267.08,270.67,277.87,264.4,264.85,263.96,265.74,263.07,268.42,269.32,266.19,264.4,264.85,258.18,265.3,256.85,263.07,261.29,265.74,256.41,262.18,262.18,261.73,256.85,,13,968,28,12.86,
04.02.19 18:29:13,16.58,266.64,271.56,277.87,264.4,266.64,263.96,265.74,262.62,268.42,268.42,266.19,263.51,265.3,258.62,265.3,255.96,263.96,260.84,266.19,255.96,263.07,262.18,261.73,256.85,,13,968,28,12.86,
04.02.19 18:29:28,16.83,266.19,271.56,277.42,265.3,266.19,263.51,266.19,262.18,268.42,269.77,266.64,265.74,265.3,258.62,265.74,257.29,263.07,261.29,265.74,256.41,262.62,262.18,261.29,256.85,,13,968,28,12.86,
04.02.19 18:29:43,17.08,266.19,271.11,277.87,265.3,267.08,263.96,265.3,262.62,268.87,269.32,267.53,264.4,264.4,259.06,266.19,256.41,263.96,261.73,265.74,256.41,262.62,261.73,262.62,256.41,,13,968,28,12.86,
04.02.19 18:29:58,17.33,266.64,269.32,277.87,265.3,266.64,264.85,264.85,263.51,268.87,269.32,266.64,264.85,264.85,258.18,265.74,257.73,263.96,261.73,266.64,256.41,262.62,262.62,262.18,256.41,,13,968,28,12.88,
04.02.19 18:30:13,17.58,267.08,270.22,278.32,264.4,265.3,264.4,266.19,263.96,268.87,268.42,266.19,264.85,265.74,258.18,265.3,256.41,263.07,261.73,266.19,255.96,262.18,262.62,262.18,257.29,,13,968,28,12.86,
04.02.19 18:30:28,17.83,267.53,271.11,276.52,265.3,266.64,263.51,265.74,263.07,269.32,268.87,266.64,264.85,264.4,259.06,265.3,257.29,264.4,261.73,266.64,256.41,262.62,262.18,262.18,257.29,,13,968,28,12.88,
04.02.19 18:30:43,18.08,265.74,272.01,276.52,265.74,265.3,262.62,266.64,262.62,269.32,268.87,267.08,263.96,265.3,258.18,265.74,256.41,263.96,261.29,266.19,256.41,262.62,261.73,262.18,257.29,,13,968,28,12.88,
04.02.19 18:30:58,18.33,266.64,269.77,276.06,264.85,267.98,264.4,265.3,262.18,268.87,268.87,267.08,263.96,264.85,258.18,265.74,257.29,263.07,261.29,266.64,255.96,262.62,262.18,262.18,256.85,,13,968,28,12.88,
04.02.19 18:31:14,18.6,266.64,270.67,277.87,264.4,264.4,264.85,266.19,262.62,268.42,269.32,267.08,264.4,265.74,258.18,265.74,256.85,263.96,260.84,266.19,256.41,262.62,262.18,261.73,257.29,,13,968,28,12.88,
04.02.19 18:31:29,18.85,265.74,271.56,277.87,265.74,267.08,264.4,265.3,263.51,268.87,269.77,267.53,264.85,265.3,259.51,265.74,257.73,263.51,262.18,266.19,256.41,263.51,262.18,262.62,257.29,,13,968,28,12.88,
04.02.19 18:31:44,19.1,266.19,270.67,278.77,265.74,266.64,264.85,265.74,264.4,268.87,268.87,267.53,264.85,265.3,259.51,264.85,256.85,263.51,261.73,266.19,256.41,262.62,262.18,261.73,257.29,,13,968,28,12.89,
04.02.19 18:31:59,19.35,267.53,270.22,276.06,265.74,267.53,264.85,267.08,263.51,268.42,268.87,266.64,265.3,265.3,259.06,265.3,257.29,263.96,261.73,267.08,255.96,263.07,261.73,262.62,257.29,,13,968,28,12.89,
04.02.19 18:32:14,19.6,265.74,271.11,277.87,265.3,266.19,265.3,266.19,263.51,269.77,268.87,266.64,263.96,265.3,259.51,265.3,256.85,263.51,261.73,266.64,255.96,263.07,261.29,262.18,257.29,,13,968,28,12.89,
04.02.19 18:32:29,19.85,267.08,269.77,276.97,265.3,266.64,264.4,266.19,264.85,268.87,269.32,266.19,264.85,265.3,259.51,265.3,257.29,263.51,261.73,266.64,256.41,263.51,262.18,262.18,257.29,,13,968,28,12.88,
04.02.19 18:32:44,20.1,265.74,271.56,277.42,265.3,267.08,264.4,266.64,263.51,268.87,269.32,267.53,263.96,265.74,259.51,265.3,257.29,264.4,261.29,266.19,255.96,262.62,261.73,261.73,257.29,,13,968,28,12.89,
04.02.19 18:32:59,20.35,267.08,270.67,276.97,265.3,265.74,263.96,265.74,263.07,268.87,268.87,266.19,263.96,264.4,258.62,265.3,256.85,263.96,262.18,266.19,255.96,263.07,262.18,261.29,255.96,,13,968,28,12.89,
04.02.19 18:33:14,20.6,267.08,270.67,276.97,265.74,266.19,264.85,266.19,263.07,269.77,269.32,265.74,264.85,264.85,259.06,264.85,256.41,263.07,262.18,266.19,255.96,262.62,261.73,260.84,256.85,,13,968,28,12.88,
04.02.19 18:33:29,20.85,267.08,269.32,276.97,265.74,265.3,263.96,267.08,263.96,268.42,269.32,267.08,264.4,265.3,259.06,264.4,256.41,263.51,261.73,266.19,256.85,263.07,261.73,261.29,257.29,,13,968,28,12.89,
04.02.19 18:33:44,21.1,265.74,271.11,277.87,266.19,266.64,263.51,265.74,263.96,269.32,267.98,266.64,264.4,265.3,258.62,264.4,257.29,263.07,261.29,266.64,256.41,262.62,261.29,262.18,257.29,,13,968,28,12.9,
04.02.19 18:33:59,21.35,265.74,271.11,276.97,266.19,266.19,263.96,267.08,263.51,267.98,269.32,266.64,264.4,264.85,259.06,264.4,257.73,263.51,261.29,266.19,256.41,263.51,262.18,262.18,256.85,,13,968,28,12.89,
04.02.19 18:34:14,21.6,265.74,271.56,276.52,265.3,266.19,263.96,266.19,263.96,267.98,268.87,267.53,265.3,265.74,258.62,265.3,256.41,263.96,260.84,266.64,255.96,262.62,261.29,261.73,257.29,,13,968,28,12.9,
04.02.19 18:34:29,21.85,266.19,271.11,276.97,265.74,265.3,263.51,266.19,263.96,269.32,269.32,267.08,263.96,264.4,259.06,264.85,257.29,263.51,261.29,265.74,256.41,263.07,261.73,261.73,257.29,,13,968,28,12.9,
04.02.19 18:34:44,22.1,265.74,270.67,277.42,264.4,267.53,265.3,266.64,263.51,268.87,269.32,267.53,263.51,265.74,259.06,264.85,257.73,263.07,261.29,266.64,256.41,263.07,261.73,261.73,255.96,,13,968,28,12.9,
04.02.19 18:34:59,22.35,266.64,270.22,277.42,265.3,265.74,264.4,266.19,264.4,269.32,268.42,267.08,264.4,265.3,259.51,264.4,256.41,263.96,262.18,266.19,255.96,262.62,262.18,261.73,256.85,,13,968,28,12.89,
04.02.19 18:35:14,22.6,265.3,271.11,276.52,265.3,267.53,263.96,265.74,263.96,267.98,269.77,266.64,265.3,265.74,259.06,264.4,257.29,263.51,262.18,266.64,256.85,263.07,261.73,261.73,256.85,,13,968,28,12.9,
04.02.19 18:35:29,22.85,266.64,272.46,277.42,265.3,265.74,264.85,265.3,264.4,268.87,268.87,267.53,264.4,264.85,259.06,265.3,256.85,263.51,261.73,266.64,256.41,263.07,261.73,261.29,256.85,,13,968,28,12.91,
04.02.19 18:35:44,23.1,265.3,269.77,278.32,266.64,266.64,264.85,266.19,263.07,268.87,267.98,267.08,264.85,265.3,259.51,264.85,256.85,263.07,261.29,266.19,255.96,262.18,261.73,261.73,255.96,,13,968,28,12.91,
04.02.19 18:35:59,23.35,267.08,271.11,278.77,265.74,266.64,263.51,266.19,263.96,268.42,268.87,267.08,265.3,266.19,259.06,265.3,256.85,263.51,261.73,266.64,256.41,262.62,262.18,261.73,256.41,,13,968,28,12.91,
04.02.19 18:36:14,23.6,266.19,270.22,276.52,265.74,265.74,264.85,266.19,263.51,269.32,269.32,267.53,264.4,265.3,259.51,264.85,256.85,263.51,261.73,266.19,255.96,262.62,261.29,261.29,257.29,,13,968,28,12.91,
04.02.19 18:36:29,23.85,265.74,270.67,276.06,264.85,267.08,264.85,265.3,262.62,268.87,268.87,267.53,265.3,265.74,259.06,265.3,256.85,264.4,261.73,266.64,256.41,263.51,261.73,261.73,256.41,,13,968,28,12.9,
04.02.19 18:36:44,24.1,265.74,270.22,278.32,266.19,265.3,263.96,265.74,264.4,269.32,268.87,267.08,263.96,264.85,259.95,264.4,256.85,263.96,261.73,266.19,256.41,262.18,260.84,261.29,256.85,,13,968,28,12.93,
04.02.19 18:36:59,24.35,264.85,271.11,276.97,264.4,266.64,265.3,265.3,264.4,267.98,269.32,267.08,264.85,265.3,259.95,265.3,256.85,263.96,261.29,267.08,255.52,263.51,262.18,261.73,256.85,,13,968,28,12.9,
04.02.19 18:37:14,24.6,267.08,269.77,276.52,265.3,266.19,263.96,265.74,264.4,268.87,268.42,267.53,263.96,265.3,259.51,264.85,257.29,263.51,262.18,265.74,255.96,262.18,261.73,261.73,257.29,,13,968,28,12.91,
04.02.19 18:37:29,24.85,267.08,268.87,277.87,265.74,265.3,264.85,266.64,263.51,268.87,268.42,267.53,265.3,266.19,260.4,265.3,256.85,263.51,261.73,266.64,256.85,263.07,262.18,261.29,256.85,,13,968,28,12.91,
