"Sample.ID","TA","Mass"
"20190408_T1",2033.4405551632,60.6422
"20190408_T2",2027.88482869698,59.2532
"20190408_T3",2035.10161323233,59.3959
"20190408_H1",2030.42442336528,60.6342
"20190408_H3",2028.70680739243,60.4455
"20190408_H5",2023.25601561491,59.1255
"20190408_H7",2023.26334362811,60.8758
"20190408_H2",2027.86675912203,59.9451
"20190408_H4",2026.42849255408,60.5993
