sample,mass,salinity,Sample.ID,Type, Notes
20190408_JUNK,59.9488,28,JUNK,JUNK,
20190408_CRM1,59.1162,33.782,CRM1,CRM,Bottle #178-1212
20190408_CRM2,59.228,33.782,CRM2,CRM,Bottle #178-1212
