Measurement Name :,20190207_resp_larvae_T1,,Generated On :,"07/02/2019, 14:35:43",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
07.02.19 13:59:30,0.03,282.85,287.86,290.14,289.68,287.86,283.76,287.4,286.95,290.14,286.95,285.58,279.23,291.06,287.4,287.86,277.87,286.95,286.95,290.14,277.87,296.1,293.8,285.58,278.32,,13,968,28,14.72,
07.02.19 13:59:46,0.3,281.49,287.86,290.6,289.68,286.95,282.85,286.95,289.23,290.6,286.95,285.12,278.77,288.77,286.03,285.58,278.32,287.86,286.03,287.86,279.68,297.48,294.72,286.03,277.87,,13,968,28,14.72,
07.02.19 14:00:01,0.55,282.4,288.77,290.14,288.77,288.31,284.67,286.95,286.95,288.77,288.77,285.12,280.58,287.86,286.03,286.03,277.42,286.03,285.58,286.95,277.87,292.43,293.8,285.12,280.13,,13,968,28,14.72,
07.02.19 14:00:16,0.8,282.4,287.4,288.77,288.31,286.95,286.03,286.95,288.31,290.6,286.49,283.31,279.68,289.68,285.12,287.4,279.23,286.95,288.31,289.23,277.42,291.97,295.64,286.49,280.13,,13,968,28,14.72,
07.02.19 14:00:31,1.05,281.94,287.4,290.14,288.31,287.4,282.85,285.58,286.49,287.86,287.86,283.31,280.58,288.31,286.03,286.95,278.32,285.58,286.03,290.14,276.97,293.35,293.35,287.4,280.58,,13,968,28,14.72,
07.02.19 14:00:46,1.3,281.49,287.4,288.77,288.31,289.68,284.21,286.03,286.03,290.14,287.4,283.31,279.23,289.68,286.03,286.03,277.42,286.95,286.95,287.4,278.32,294.26,295.64,285.12,280.58,,13,968,28,14.7,
07.02.19 14:01:01,1.55,281.49,286.03,289.68,287.86,286.03,284.67,285.58,286.03,290.14,288.77,283.31,278.77,287.86,286.49,286.49,276.97,286.95,286.03,289.23,276.97,291.51,293.8,284.21,279.68,,13,968,28,14.7,
07.02.19 14:01:16,1.8,281.04,287.4,288.77,286.49,287.86,283.76,286.95,285.12,287.86,285.58,282.4,279.68,287.86,286.03,287.4,276.97,287.4,285.58,286.03,276.97,292.43,292.89,285.12,278.32,,13,968,28,14.7,
07.02.19 14:01:31,2.05,280.58,286.49,289.23,286.49,287.4,284.67,286.49,286.95,286.95,286.95,283.31,278.77,286.49,286.49,286.95,276.06,285.12,286.03,288.31,276.97,291.51,296.1,285.58,280.58,,13,968,28,14.7,
07.02.19 14:01:46,2.3,281.04,287.4,287.4,287.86,286.49,282.85,286.03,286.49,288.31,286.49,283.76,279.68,288.31,284.67,285.12,276.97,283.31,285.58,287.86,276.97,289.23,294.72,286.49,279.68,,13,968,28,14.7,
07.02.19 14:02:01,2.55,280.13,285.58,288.77,286.49,285.58,283.31,285.58,285.58,289.23,286.03,284.21,278.32,287.86,284.21,286.03,276.52,285.12,285.12,286.49,275.61,291.06,293.35,283.76,276.97,,13,968,28,14.68,
07.02.19 14:02:16,2.8,278.77,285.58,288.31,286.03,286.03,283.76,286.49,285.12,289.68,285.12,282.4,278.32,287.4,286.03,284.67,277.42,284.21,286.95,286.49,276.52,290.14,292.43,284.67,279.23,,13,968,28,14.68,
07.02.19 14:02:31,3.05,279.23,285.58,286.03,287.4,284.67,284.21,285.12,286.03,287.86,286.49,282.85,278.77,286.03,286.49,285.58,274.71,284.67,285.12,286.95,276.06,291.06,293.35,283.76,278.77,,13,968,28,14.65,
07.02.19 14:02:46,3.3,280.13,285.58,289.23,285.58,286.95,284.21,284.67,284.67,288.31,286.03,281.94,278.77,286.49,286.03,285.58,277.42,282.85,285.12,289.68,277.87,291.06,291.97,284.67,277.87,,13,968,28,14.65,
07.02.19 14:03:01,3.55,279.68,286.03,287.86,285.58,286.03,283.76,285.12,286.03,287.4,286.49,282.85,278.32,286.95,285.12,284.67,276.52,286.49,284.67,287.4,275.61,292.89,292.89,284.21,278.32,,13,968,28,14.65,
07.02.19 14:03:16,3.8,278.32,283.76,286.95,286.03,285.58,284.21,284.67,285.12,287.4,285.58,283.76,278.77,285.12,283.76,284.67,275.16,285.58,286.03,287.4,276.06,287.86,292.89,284.67,278.32,,13,968,28,14.64,
07.02.19 14:03:31,4.05,279.23,283.76,286.95,285.12,284.67,283.31,286.03,286.03,286.95,285.58,282.4,278.77,284.67,284.67,285.58,275.16,285.58,285.12,287.4,276.06,292.43,291.97,282.85,277.42,,13,968,28,14.64,
07.02.19 14:03:46,4.3,279.68,284.67,287.86,286.49,283.31,282.4,284.67,285.12,287.4,286.95,283.76,279.68,288.77,285.12,285.58,277.87,285.12,285.12,287.4,276.06,287.86,291.97,284.67,279.23,,13,968,28,14.64,
07.02.19 14:04:01,4.55,278.77,283.31,287.86,285.58,282.85,282.85,285.12,286.03,286.95,286.03,281.94,279.68,284.67,285.58,285.58,277.42,285.12,285.12,288.31,278.32,290.6,293.8,283.76,278.32,,13,968,28,14.61,
07.02.19 14:04:16,4.8,277.87,283.31,287.4,284.67,285.12,281.49,283.76,284.21,288.31,286.03,281.49,277.87,286.49,284.21,284.67,276.52,283.76,284.67,286.03,276.06,292.43,290.14,284.21,278.32,,13,968,28,14.61,
07.02.19 14:04:31,5.05,277.87,284.67,286.49,284.67,284.67,282.4,283.76,285.58,286.95,286.49,283.31,278.32,285.58,284.21,285.12,275.61,285.58,284.67,287.4,276.06,288.77,291.51,281.49,276.97,,13,968,28,14.61,
07.02.19 14:04:46,5.3,278.77,283.76,286.49,285.12,283.76,283.31,283.31,284.67,286.49,286.03,281.94,278.32,283.76,284.67,286.95,276.52,281.94,284.67,286.03,275.61,290.14,291.97,282.85,276.97,,13,968,28,14.59,
07.02.19 14:05:01,5.55,277.87,284.21,286.49,286.03,283.31,281.94,284.67,284.67,286.49,285.12,284.21,278.77,287.4,285.58,286.03,274.26,283.31,284.67,286.95,274.26,288.31,291.06,284.21,276.52,,13,968,28,14.59,
07.02.19 14:05:16,5.8,277.87,283.76,286.95,283.31,282.85,282.85,286.03,285.12,287.4,286.03,281.94,277.42,286.03,283.31,284.67,274.71,284.21,285.58,285.12,275.16,291.06,293.35,283.31,277.87,,13,968,28,14.57,
07.02.19 14:05:31,6.05,276.97,283.31,286.95,284.67,284.67,282.85,282.85,283.31,286.03,285.58,282.4,278.32,286.03,282.4,285.12,272.46,284.21,282.4,285.58,276.06,290.6,290.6,283.31,278.77,,13,968,28,14.57,
07.02.19 14:05:46,6.3,277.87,283.76,286.03,284.21,285.58,281.49,285.12,285.58,285.58,286.03,280.58,276.97,286.03,284.21,285.12,273.81,283.76,284.67,287.4,277.42,290.6,293.8,283.31,276.06,,13,968,28,14.57,
07.02.19 14:06:01,6.55,277.42,282.85,285.58,284.21,284.21,283.31,284.21,282.85,285.12,286.49,280.58,278.32,283.76,283.31,285.58,276.97,281.94,285.12,286.49,272.91,288.77,292.89,282.4,276.52,,13,968,28,14.56,
07.02.19 14:06:16,6.8,276.52,281.94,286.49,282.85,283.76,283.31,284.21,282.4,286.03,284.67,280.13,278.32,283.31,284.21,284.21,274.26,283.76,284.21,285.12,275.16,288.31,290.14,281.94,277.87,,13,968,28,14.56,
07.02.19 14:06:31,7.05,277.87,282.85,286.95,283.76,282.4,281.94,283.76,281.49,284.67,285.58,281.04,276.97,284.67,283.31,284.67,274.71,280.58,282.85,286.03,274.26,289.23,292.43,283.31,275.61,,13,968,28,14.56,
07.02.19 14:06:46,7.3,277.42,283.76,286.03,283.76,283.31,281.49,284.21,282.4,285.58,283.76,281.04,276.97,284.67,281.94,283.76,274.26,281.04,283.76,284.67,273.81,287.4,289.68,283.76,277.87,,13,968,28,14.54,
07.02.19 14:07:01,7.55,276.06,283.76,285.58,283.31,284.21,280.13,283.76,281.94,285.58,284.21,281.49,278.77,285.12,284.67,283.31,272.91,280.58,283.31,286.95,272.91,291.97,289.68,285.12,274.71,,13,968,28,14.54,
07.02.19 14:07:16,7.8,276.97,282.4,284.67,283.76,281.49,281.49,282.85,283.76,286.49,284.21,281.04,277.42,286.03,283.76,285.58,274.71,281.94,283.31,286.49,276.97,290.14,290.14,281.94,275.61,,13,968,28,14.52,
07.02.19 14:07:31,8.05,276.97,281.94,286.49,282.85,283.31,281.49,284.21,281.94,283.76,284.21,280.13,277.42,286.95,282.85,283.76,273.81,281.49,284.21,285.58,272.46,291.06,290.14,282.4,276.52,,13,968,28,14.54,
07.02.19 14:07:46,8.3,277.42,282.85,283.76,281.94,282.4,281.49,281.94,281.94,285.12,283.76,280.13,278.32,282.4,281.94,283.76,271.11,282.4,281.94,286.49,273.36,288.31,290.14,280.58,275.16,,13,968,28,14.52,
07.02.19 14:08:01,8.55,276.97,281.49,285.58,283.31,283.76,281.04,282.85,282.4,284.21,283.76,280.58,275.61,282.4,282.85,282.4,274.26,281.49,283.31,285.58,273.81,288.77,291.51,283.76,272.01,,13,968,28,14.5,
07.02.19 14:08:16,8.8,277.42,281.94,285.58,282.85,282.4,282.4,282.85,280.58,283.76,282.85,279.68,278.77,285.12,282.4,283.76,275.16,281.49,283.31,285.58,275.16,289.68,289.23,279.68,276.52,,13,968,28,14.5,
07.02.19 14:08:31,9.05,275.61,280.58,284.67,282.4,279.68,280.13,281.94,281.94,284.67,283.76,281.04,276.52,283.76,282.85,283.31,272.46,281.49,281.94,283.76,272.01,288.31,288.31,282.85,273.36,,13,968,28,14.48,
07.02.19 14:08:46,9.3,275.16,282.4,285.58,282.4,280.58,280.13,282.4,281.04,284.67,284.21,280.13,277.42,283.31,282.4,282.4,273.81,282.85,283.31,283.31,272.01,286.49,291.97,281.49,273.81,,13,968,28,14.47,
07.02.19 14:09:01,9.55,276.52,281.49,283.31,281.49,281.04,281.94,283.31,282.4,283.76,282.85,276.97,275.16,282.85,283.31,282.85,273.36,281.49,282.85,286.49,273.81,288.31,289.68,281.94,276.06,,13,968,28,14.47,
07.02.19 14:09:16,9.8,275.61,281.04,283.31,281.04,281.94,279.68,281.49,281.49,283.76,283.31,278.77,276.06,284.67,281.04,282.4,272.91,281.94,281.49,285.58,273.36,287.4,289.68,282.4,279.68,,13,968,28,14.47,
07.02.19 14:09:31,10.05,276.97,281.49,282.85,282.85,281.49,279.68,282.85,281.49,284.21,283.76,279.68,277.87,283.76,281.49,283.31,272.91,280.58,281.94,286.49,273.81,288.31,288.31,281.49,273.81,,13,968,28,14.45,
07.02.19 14:09:46,10.3,275.16,280.58,284.21,281.04,280.13,280.58,281.94,281.94,282.4,282.85,279.68,276.52,280.58,283.31,283.31,270.67,282.4,281.94,282.4,274.71,286.95,289.23,281.49,274.71,,13,968,28,14.43,
07.02.19 14:10:01,10.55,274.71,281.94,284.67,282.4,281.49,281.04,281.94,280.58,283.31,283.76,279.23,276.97,283.31,283.31,283.31,272.01,279.68,280.58,286.95,271.11,287.4,289.68,283.76,275.61,,13,968,28,14.43,
07.02.19 14:10:16,10.8,275.61,281.49,284.67,281.94,280.13,279.68,281.49,281.94,283.76,282.4,277.87,277.42,281.94,282.85,283.76,271.56,282.85,281.49,284.67,272.91,289.23,288.77,281.94,276.06,,13,968,28,14.43,
07.02.19 14:10:31,11.05,275.61,281.04,284.21,281.04,281.04,281.94,281.49,281.49,283.76,283.31,280.13,276.52,282.85,282.85,283.31,272.91,281.04,282.85,286.95,273.36,284.21,287.86,281.94,273.36,,13,968,28,14.43,
07.02.19 14:10:46,11.3,274.26,280.58,282.4,280.58,280.13,280.58,281.94,281.94,282.85,283.76,279.68,276.97,282.4,281.49,284.21,273.36,280.58,283.31,283.76,272.01,288.31,291.51,281.49,272.01,,13,968,28,14.41,
07.02.19 14:11:01,11.55,275.61,280.58,283.76,281.94,280.58,280.13,281.94,281.49,284.21,282.85,280.58,276.97,282.4,281.49,282.85,272.46,281.49,282.4,283.31,272.01,286.49,289.68,280.58,272.46,,13,968,28,14.41,
07.02.19 14:11:16,11.8,276.06,281.94,283.31,281.04,279.68,281.94,282.4,280.58,282.85,282.85,277.87,276.52,280.58,281.94,282.4,272.46,282.4,281.94,283.31,271.56,287.86,286.95,280.58,274.26,,13,968,28,14.41,
07.02.19 14:11:31,12.05,273.36,279.68,282.85,280.58,278.77,281.04,281.04,280.13,283.76,282.4,280.13,276.97,282.85,281.94,283.31,271.11,280.58,281.49,285.12,270.67,286.95,287.86,280.58,276.06,,13,968,28,14.41,
07.02.19 14:11:46,12.3,275.61,279.68,283.76,281.04,280.58,280.13,282.85,280.58,282.4,281.94,278.77,276.97,281.94,282.4,280.58,271.56,281.49,281.49,283.31,271.11,285.58,289.68,280.58,275.61,,13,968,28,14.39,
07.02.19 14:12:02,12.57,273.81,280.58,283.76,281.04,279.68,280.58,281.04,281.04,283.76,281.94,277.87,275.16,282.4,282.4,282.4,271.11,281.49,281.04,283.76,272.01,288.31,286.95,281.49,275.61,,13,968,28,14.39,
07.02.19 14:12:17,12.82,274.71,280.58,282.4,279.23,280.13,279.23,280.13,282.4,282.85,281.94,278.32,276.06,281.49,281.49,281.49,270.67,281.04,281.04,282.85,272.46,284.21,286.95,281.49,271.11,,13,968,28,14.38,
07.02.19 14:12:32,13.07,274.71,279.68,282.4,281.94,279.23,278.77,281.49,279.68,281.49,282.4,278.32,276.52,281.04,283.31,280.58,271.56,281.94,281.49,285.12,273.36,285.58,290.14,280.13,273.36,,13,968,28,14.39,
07.02.19 14:12:47,13.32,273.81,279.23,282.4,281.49,280.58,278.32,281.04,279.68,281.04,282.4,277.42,276.52,283.31,281.49,282.85,271.56,280.13,279.68,285.12,271.11,286.49,289.23,280.13,275.16,,13,968,28,14.38,
07.02.19 14:13:02,13.57,273.81,279.68,282.85,281.04,280.13,279.23,280.13,280.58,281.94,282.85,277.42,275.61,282.4,281.49,280.58,269.77,280.58,281.94,283.76,272.01,287.4,286.49,280.58,272.91,,13,968,28,14.36,
07.02.19 14:13:17,13.82,275.16,280.58,283.31,281.49,279.68,282.4,281.04,279.68,282.4,282.4,278.32,276.52,282.4,281.94,281.49,270.22,279.68,281.49,285.12,271.56,288.31,286.95,281.94,274.26,,13,968,28,14.36,
07.02.19 14:13:32,14.07,273.81,279.68,283.76,280.58,279.23,281.04,281.49,281.04,281.04,282.4,279.23,276.52,281.94,281.94,282.85,270.22,280.13,281.94,285.58,270.22,284.67,286.49,279.68,272.46,,13,968,28,14.36,
07.02.19 14:13:47,14.32,273.81,278.32,281.94,281.49,277.87,279.23,280.58,280.13,282.4,281.49,277.42,276.97,282.4,281.94,281.94,272.01,279.68,281.94,282.4,270.67,284.67,289.23,280.13,275.16,,13,968,28,14.36,
07.02.19 14:14:02,14.57,273.81,280.13,284.21,280.13,278.77,278.32,281.94,278.77,281.49,281.49,277.42,276.97,282.4,280.58,282.4,272.01,279.23,281.04,283.31,268.42,284.67,287.86,280.58,272.91,,13,968,28,14.36,
07.02.19 14:14:17,14.82,275.16,280.58,282.4,280.13,279.68,279.23,281.49,279.23,281.94,282.85,277.87,273.81,282.4,281.04,282.85,270.67,280.13,279.23,283.76,268.87,285.58,286.49,281.04,274.71,,13,968,28,14.34,
07.02.19 14:14:32,15.07,274.71,278.77,282.4,280.13,279.68,278.32,281.04,280.58,282.4,282.85,277.42,276.52,279.68,280.58,281.94,269.32,281.94,281.94,283.76,270.67,286.49,287.86,280.58,270.67,,13,968,28,14.34,
07.02.19 14:14:47,15.32,274.26,280.58,281.94,279.68,277.87,279.23,280.58,280.58,281.49,282.85,276.97,276.52,280.58,280.58,281.49,270.22,280.13,280.13,282.4,270.67,285.58,286.95,278.77,274.26,,13,968,28,14.32,
07.02.19 14:15:02,15.57,273.36,281.49,281.49,280.58,278.32,279.68,281.04,280.58,281.94,280.58,278.32,274.71,282.4,281.04,281.04,270.67,280.58,281.49,283.76,270.67,286.03,286.03,280.58,272.46,,13,968,28,14.32,
07.02.19 14:15:17,15.82,273.36,278.77,281.94,279.68,279.68,279.68,279.23,280.13,281.49,282.4,278.77,275.61,280.58,281.49,280.58,270.67,279.23,279.68,281.94,269.32,284.67,287.86,278.77,275.61,,13,968,28,14.32,
07.02.19 14:15:32,16.07,273.81,278.77,281.94,279.23,277.42,279.68,280.13,280.13,281.04,281.49,277.42,274.71,282.4,281.04,279.68,270.67,280.13,281.94,282.85,269.32,287.86,288.31,279.23,273.81,,13,968,28,14.31,
07.02.19 14:15:47,16.32,273.36,279.23,283.31,278.77,276.52,280.13,280.58,278.77,281.04,281.04,277.87,276.06,279.23,280.58,281.49,270.67,280.13,279.68,283.31,271.11,287.4,286.95,281.49,272.91,,13,968,28,14.29,
07.02.19 14:16:02,16.57,272.46,278.77,281.49,278.32,278.77,280.13,278.77,279.23,279.68,281.04,278.77,275.61,281.94,279.68,281.49,270.22,277.42,279.23,281.94,270.22,284.21,286.49,278.77,272.91,,13,968,28,14.29,
07.02.19 14:16:17,16.82,273.36,278.32,282.4,280.13,281.49,280.58,279.68,279.23,281.49,281.94,276.52,275.16,281.94,281.94,281.49,271.56,279.68,278.77,281.94,270.22,286.49,286.49,281.04,272.91,,13,968,28,14.29,
07.02.19 14:16:32,17.07,271.56,279.23,282.4,279.68,278.32,278.32,278.77,279.23,281.04,281.04,276.97,274.26,281.04,280.13,280.58,269.32,279.23,280.58,281.04,267.98,285.12,288.31,281.04,270.22,,13,968,28,14.29,
07.02.19 14:16:47,17.32,273.81,279.68,282.4,280.58,280.13,279.23,280.58,279.23,281.04,281.94,278.32,276.06,278.77,281.49,282.85,271.56,279.23,279.68,283.76,269.77,284.21,286.95,281.94,276.06,,13,968,28,14.27,
07.02.19 14:17:02,17.57,273.36,279.68,281.94,278.77,276.97,278.32,280.58,280.13,280.13,281.04,276.52,274.71,280.58,279.68,281.04,270.67,281.49,279.68,280.58,272.91,285.58,287.86,279.23,274.71,,13,968,28,14.27,
07.02.19 14:17:17,17.82,273.36,278.32,281.49,278.77,277.87,278.32,278.77,279.23,281.04,280.58,277.42,275.61,281.04,279.68,281.94,269.32,277.87,279.23,282.85,271.11,283.76,288.31,280.58,271.56,,13,968,28,14.27,
07.02.19 14:17:32,18.07,272.46,279.23,281.04,278.77,277.87,277.42,277.87,278.77,280.58,280.13,278.77,274.71,281.04,280.13,280.58,268.87,281.04,279.23,281.94,268.87,283.31,288.31,280.58,271.56,,13,968,28,14.27,
07.02.19 14:17:47,18.32,272.91,276.97,282.4,278.32,278.77,278.32,279.23,279.23,278.77,281.49,277.87,274.26,279.23,280.58,279.68,269.32,277.42,278.77,282.85,269.32,285.58,286.03,280.13,270.22,,13,968,28,14.27,
07.02.19 14:18:02,18.57,272.01,277.87,279.68,277.87,278.32,278.32,278.32,278.32,281.04,281.04,276.52,275.16,280.13,279.68,281.04,269.77,277.42,280.58,279.68,268.87,285.12,285.58,278.32,273.81,,13,968,28,14.25,
07.02.19 14:18:17,18.82,272.01,278.32,281.49,278.32,276.52,277.87,278.77,279.23,279.23,280.58,277.42,274.26,281.04,277.87,279.68,269.77,280.13,279.68,282.4,269.77,281.94,286.49,278.77,273.81,,13,968,28,14.25,
07.02.19 14:18:32,19.07,272.91,279.23,281.94,277.87,277.42,278.77,278.77,277.87,279.68,281.49,276.52,273.81,278.77,279.23,280.58,267.53,278.77,279.68,281.49,271.11,283.76,287.86,279.68,272.91,,13,968,28,14.23,
07.02.19 14:18:47,19.32,272.91,277.87,280.58,277.87,277.87,278.32,278.77,277.42,281.04,281.49,276.97,275.16,279.68,278.32,281.04,269.77,278.32,278.77,280.13,270.22,285.58,285.58,280.58,272.01,,13,968,28,14.23,
07.02.19 14:19:02,19.57,272.01,277.87,280.13,278.77,278.32,277.87,278.77,278.77,280.13,280.13,275.61,276.52,278.77,277.42,279.68,269.32,278.77,277.42,281.49,269.32,285.12,285.58,279.23,274.71,,13,968,28,14.25,
07.02.19 14:19:17,19.82,272.46,278.32,280.13,277.87,277.87,277.42,278.77,277.87,280.13,281.49,277.42,275.61,281.04,279.68,281.04,267.98,278.32,279.68,281.49,270.67,286.49,287.4,281.04,271.56,,13,968,28,14.23,
07.02.19 14:19:32,20.07,273.81,277.87,281.04,278.77,276.97,277.42,278.77,277.42,280.13,280.13,276.97,275.61,280.13,278.32,279.68,267.53,276.97,277.87,281.04,267.08,285.58,285.58,279.68,272.46,,13,968,28,14.23,
07.02.19 14:19:47,20.32,272.01,278.77,281.94,280.13,277.42,277.87,279.68,277.87,279.23,281.04,277.42,274.26,280.13,280.13,281.04,268.87,278.32,278.32,281.49,269.77,284.67,285.12,279.68,272.46,,13,968,28,14.23,
07.02.19 14:20:02,20.57,273.36,277.87,282.85,278.32,276.06,278.32,278.32,279.23,280.13,281.04,277.42,275.61,277.87,278.77,279.68,268.42,279.68,278.77,281.04,268.42,283.76,285.58,279.23,272.01,,13,968,28,14.22,
07.02.19 14:20:17,20.82,273.36,277.87,279.68,278.77,275.61,276.97,278.77,276.97,278.77,279.68,275.16,274.71,277.87,278.32,280.58,267.53,275.16,277.87,280.58,270.22,282.85,286.03,278.77,271.11,,13,968,28,14.22,
07.02.19 14:20:32,21.07,270.67,278.77,281.04,278.77,279.23,276.97,279.23,279.23,279.23,280.13,276.97,274.71,279.68,280.13,279.68,266.19,277.87,279.68,282.4,269.77,284.21,284.21,279.68,275.16,,13,968,28,14.2,
07.02.19 14:20:47,21.32,272.46,277.87,281.04,278.32,275.61,277.87,278.77,278.32,280.13,279.23,276.52,274.71,278.32,281.04,280.13,269.77,278.32,278.77,280.58,270.22,283.76,284.21,279.68,274.71,,13,968,28,14.2,
07.02.19 14:21:02,21.57,271.56,278.32,281.49,278.32,277.87,277.87,279.23,276.97,280.13,280.13,276.52,276.06,279.23,278.77,280.58,269.32,278.32,279.23,281.49,269.32,285.58,284.67,280.13,272.46,,13,968,28,14.2,
07.02.19 14:21:17,21.82,271.56,276.97,280.58,278.32,277.87,278.77,277.42,276.52,279.23,279.23,276.97,274.26,278.77,278.77,279.68,267.08,279.23,279.23,281.04,270.67,283.76,286.03,280.13,269.77,,13,968,28,14.2,
07.02.19 14:21:32,22.07,271.56,277.42,281.49,279.23,277.42,277.87,279.23,276.97,280.13,279.23,274.26,275.16,278.32,278.77,280.58,268.42,278.77,277.87,283.31,268.87,281.94,287.4,278.77,271.56,,13,968,28,14.2,
07.02.19 14:21:47,22.32,271.56,277.87,279.68,278.32,275.16,278.32,276.52,277.87,280.13,280.13,276.52,275.16,278.77,278.77,279.23,266.64,278.77,279.23,280.13,268.42,285.58,284.67,278.77,267.98,,13,968,28,14.18,
07.02.19 14:22:02,22.57,272.01,276.06,277.87,277.87,276.52,276.52,277.87,278.32,278.32,280.58,275.61,274.71,278.77,278.77,278.32,270.22,278.77,278.32,280.13,267.98,282.85,286.03,277.87,271.11,,13,968,28,14.18,
07.02.19 14:22:17,22.82,271.56,278.32,280.58,277.42,275.16,277.87,279.68,277.87,280.13,279.68,275.61,274.71,279.23,279.68,279.68,269.32,277.87,278.32,281.49,267.98,283.31,284.21,278.32,269.32,,13,968,28,14.18,
07.02.19 14:22:32,23.07,271.11,277.87,280.58,278.77,276.52,275.61,279.23,276.97,279.68,280.13,276.52,273.81,279.68,279.23,279.68,267.08,278.77,278.77,281.04,267.53,283.76,284.67,278.77,272.01,,13,968,28,14.16,
07.02.19 14:22:47,23.32,272.46,277.87,281.04,277.87,274.71,277.42,277.87,275.61,280.58,278.77,275.16,273.81,278.77,278.32,279.23,267.98,276.52,277.87,281.04,269.77,282.85,286.95,280.13,273.36,,13,968,28,14.16,
07.02.19 14:23:02,23.57,270.67,278.77,281.04,277.87,275.16,276.06,278.77,277.87,277.42,279.23,275.61,273.81,278.77,279.23,278.77,267.53,277.87,278.32,280.58,269.32,283.31,286.03,278.32,272.01,,13,968,28,14.16,
07.02.19 14:23:17,23.82,271.56,276.06,279.23,277.87,275.16,277.42,278.32,276.06,280.13,277.42,276.06,274.71,278.77,276.52,280.58,267.53,277.42,279.23,281.49,270.67,284.67,286.03,277.42,269.32,,13,968,28,14.15,
07.02.19 14:23:32,24.07,272.01,276.52,280.58,276.97,276.06,278.32,278.32,277.42,277.42,279.68,274.71,274.71,278.32,278.77,278.77,266.19,277.87,275.16,278.77,269.77,281.49,284.21,276.97,271.11,,13,968,28,14.14,
07.02.19 14:23:47,24.32,272.01,276.52,279.23,277.42,275.61,276.97,277.42,276.97,276.97,280.13,275.61,274.26,277.87,278.32,277.42,267.53,278.77,276.97,280.58,266.64,283.31,283.76,278.77,267.98,,13,968,28,14.14,
07.02.19 14:24:02,24.57,272.46,276.97,280.13,277.87,273.36,277.87,276.97,276.52,279.68,278.77,274.71,274.26,278.32,279.23,278.77,267.98,276.97,277.87,281.04,268.87,281.94,283.76,277.87,270.67,,13,968,28,14.14,
07.02.19 14:24:17,24.82,270.22,276.52,278.32,276.52,276.06,276.52,277.42,276.97,278.32,277.87,274.71,274.26,279.23,277.42,279.68,266.19,276.52,277.87,279.68,267.53,284.21,284.21,279.68,271.11,,13,968,28,14.14,
