sample,mass,salinity,Sample.ID,Type, Notes
20190319_JUNK,60.9199,28,JUNK,JUNK,
20190319_CRM1,59.317,33.782,CRM1,CRM,Bottle #178-0486
20190319_CRM2,59.2061,33.782,CRM2,CRM,Bottle #178-0486
